AnioInicial,MesInicial,DiaInicial,rangoEntrenamiento,rangoTest,errPol,errSenCos,errSenoides
2001,4,15,10,10,0.5724084028019664,0.4624788945817259,0.4883684868667145
2001,4,15,20,1,1.0853946130894843,0.42585318633203495,0.5024162647799844
2001,4,15,20,5,1.5559303446591943,0.3210780587737595,0.28821295741013403
2001,4,15,20,10,3.2113418593285687,0.3141079638543709,0.36216987341809526
2001,4,15,40,1,0.06715660222342322,0.450801931236001,0.3334331888540071
2001,4,15,40,5,0.6591205979177491,0.35011125388777764,0.31153172804432205
2001,4,15,40,10,0.8342009673300208,0.2909551278979808,0.2768316102778373
2006,3,20,7,1,0.393334480282772,0.3627404588131719,0.6040017653671566
2006,3,20,7,5,0.9324257415676365,0.952546107194337,1.4121079791395381
2006,3,20,7,10,2.645740188796279,1.4081402410650055,2.1122741212328435
2006,3,20,10,1,0.39362194928700744,0.1390183063591534,0.3255914183782706
2006,3,20,10,5,0.8655993785273783,0.31879528621877784,0.5628260096168001
2006,3,20,10,10,1.9351908698628397,0.48433040180331655,0.7538897873383772
2006,3,20,20,1,0.41016655007821107,0.18375811753782756,0.15227372301338238
2006,3,20,20,5,0.42034828268528285,0.2425921097520136,0.24828940618506004
2006,3,20,20,10,0.6951280730707978,0.20271275739218056,0.1988717343957857
2006,3,20,40,1,0.022671531471958967,0.02540912712890271,0.016538171690794613
2006,3,20,40,5,0.19630790676127327,0.1591705631940426,0.17410666372912345
2006,3,20,40,10,0.37820604426643006,0.2931578209732262,0.2959035072212383
