fecha,vuelos_totales,atrasos_totales_arribo,atrasos_totales_salida,vuelos_cancelados,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
28/2/2001,17530,5800,5096,965,0,0,0,0,0
19/2/2001,17343,3406,2929,294,0,0,0,0,0
29/1/2001,17533,5007,4165,1165,0,0,0,0,0
8/12/2001,12728,1051,804,87,0,0,0,0,0
9/11/2001,14477,1400,1372,37,0,0,0,0,0
11/9/2001,17503,15716,15027,14962,0,0,0,0,0
20/9/2001,17195,5232,4885,2946,0,0,0,0,0
21/8/2001,17846,2907,2432,411,0,0,0,0,0
12/8/2001,17222,5416,4826,456,0,0,0,0,0
30/8/2001,17838,5469,4007,436,0,0,0,0,0
31/7/2001,17803,2418,2162,258,0,0,0,0,0
22/7/2001,17176,3545,3148,342,0,0,0,0,0
13/7/2001,17845,2865,2555,227,0,0,0,0,0
23/6/2001,16190,4219,4047,626,0,0,0,0,0
14/6/2001,17736,6655,5055,769,0,0,0,0,0
24/5/2001,17630,4101,3442,280,0,0,0,0,0
15/5/2001,17583,2998,2128,421,0,0,0,0,0
25/4/2001,17588,1884,1634,239,0,0,0,0,0
16/4/2001,17584,3189,2675,288,0,0,0,0,0
26/3/2001,17588,3569,3137,440,0,0,0,0,0
17/3/2001,15460,3263,3067,301,0,0,0,0,0
27/2/2001,17519,4998,3838,698,0,0,0,0,0
18/2/2001,16531,2194,2010,263,0,0,0,0,0
28/1/2001,16671,3135,2588,497,0,0,0,0,0
19/1/2001,17541,6074,5005,705,0,0,0,0,0
7/12/2001,14422,1728,1254,81,0,0,0,0,0
8/11/2001,14475,1880,1631,64,0,0,0,0,0
9/10/2001,14707,1394,1284,288,0,0,0,0,0
10/9/2001,17566,3064,2638,661,0,0,0,0,0
20/8/2001,17848,3270,2822,373,0,0,0,0,0
11/8/2001,16255,5295,4783,525,0,0,0,0,0
30/7/2001,17822,3287,2851,443,0,0,0,0,0
21/7/2001,16209,3581,3058,309,0,0,0,0,0
12/7/2001,17816,3000,2495,284,0,0,0,0,0
22/6/2001,17796,6498,5760,1154,0,0,0,0,0
13/6/2001,17698,4947,3940,635,0,0,0,0,0
23/5/2001,17608,4395,3653,419,0,0,0,0,0
14/5/2001,17611,3516,2998,416,0,0,0,0,0
24/4/2001,17590,2347,1979,306,0,0,0,0,0
15/4/2001,16593,2655,2311,280,0,0,0,0,0
25/3/2001,16776,3176,2902,199,0,0,0,0,0
16/3/2001,17614,6609,5733,499,0,0,0,0,0
26/2/2001,17543,4151,3788,502,0,0,0,0,0
17/2/2001,15295,3339,3042,350,0,0,0,0,0
27/1/2001,15278,3114,2548,453,0,0,0,0,0
18/1/2001,17500,4794,3749,852,0,0,0,0,0
6/12/2001,14406,1814,1273,94,0,0,0,0,0
7/11/2001,14447,930,920,79,0,0,0,0,0
8/10/2001,14698,1862,1901,267,0,0,0,0,0
10/8/2001,17865,6212,5404,981,0,0,0,0,0
20/7/2001,17839,4106,3582,242,0,0,0,0,0
11/7/2001,17791,3407,2819,397,0,0,0,0,0
12/6/2001,17697,5819,4694,691,0,0,0,0,0
30/6/2001,16177,5570,4921,412,0,0,0,0,0
21/6/2001,17772,6049,4999,605,0,0,0,0,0
31/5/2001,17610,4322,3816,404,0,0,0,0,0
22/5/2001,17598,5447,4511,803,0,0,0,0,0
13/5/2001,16809,2025,1998,257,0,0,0,0,0
23/4/2001,17597,3285,2867,404,0,0,0,0,0
14/4/2001,15192,1697,1395,151,0,0,0,0,0
24/3/2001,15453,2820,2651,226,0,0,0,0,0
15/3/2001,17599,6375,5277,461,0,0,0,0,0
25/2/2001,16709,7639,6838,1040,0,0,0,0,0
16/2/2001,17587,7462,6384,503,0,0,0,0,0
26/1/2001,17567,5265,4332,603,0,0,0,0,0
17/1/2001,17488,3095,2222,459,0,0,0,0,0
5/12/2001,14369,2136,1398,101,0,0,0,0,0
6/11/2001,14453,974,901,102,0,0,0,0,0
7/10/2001,14080,1489,1512,217,0,0,0,0,0
10/7/2001,17799,4359,3662,665,0,0,0,0,0
11/6/2001,17719,3287,2581,463,0,0,0,0,0
20/6/2001,17758,4010,3311,710,0,0,0,0,0
30/5/2001,17604,2549,2000,294,0,0,0,0,0
21/5/2001,17632,5081,4296,468,0,0,0,0,0
12/5/2001,15506,1801,1560,206,0,0,0,0,0
22/4/2001,16731,4913,4008,255,0,0,0,0,0
13/4/2001,17437,4126,3560,412,0,0,0,0,0
23/3/2001,17627,3789,3480,396,0,0,0,0,0
14/3/2001,17588,4418,3453,468,0,0,0,0,0
24/2/2001,15390,6512,5475,733,0,0,0,0,0
15/2/2001,17545,6430,5290,608,0,0,0,0,0
25/1/2001,17539,3107,2599,464,0,0,0,0,0
16/1/2001,17488,4348,3452,625,0,0,0,0,0
4/12/2001,14356,1573,1120,142,0,0,0,0,0
5/11/2001,14467,1641,1314,143,0,0,0,0,0
6/10/2001,13128,1311,1333,318,0,0,0,0,0
10/6/2001,17063,2486,2413,291,0,0,0,0,0
11/5/2001,17643,3667,3093,287,0,0,0,0,0
20/5/2001,16814,3114,2562,153,0,0,0,0,0
30/4/2001,17568,1841,1594,229,0,0,0,0,0
21/4/2001,15407,2722,2331,249,0,0,0,0,0
12/4/2001,17586,7024,6058,630,0,0,0,0,0
22/3/2001,17597,3640,3367,599,0,0,0,0,0
13/3/2001,17586,4724,4040,618,0,0,0,0,0
31/3/2001,15278,2610,2476,335,0,0,0,0,0
23/2/2001,17572,6400,5260,583,0,0,0,0,0
14/2/2001,17462,6499,5360,971,0,0,0,0,0
24/1/2001,17521,2859,2371,388,0,0,0,0,0
15/1/2001,17510,4127,3469,664,0,0,0,0,0
3/12/2001,14381,1424,1029,106,0,0,0,0,0
4/11/2001,13756,1565,1566,66,0,0,0,0,0
5/10/2001,14701,2891,2335,191,0,0,0,0,0
10/5/2001,17621,2893,2205,241,0,0,0,0,0
20/4/2001,17605,3494,2965,241,0,0,0,0,0
11/4/2001,17572,6557,5494,1550,0,0,0,0,0
21/3/2001,17592,4649,4100,756,0,0,0,0,0
12/3/2001,17599,4994,4160,606,0,0,0,0,0
30/3/2001,17610,4783,4248,667,0,0,0,0,0
22/2/2001,17551,6677,5339,872,0,0,0,0,0
13/2/2001,17453,5562,4167,787,0,0,0,0,0
14/1/2001,16828,3115,2668,509,0,0,0,0,0
23/1/2001,17516,2060,1878,472,0,0,0,0,0
2/12/2001,13698,2546,2148,239,0,0,0,0,0
3/11/2001,12792,1100,1107,115,0,0,0,0,0
4/10/2001,14748,1362,1459,159,0,0,0,0,0
10/4/2001,17573,4387,3299,599,0,0,0,0,0
20/3/2001,17587,3824,3397,664,0,0,0,0,0
11/3/2001,16772,4265,3661,254,0,0,0,0,0
12/2/2001,17472,4589,3388,548,0,0,0,0,0
21/2/2001,17540,3715,2891,409,0,0,0,0,0
13/1/2001,15332,2197,1878,312,0,0,0,0,0
31/1/2001,17483,2703,2123,490,0,0,0,0,0
22/1/2001,17534,2262,1991,428,0,0,0,0,0
1/12/2001,12632,1367,1293,217,0,0,0,0,0
2/11/2001,14312,1234,1205,80,0,0,0,0,0
3/10/2001,14703,1187,1240,306,0,0,0,0,0
10/3/2001,15431,2661,2546,286,0,0,0,0,0
11/2/2001,16641,2991,2476,374,0,0,0,0,0
20/2/2001,17530,3530,2981,490,0,0,0,0,0
12/1/2001,17526,5504,4931,633,0,0,0,0,0
30/1/2001,17483,4003,3293,830,0,0,0,0,0
21/1/2001,16690,4401,4340,1217,0,0,0,0,0
1/11/2001,14196,1676,1539,96,0,0,0,0,0
2/10/2001,14782,1039,1142,367,0,0,0,0,0
10/2/2001,15299,2853,2497,464,0,0,0,0,0
11/1/2001,17499,4649,3923,712,0,0,0,0,0
20/1/2001,15289,3720,3012,862,0,0,0,0,0
1/10/2001,14823,1414,1574,451,0,0,0,0,0
10/1/2001,17483,4723,3968,709,0,0,0,0,0
29/12/2001,12821,2699,2613,41,0,0,0,0,0
28/12/2001,14547,3638,3378,203,0,0,0,0,0
19/12/2001,14649,2961,2800,131,0,0,0,0,0
29/11/2001,14486,3925,2792,273,0,0,0,0,0
18/12/2001,14607,2460,2216,255,0,0,0,0,0
27/12/2001,14622,4081,4098,193,0,0,0,0,0
19/11/2001,14479,1985,1656,199,0,0,0,0,0
28/11/2001,14462,3539,2496,624,0,0,0,0,0
29/10/2001,14676,1319,1392,243,0,0,0,0,0
17/12/2001,14602,2636,2075,228,0,0,0,0,0
26/12/2001,14596,4074,4117,177,0,0,0,0,0
27/11/2001,14476,3025,2360,110,0,0,0,0,0
18/11/2001,13801,1817,1764,142,0,0,0,0,0
19/10/2001,14573,1852,2049,58,0,0,0,0,0
28/10/2001,13790,1381,1578,40,0,0,0,0,0
16/12/2001,13804,3737,2925,211,0,0,0,0,0
25/12/2001,12310,1597,1577,269,0,0,0,0,0
26/11/2001,14496,3589,3159,101,0,0,0,0,0
17/11/2001,12815,2312,2479,268,0,0,0,0,0
18/10/2001,14580,1760,1825,93,0,0,0,0,0
27/10/2001,12784,1044,1146,115,0,0,0,0,0
15/12/2001,12751,2075,1789,157,0,0,0,0,0
24/12/2001,11935,1111,1206,71,0,0,0,0,0
25/11/2001,13928,3140,2490,64,0,0,0,0,0
16/11/2001,14478,3442,3240,507,0,0,0,0,0
17/10/2001,14550,1424,1494,111,0,0,0,0,0
26/10/2001,14586,2306,2224,116,0,0,0,0,0
14/12/2001,14426,4183,3285,184,0,0,0,0,0
23/12/2001,13295,3221,3075,41,0,0,0,0,0
24/11/2001,12633,3262,2749,65,0,0,0,0,0
15/11/2001,14482,2456,1944,118,0,0,0,0,0
16/10/2001,14558,2105,1794,145,0,0,0,0,0
25/10/2001,14523,3354,2835,229,0,0,0,0,0
13/12/2001,14417,4248,3107,216,0,0,0,0,0
31/12/2001,13014,1595,1616,75,0,0,0,0,0
22/12/2001,12972,3857,3886,23,0,0,0,0,0
23/11/2001,11098,646,567,50,0,0,0,0,0
14/11/2001,14443,1588,1117,65,0,0,0,0,0
15/10/2001,14560,2027,2093,127,0,0,0,0,0
24/10/2001,14478,3850,3089,424,0,0,0,0,0
12/12/2001,14360,3320,2290,219,0,0,0,0,0
30/12/2001,13319,2731,2703,76,0,0,0,0,0
21/12/2001,14689,3616,3689,22,0,0,0,0,0
22/11/2001,11001,750,726,34,0,0,0,0,0
13/11/2001,14455,1422,1195,125,0,0,0,0,0
14/10/2001,14014,3502,3817,163,0,0,0,0,0
23/10/2001,14510,1840,1460,168,0,0,0,0,0
11/12/2001,14354,2012,1399,139,0,0,0,0,0
20/12/2001,14669,4063,4010,87,0,0,0,0,0
21/11/2001,14489,1452,1308,38,0,0,0,0,0
12/11/2001,14459,2700,2551,557,0,0,0,0,0
30/11/2001,14474,2272,1724,178,0,0,0,0,0
13/10/2001,12991,3646,3267,354,0,0,0,0,0
31/10/2001,14283,1073,983,321,0,0,0,0,0
22/10/2001,14521,2080,1996,86,0,0,0,0,0
10/12/2001,14397,1773,1449,145,0,0,0,0,0
20/11/2001,14487,1974,1699,83,0,0,0,0,0
11/11/2001,13773,1573,1495,62,0,0,0,0,0
12/10/2001,14597,4073,3832,314,0,0,0,0,0
30/10/2001,14563,1366,1260,290,0,0,0,0,0
21/10/2001,13950,2241,2342,61,0,0,0,0,0
10/11/2001,12796,879,897,52,0,0,0,0,0
11/10/2001,14738,3995,3560,372,0,0,0,0,0
20/10/2001,12899,1276,1463,93,0,0,0,0,0
10/10/2001,14702,2678,2156,363,0,0,0,0,0
9/9/2002,14867,1012,885,99,0,0,0,0,0
8/9/2002,14179,1544,1227,60,0,0,0,0,0
9/8/2002,15460,1481,1493,60,0,0,0,0,0
7/9/2002,13058,934,822,115,0,0,0,0,0
8/8/2002,15449,1572,1464,109,0,0,0,0,0
9/7/2002,15456,3794,2865,232,0,0,0,0,0
6/9/2002,15051,1543,1213,132,0,0,0,0,0
7/8/2002,15410,1543,1357,117,0,0,0,0,0
8/7/2002,15494,3209,2970,125,0,0,0,0,0
9/6/2002,14698,2182,1949,95,0,0,0,0,0
5/9/2002,15024,1263,1056,147,0,0,0,0,0
6/8/2002,15402,1657,1530,203,0,0,0,0,0
7/7/2002,14875,2382,2368,58,0,0,0,0,0
8/6/2002,13371,1051,1031,54,0,0,0,0,0
9/5/2002,15000,3806,2867,248,0,0,0,0,0
4/9/2002,15084,970,807,119,0,0,0,0,0
5/8/2002,15445,3197,2695,223,0,0,0,0,0
6/7/2002,13707,1428,1380,39,0,0,0,0,0
7/6/2002,15362,2453,2111,188,0,0,0,0,0
8/5/2002,14961,2357,1467,229,0,0,0,0,0
9/4/2002,14979,2023,1506,120,0,0,0,0,0
3/9/2002,15147,1506,1344,113,0,0,0,0,0
4/8/2002,14814,2440,2285,128,0,0,0,0,0
5/7/2002,13010,851,894,63,0,0,0,0,0
6/6/2002,15078,3560,2862,334,0,0,0,0,0
7/5/2002,14943,2464,1675,237,0,0,0,0,0
8/4/2002,15016,4272,3652,224,0,0,0,0,0
9/3/2002,12889,4406,3790,381,0,0,0,0,0
2/9/2002,14363,2460,2142,68,0,0,0,0,0
3/8/2002,13835,2623,2452,137,0,0,0,0,0
4/7/2002,12756,1035,1034,120,0,0,0,0,0
5/6/2002,15063,3791,2828,459,0,0,0,0,0
6/5/2002,15002,2261,1764,204,0,0,0,0,0
7/4/2002,14111,3692,3145,376,0,0,0,0,0
8/3/2002,14943,3477,2751,177,0,0,0,0,0
9/2/2002,12568,1006,909,40,0,0,0,0,0
1/9/2002,12275,922,823,65,0,0,0,0,0
2/8/2002,15471,3436,2750,249,0,0,0,0,0
3/7/2002,15449,4120,3523,164,0,0,0,0,0
4/6/2002,15043,4242,3297,796,0,0,0,0,0
5/5/2002,14135,1847,1563,84,0,0,0,0,0
6/4/2002,12855,1734,1501,50,0,0,0,0,0
7/3/2002,14932,2343,1736,90,0,0,0,0,0
8/2/2002,14535,1693,1440,84,0,0,0,0,0
9/1/2002,14423,1376,975,87,0,0,0,0,0
1/8/2002,15422,2317,1931,105,0,0,0,0,0
2/7/2002,15383,3759,3069,269,0,0,0,0,0
3/6/2002,15105,2931,2365,258,0,0,0,0,0
4/5/2002,12926,1458,1177,114,0,0,0,0,0
5/4/2002,14920,1709,1590,71,0,0,0,0,0
6/3/2002,14898,1614,1262,127,0,0,0,0,0
7/2/2002,14581,2615,2134,135,0,0,0,0,0
8/1/2002,14400,1440,1126,95,0,0,0,0,0
1/7/2002,15438,2587,2123,190,0,0,0,0,0
2/6/2002,14232,1861,1800,45,0,0,0,0,0
3/5/2002,15011,4263,3609,294,0,0,0,0,0
4/4/2002,14904,1440,1298,146,0,0,0,0,0
5/3/2002,14875,1765,1273,172,0,0,0,0,0
6/2/2002,14527,2305,1979,573,0,0,0,0,0
7/1/2002,14447,3178,2452,254,0,0,0,0,0
1/6/2002,13016,1627,1591,131,0,0,0,0,0
2/5/2002,14996,4643,3343,353,0,0,0,0,0
3/4/2002,14872,2101,1616,116,0,0,0,0,0
4/3/2002,14917,2628,2060,235,0,0,0,0,0
5/2/2002,14492,2432,2020,674,0,0,0,0,0
6/1/2002,13766,4497,3674,175,0,0,0,0,0
1/5/2002,14958,2315,1539,104,0,0,0,0,0
2/4/2002,14854,3673,3216,246,0,0,0,0,0
3/3/2002,14091,4547,3747,210,0,0,0,0,0
4/2/2002,14565,2479,1847,158,0,0,0,0,0
5/1/2002,12642,2173,2084,48,0,0,0,0,0
29/9/2002,14118,1507,1242,45,0,0,0,0,0
1/4/2002,14887,3247,2811,156,0,0,0,0,0
2/3/2002,12889,5120,4290,840,0,0,0,0,0
3/2/2002,13711,1435,1224,97,0,0,0,0,0
4/1/2002,14533,3009,3017,336,0,0,0,0,0
19/9/2002,14929,5091,3762,302,0,0,0,0,0
28/9/2002,12888,801,719,74,0,0,0,0,0
29/8/2002,15432,2808,2330,167,0,0,0,0,0
1/3/2002,14832,3159,2558,148,0,0,0,0,0
2/2/2002,12587,1242,1049,80,0,0,0,0,0
3/1/2002,14511,5169,4937,955,0,0,0,0,0
18/9/2002,14895,1619,1046,100,0,0,0,0,0
27/9/2002,14876,2962,2368,80,0,0,0,0,0
28/8/2002,15396,1715,1248,164,0,0,0,0,0
19/8/2002,15446,4365,3699,238,0,0,0,0,0
29/7/2002,15501,3802,3169,334,0,0,0,0,0
1/2/2002,14562,3999,3221,341,0,0,0,0,0
2/1/2002,14591,4770,4222,657,0,0,0,0,0
17/9/2002,14889,1546,1178,172,0,0,0,0,0
26/9/2002,14874,2304,1858,192,0,0,0,0,0
27/8/2002,15399,1994,1515,276,0,0,0,0,0
18/8/2002,14808,2766,2395,89,0,0,0,0,0
28/7/2002,14878,3969,3427,90,0,0,0,0,0
19/7/2002,15524,4037,3402,396,0,0,0,0,0
29/6/2002,13823,2191,2204,61,0,0,0,0,0
1/1/2002,13345,1994,1854,110,0,0,0,0,0
16/9/2002,14924,1196,1058,120,0,0,0,0,0
25/9/2002,14835,1934,1568,247,0,0,0,0,0
26/8/2002,15450,2028,1631,143,0,0,0,0,0
17/8/2002,13829,1836,1816,128,0,0,0,0,0
27/7/2002,13854,2296,2108,142,0,0,0,0,0
18/7/2002,15500,3761,3074,193,0,0,0,0,0
28/6/2002,15491,3937,3607,182,0,0,0,0,0
19/6/2002,15431,3166,2327,240,0,0,0,0,0
29/5/2002,14985,1930,1505,128,0,0,0,0,0
15/9/2002,14181,2205,1714,111,0,0,0,0,0
24/9/2002,14828,1532,1316,159,0,0,0,0,0
16/8/2002,15462,4910,3894,320,0,0,0,0,0
25/8/2002,14807,1599,1464,113,0,0,0,0,0
26/7/2002,15526,4538,3839,156,0,0,0,0,0
17/7/2002,15467,2313,1888,162,0,0,0,0,0
27/6/2002,15465,5658,4752,744,0,0,0,0,0
18/6/2002,15418,1871,1508,165,0,0,0,0,0
28/5/2002,14966,2666,1991,103,0,0,0,0,0
19/5/2002,14153,2459,2275,41,0,0,0,0,0
29/4/2002,15037,1900,1374,119,0,0,0,0,0
23/9/2002,14853,1261,1052,123,0,0,0,0,0
14/9/2002,12949,1317,1147,133,0,0,0,0,0
15/8/2002,15449,3712,2894,160,0,0,0,0,0
24/8/2002,13822,1844,1521,96,0,0,0,0,0
25/7/2002,15502,2655,2200,128,0,0,0,0,0
16/7/2002,15454,1872,1564,167,0,0,0,0,0
26/6/2002,15430,5905,4871,529,0,0,0,0,0
17/6/2002,15466,2653,2414,200,0,0,0,0,0
18/5/2002,12940,1597,1432,54,0,0,0,0,0
27/5/2002,14094,2534,1958,60,0,0,0,0,0
28/4/2002,14183,4129,3175,260,0,0,0,0,0
19/4/2002,15040,3603,2958,430,0,0,0,0,0
29/3/2002,14831,1993,1574,70,0,0,0,0,0
22/9/2002,14115,1400,1194,56,0,0,0,0,0
13/9/2002,14912,1816,1615,135,0,0,0,0,0
14/8/2002,15409,3083,2491,250,0,0,0,0,0
23/8/2002,15463,3474,2879,206,0,0,0,0,0
15/7/2002,15500,2986,2720,253,0,0,0,0,0
24/7/2002,15458,2955,2325,284,0,0,0,0,0
25/6/2002,15419,4563,3832,394,0,0,0,0,0
16/6/2002,14812,2052,1865,90,0,0,0,0,0
17/5/2002,15023,4887,4131,230,0,0,0,0,0
26/5/2002,12404,788,684,49,0,0,0,0,0
18/4/2002,15033,3224,2368,190,0,0,0,0,0
27/4/2002,12985,1929,1181,90,0,0,0,0,0
28/3/2002,14938,1872,1643,48,0,0,0,0,0
19/3/2002,14875,3276,2377,570,0,0,0,0,0
9/12/2002,14400,1505,1099,129,0,0,0,0,0
12/9/2002,14607,1193,1110,116,0,0,0,0,0
30/9/2002,14847,1001,884,94,0,0,0,0,0
21/9/2002,12943,923,850,69,0,0,0,0,0
13/8/2002,15399,3983,3190,501,0,0,0,0,0
31/8/2002,12674,759,820,80,0,0,0,0,0
22/8/2002,15445,3321,2611,365,0,0,0,0,0
14/7/2002,14877,3006,2805,304,0,0,0,0,0
23/7/2002,15460,3674,3163,788,0,0,0,0,0
15/6/2002,13723,2067,1899,106,0,0,0,0,0
24/6/2002,15465,3552,2845,199,0,0,0,0,0
25/5/2002,12482,1028,944,39,0,0,0,0,0
16/5/2002,15007,2163,1809,92,0,0,0,0,0
26/4/2002,15037,2245,1697,113,0,0,0,0,0
17/4/2002,14989,1672,1299,135,0,0,0,0,0
27/3/2002,14886,1866,1654,140,0,0,0,0,0
18/3/2002,14925,4452,3460,188,0,0,0,0,0
28/2/2002,14813,2317,1927,114,0,0,0,0,0
19/2/2002,14724,3814,2956,180,0,0,0,0,0
29/1/2002,14387,2130,1282,142,0,0,0,0,0
8/12/2002,13558,1459,1282,114,0,0,0,0,0
9/11/2002,12530,1385,1001,65,0,0,0,0,0
20/9/2002,14935,3025,2437,199,0,0,0,0,0
11/9/2002,12804,1004,826,113,0,0,0,0,0
12/8/2002,15449,2810,2116,160,0,0,0,0,0
30/8/2002,15468,2198,1954,90,0,0,0,0,0
21/8/2002,15409,1769,1331,124,0,0,0,0,0
22/7/2002,15504,3849,3206,305,0,0,0,0,0
13/7/2002,13853,2208,1941,186,0,0,0,0,0
31/7/2002,15464,1720,1468,107,0,0,0,0,0
14/6/2002,15424,4401,3602,190,0,0,0,0,0
23/6/2002,14817,2717,2492,57,0,0,0,0,0
24/5/2002,15032,1833,1616,37,0,0,0,0,0
15/5/2002,14974,1633,1301,142,0,0,0,0,0
25/4/2002,15036,3033,2244,99,0,0,0,0,0
16/4/2002,14981,2005,1502,234,0,0,0,0,0
26/3/2002,14877,3814,2939,302,0,0,0,0,0
17/3/2002,14118,4214,3366,106,0,0,0,0,0
27/2/2002,14766,2114,1561,162,0,0,0,0,0
18/2/2002,14757,1516,1416,75,0,0,0,0,0
28/1/2002,14451,2127,1404,167,0,0,0,0,0
19/1/2002,12572,3334,2290,324,0,0,0,0,0
7/12/2002,12116,968,914,105,0,0,0,0,0
8/11/2002,14601,3227,2600,130,0,0,0,0,0
9/10/2002,14742,1723,1316,146,0,0,0,0,0
10/9/2002,13746,1434,1128,128,0,0,0,0,0
11/8/2002,14814,1875,1766,47,0,0,0,0,0
20/8/2002,15399,1682,1346,118,0,0,0,0,0
12/7/2002,15527,3341,2888,189,0,0,0,0,0
30/7/2002,15460,2016,1567,155,0,0,0,0,0
21/7/2002,14879,2873,2459,90,0,0,0,0,0
13/6/2002,15422,3624,2819,312,0,0,0,0,0
22/6/2002,13812,1947,1993,152,0,0,0,0,0
23/5/2002,15018,1738,1641,41,0,0,0,0,0
14/5/2002,14949,1414,1157,135,0,0,0,0,0
24/4/2002,14997,2643,1879,164,0,0,0,0,0
15/4/2002,15019,2001,1681,196,0,0,0,0,0
25/3/2002,14925,3109,2409,154,0,0,0,0,0
16/3/2002,12921,2405,2101,83,0,0,0,0,0
26/2/2002,14709,2750,1976,343,0,0,0,0,0
17/2/2002,13937,1283,1201,73,0,0,0,0,0
27/1/2002,13640,1587,1331,112,0,0,0,0,0
18/1/2002,14482,3405,2591,82,0,0,0,0,0
6/12/2002,14454,3198,2809,316,0,0,0,0,0
7/11/2002,14580,2003,1586,133,0,0,0,0,0
8/10/2002,14741,1729,1165,161,0,0,0,0,0
10/8/2002,13827,2496,2500,173,0,0,0,0,0
11/7/2002,15501,2975,2316,180,0,0,0,0,0
20/7/2002,13857,2040,2127,102,0,0,0,0,0
12/6/2002,15380,2295,1839,215,0,0,0,0,0
30/6/2002,14836,2507,2185,59,0,0,0,0,0
21/6/2002,15479,4258,3540,324,0,0,0,0,0
31/5/2002,15026,2911,2193,241,0,0,0,0,0
22/5/2002,14985,1228,1067,92,0,0,0,0,0
13/5/2002,15004,3828,3037,379,0,0,0,0,0
23/4/2002,14982,933,726,78,0,0,0,0,0
14/4/2002,14181,2405,1980,70,0,0,0,0,0
24/3/2002,14121,2491,2279,53,0,0,0,0,0
15/3/2002,14961,2933,2543,156,0,0,0,0,0
25/2/2002,14773,2062,1778,108,0,0,0,0,0
16/2/2002,12780,1444,1270,64,0,0,0,0,0
26/1/2002,12567,805,732,62,0,0,0,0,0
17/1/2002,14461,2715,1955,126,0,0,0,0,0
5/12/2002,14442,5337,4689,1629,0,0,0,0,0
6/11/2002,14511,1926,1565,210,0,0,0,0,0
7/10/2002,14779,1657,1326,198,0,0,0,0,0
10/7/2002,15459,4595,3491,289,0,0,0,0,0
11/6/2002,15368,3148,2568,548,0,0,0,0,0
20/6/2002,15461,2636,2269,130,0,0,0,0,0
30/5/2002,15018,2665,1895,150,0,0,0,0,0
21/5/2002,14960,1168,930,94,0,0,0,0,0
12/5/2002,14132,4049,2966,200,0,0,0,0,0
22/4/2002,15020,1486,1073,91,0,0,0,0,0
13/4/2002,13011,1924,1599,143,0,0,0,0,0
14/3/2002,14933,2529,2140,329,0,0,0,0,0
23/3/2002,12938,1936,1922,48,0,0,0,0,0
24/2/2002,13916,1543,1422,45,0,0,0,0,0
15/2/2002,14804,2023,1822,91,0,0,0,0,0
25/1/2002,14482,1291,1128,93,0,0,0,0,0
16/1/2002,14411,2913,2096,283,0,0,0,0,0
4/12/2002,14319,3560,2710,487,0,0,0,0,0
5/11/2002,14432,2897,2244,285,0,0,0,0,0
6/10/2002,14064,2056,1653,93,0,0,0,0,0
10/6/2002,15423,2887,2291,409,0,0,0,0,0
20/5/2002,15017,1772,1534,75,0,0,0,0,0
11/5/2002,12929,1495,1036,92,0,0,0,0,0
30/4/2002,14976,2285,1351,96,0,0,0,0,0
21/4/2002,14188,2884,2141,93,0,0,0,0,0
12/4/2002,15032,3411,2630,107,0,0,0,0,0
31/3/2002,13986,2354,2012,172,0,0,0,0,0
22/3/2002,14965,3345,3073,94,0,0,0,0,0
13/3/2002,14897,2878,2266,169,0,0,0,0,0
23/2/2002,12787,1499,1206,52,0,0,0,0,0
14/2/2002,14742,1454,1243,64,0,0,0,0,0
24/1/2002,14460,3792,2727,307,0,0,0,0,0
15/1/2002,14383,1637,987,117,0,0,0,0,0
3/12/2002,14214,4561,3915,223,0,0,0,0,0
4/11/2002,14586,1831,1306,119,0,0,0,0,0
5/10/2002,12824,1009,969,98,0,0,0,0,0
10/5/2002,15016,2657,2021,101,0,0,0,0,0
11/4/2002,15026,2011,1598,119,0,0,0,0,0
20/4/2002,13000,1496,1230,105,0,0,0,0,0
21/3/2002,14942,3120,2389,90,0,0,0,0,0
12/3/2002,14873,2419,1896,273,0,0,0,0,0
30/3/2002,12791,2651,2092,90,0,0,0,0,0
22/2/2002,14805,2158,1595,70,0,0,0,0,0
13/2/2002,14629,1274,1039,95,0,0,0,0,0
23/1/2002,14409,3056,1857,171,0,0,0,0,0
14/1/2002,14455,1545,1030,116,0,0,0,0,0
2/12/2002,14540,4395,4057,382,0,0,0,0,0
3/11/2002,13733,2304,1775,83,0,0,0,0,0
4/10/2002,14841,3784,2918,274,0,0,0,0,0
10/4/2002,14990,1432,1029,76,0,0,0,0,0
20/3/2002,14898,3741,2858,249,0,0,0,0,0
11/3/2002,14923,1596,1313,108,0,0,0,0,0
21/2/2002,14784,2938,2164,122,0,0,0,0,0
12/2/2002,14529,1202,883,122,0,0,0,0,0
31/1/2002,14507,5506,4610,1141,0,0,0,0,0
22/1/2002,14386,1654,1132,133,0,0,0,0,0
13/1/2002,13644,1726,1422,138,0,0,0,0,0
1/12/2002,13934,2170,2003,39,0,0,0,0,0
2/11/2002,12535,1166,900,112,0,0,0,0,0
3/10/2002,14827,1872,1362,369,0,0,0,0,0
10/3/2002,14106,3315,2971,161,0,0,0,0,0
20/2/2002,14742,2671,1902,135,0,0,0,0,0
11/2/2002,14616,1643,1277,151,0,0,0,0,0
30/1/2002,14399,3923,2923,587,0,0,0,0,0
21/1/2002,14459,2519,1977,99,0,0,0,0,0
12/1/2002,12530,935,777,51,0,0,0,0,0
1/11/2002,14568,2089,1511,143,0,0,0,0,0
