fecha,vuelos_totales,atrasos_totales_arribo,atrasos_totales_salida,vuelos_cancelados,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
14/7/2004,20229,7652,6582,1140,20229,20229,20229,20229,20229
24/6/2004,20302,5359,4481,199,20302,20302,20302,20302,20302
15/6/2004,19840,6802,5680,379,19840,19840,19840,19840,19840
25/5/2004,19778,3458,2320,218,19778,19778,19778,19778,19778
16/5/2004,18882,2911,2320,87,18882,18882,18882,18882,18882
26/4/2004,19972,3816,3131,168,19972,19972,19972,19972,19972
17/4/2004,17251,1768,1577,93,17251,17251,17251,17251,17251
27/3/2004,17279,2713,2199,131,17279,17279,17279,17279,17279
18/3/2004,19925,4956,4148,304,19925,19925,19925,19925,19925
28/2/2004,17163,2088,1697,118,17163,17163,17163,17163,17163
19/2/2004,19803,2425,1858,161,19803,19803,19803,19803,19803
29/1/2004,19545,5098,3823,543,19545,19545,19545,19545,19545
8/12/2004,19744,2818,2153,263,19744,19744,19744,19744,19744
9/11/2004,19985,1504,1251,183,19985,19985,19985,19985,19985
11/9/2004,17157,971,988,117,17157,17157,17157,17157,17157
20/9/2004,20209,2339,2009,196,20209,20209,20209,20209,20209
12/8/2004,20594,6422,5414,543,20594,20594,20594,20594,20594
30/8/2004,20674,3753,3145,458,20674,20674,20674,20674,20674
21/8/2004,18211,4034,3482,232,18211,18211,18211,18211,18211
13/7/2004,20129,4697,3782,365,20129,20129,20129,20129,20129
31/7/2004,18167,4563,4065,190,18167,18167,18167,18167,18167
22/7/2004,20563,6679,5524,564,20563,20563,20563,20563,20563
23/6/2004,20105,4668,3669,284,20105,20105,20105,20105,20105
14/6/2004,20134,6699,5688,350,20134,20134,20134,20134,20134
24/5/2004,19957,4607,3522,338,19957,19957,19957,19957,19957
15/5/2004,17190,1890,1721,101,17190,17190,17190,17190,17190
25/4/2004,18900,3426,2861,119,18900,18900,18900,18900,18900
16/4/2004,20036,1975,1759,79,20036,20036,20036,20036,20036
26/3/2004,19954,3367,2733,184,19954,19954,19954,19954,19954
17/3/2004,19872,5497,4532,469,19872,19872,19872,19872,19872
27/2/2004,19837,3913,3407,304,19837,19837,19837,19837,19837
18/2/2004,19739,2555,1764,155,19739,19739,19739,19739,19739
28/1/2004,19239,4130,3354,916,19239,19239,19239,19239,19239
19/1/2004,19539,2707,2174,192,19539,19539,19539,19539,19539
7/12/2004,19718,5588,4492,516,19718,19718,19718,19718,19718
8/11/2004,20316,2593,2215,218,20316,20316,20316,20316,20316
9/10/2004,17226,1837,1625,81,17226,17226,17226,17226,17226
10/9/2004,20246,2246,1982,115,20246,20246,20246,20246,20246
11/8/2004,20377,5829,4634,651,20377,20377,20377,20377,20377
20/8/2004,20666,5162,4214,271,20666,20666,20666,20666,20666
12/7/2004,20473,6765,5936,618,20473,20473,20473,20473,20473
30/7/2004,20605,5231,4403,232,20605,20605,20605,20605,20605
21/7/2004,20324,3883,3241,277,20324,20324,20324,20324,20324
13/6/2004,19221,5589,4505,301,19221,19221,19221,19221,19221
22/6/2004,19922,5955,4841,328,19922,19922,19922,19922,19922
23/5/2004,18884,4527,3516,309,18884,18884,18884,18884,18884
14/5/2004,19989,6368,5534,560,19989,19989,19989,19989,19989
24/4/2004,17236,2520,2136,139,17236,17236,17236,17236,17236
15/4/2004,19993,2488,1880,73,19993,19993,19993,19993,19993
25/3/2004,19928,3544,2738,183,19928,19928,19928,19928,19928
16/3/2004,19765,6215,4795,934,19765,19765,19765,19765,19765
26/2/2004,19800,5206,4397,777,19800,19800,19800,19800,19800
17/2/2004,19726,3639,2839,248,19726,19726,19726,19726,19726
27/1/2004,19220,7875,6146,2014,19220,19220,19220,19220,19220
18/1/2004,18440,4483,3604,371,18440,18440,18440,18440,18440
6/12/2004,20087,7674,6000,659,20087,20087,20087,20087,20087
7/11/2004,19340,3148,2932,151,19340,19340,19340,19340,19340
8/10/2004,20483,4451,3794,172,20483,20483,20483,20483,20483
10/8/2004,20280,3664,3006,188,20280,20280,20280,20280,20280
11/7/2004,19547,4639,3856,174,19547,19547,19547,19547,19547
20/7/2004,20212,2551,2182,185,20212,20212,20212,20212,20212
12/6/2004,17688,3184,2718,224,17688,17688,17688,17688,17688
30/6/2004,20080,4884,4163,223,20080,20080,20080,20080,20080
21/6/2004,20233,7289,5999,462,20233,20233,20233,20233,20233
31/5/2004,18747,5575,5194,398,18747,18747,18747,18747,18747
22/5/2004,17170,3897,3384,384,17170,17170,17170,17170,17170
13/5/2004,19955,7250,5958,1064,19955,19955,19955,19955,19955
23/4/2004,20012,3606,2525,100,20012,20012,20012,20012,20012
14/4/2004,19943,3303,2949,193,19943,19943,19943,19943,19943
24/3/2004,19873,2774,2029,117,19873,19873,19873,19873,19873
15/3/2004,19907,2216,1924,150,19907,19907,19907,19907,19907
25/2/2004,19667,4573,3538,346,19667,19667,19667,19667,19667
16/2/2004,19775,3691,3212,192,19775,19775,19775,19775,19775
26/1/2004,19540,9095,7089,2066,19540,19540,19540,19540,19540
17/1/2004,16710,4029,3201,524,16710,16710,16710,16710,16710
5/12/2004,19162,2860,2326,115,19162,19162,19162,19162,19162
6/11/2004,17351,1126,1162,167,17351,17351,17351,17351,17351
7/10/2004,20467,3418,2570,149,20467,20467,20467,20467,20467
10/7/2004,18031,2571,2389,136,18031,18031,18031,18031,18031
11/6/2004,20159,5192,4169,190,20159,20159,20159,20159,20159
20/6/2004,19300,3675,3067,216,19300,19300,19300,19300,19300
30/5/2004,16991,4035,3174,737,16991,16991,16991,16991,16991
21/5/2004,19988,7026,5750,875,19988,19988,19988,19988,19988
12/5/2004,19783,5317,4272,472,19783,19783,19783,19783,19783
22/4/2004,19967,2448,1825,78,19967,19967,19967,19967,19967
13/4/2004,19930,5888,4557,399,19930,19930,19930,19930,19930
23/3/2004,19770,1739,1343,130,19770,19770,19770,19770,19770
14/3/2004,18896,4013,3408,126,18896,18896,18896,18896,18896
24/2/2004,19504,5933,4510,273,19504,19504,19504,19504,19504
15/2/2004,18508,3819,3224,255,18508,18508,18508,18508,18508
25/1/2004,18465,5841,4587,1078,18465,18465,18465,18465,18465
16/1/2004,19593,4938,3801,307,19593,19593,19593,19593,19593
4/12/2004,17160,1372,1196,133,17160,17160,17160,17160,17160
5/11/2004,20388,3469,3196,222,20388,20388,20388,20388,20388
6/10/2004,20134,2058,1644,191,20134,20134,20134,20134,20134
10/6/2004,20084,6688,5660,428,20084,20084,20084,20084,20084
11/5/2004,19605,4378,3202,356,19605,19605,19605,19605,19605
20/5/2004,19964,3117,2498,141,19964,19964,19964,19964,19964
30/4/2004,19985,4444,3266,112,19985,19985,19985,19985,19985
21/4/2004,19852,2987,2169,172,19852,19852,19852,19852,19852
12/4/2004,19993,5305,4044,116,19993,19993,19993,19993,19993
31/3/2004,19867,4010,3082,271,19867,19867,19867,19867,19867
22/3/2004,19907,2605,2067,110,19907,19907,19907,19907,19907
13/3/2004,17271,1896,1677,66,17271,17271,17271,17271,17271
23/2/2004,19803,4966,3956,327,19803,19803,19803,19803,19803
14/2/2004,17008,4035,3482,383,17008,17008,17008,17008,17008
24/1/2004,16849,3197,2273,233,16849,16849,16849,16849,16849
15/1/2004,19555,4660,3567,482,19555,19555,19555,19555,19555
3/12/2004,20147,2476,2033,137,20147,20147,20147,20147,20147
4/11/2004,20358,4785,3892,257,20358,20358,20358,20358,20358
5/10/2004,20075,1916,1643,283,20075,20075,20075,20075,20075
10/5/2004,19937,4067,3023,398,19937,19937,19937,19937,19937
20/4/2004,19685,2687,1907,138,19685,19685,19685,19685,19685
11/4/2004,18885,2568,2031,82,18885,18885,18885,18885,18885
30/3/2004,19764,2422,1665,159,19764,19764,19764,19764,19764
21/3/2004,18908,3496,2950,75,18908,18908,18908,18908,18908
12/3/2004,19949,3830,3353,127,19949,19949,19949,19949,19949
22/2/2004,18805,3703,3071,196,18805,18805,18805,18805,18805
13/2/2004,19835,3876,3188,128,19835,19835,19835,19835,19835
23/1/2004,19592,4859,3553,511,19592,19592,19592,19592,19592
14/1/2004,19261,4368,3236,594,19261,19261,19261,19261,19261
2/12/2004,20120,2694,1971,199,20120,20120,20120,20120,20120
3/11/2004,20029,2740,2152,306,20029,20029,20029,20029,20029
4/10/2004,20403,4563,3960,482,20403,20403,20403,20403,20403
10/4/2004,17196,1762,1328,103,17196,17196,17196,17196,17196
20/3/2004,17286,3031,2563,93,17286,17286,17286,17286,17286
11/3/2004,19923,3423,2862,150,19923,19923,19923,19923,19923
21/2/2004,17174,2816,2447,162,17174,17174,17174,17174,17174
12/2/2004,19756,4895,4019,265,19756,19756,19756,19756,19756
31/1/2004,16697,2721,2105,212,16697,16697,16697,16697,16697
22/1/2004,19548,2812,2061,153,19548,19548,19548,19548,19548
13/1/2004,19242,2025,1586,255,19242,19242,19242,19242,19242
1/12/2004,19810,4866,4070,485,19810,19810,19810,19810,19810
2/11/2004,20008,3339,2566,370,20008,20008,20008,20008,20008
3/10/2004,19427,2525,2360,135,19427,19427,19427,19427,19427
10/3/2004,19858,2561,1782,155,19858,19858,19858,19858,19858
20/2/2004,19859,4144,3317,202,19859,19859,19859,19859,19859
11/2/2004,19405,3412,2272,218,19405,19405,19405,19405,19405
30/1/2004,19586,4056,3050,318,19586,19586,19586,19586,19586
21/1/2004,19255,2482,1896,209,19255,19255,19255,19255,19255
12/1/2004,19575,3370,2744,365,19575,19575,19575,19575,19575
1/11/2004,20346,4435,3689,515,20346,20346,20346,20346,20346
2/10/2004,17147,1801,1582,172,17147,17147,17147,17147,17147
10/2/2004,19254,3792,2753,325,19254,19254,19254,19254,19254
20/1/2004,19246,1900,1434,169,19246,19246,19246,19246,19246
11/1/2004,18514,2853,2401,289,18514,18514,18514,18514,18514
1/10/2004,20402,3575,2906,182,20402,20402,20402,20402,20402
10/1/2004,16761,2637,2390,215,16761,16761,16761,16761,16761
29/12/2004,20296,6065,5785,295,20296,20296,20296,20296,20296
28/12/2004,20306,7654,7382,559,20306,20306,20306,20306,20306
19/12/2004,19502,6696,5739,509,19502,19502,19502,19502,19502
29/11/2004,20433,5752,4832,110,20433,20433,20433,20433,20433
27/12/2004,20333,9124,8861,805,20333,20333,20333,20333,20333
18/12/2004,17730,3874,3545,386,17730,17730,17730,17730,17730
28/11/2004,19931,6262,5116,117,19931,19931,19931,19931,19931
19/11/2004,20381,4655,4253,221,20381,20381,20381,20381,20381
29/10/2004,20456,5179,3998,192,20456,20456,20456,20456,20456
26/12/2004,19685,8414,7934,1364,19685,19685,19685,19685,19685
17/12/2004,20448,3877,3400,160,20448,20448,20448,20448,20448
27/11/2004,17803,4371,3527,134,17803,17803,17803,17803,17803
18/11/2004,20310,2944,2425,246,20310,20310,20310,20310,20310
28/10/2004,20447,5227,4166,364,20447,20447,20447,20447,20447
19/10/2004,20100,6554,5188,524,20100,20100,20100,20100,20100
16/12/2004,20280,3916,3187,198,20280,20280,20280,20280,20280
25/12/2004,17219,5961,5854,1548,17219,17219,17219,17219,17219
26/11/2004,16981,1192,1165,73,16981,16981,16981,16981,16981
17/11/2004,19995,3175,2374,272,19995,19995,19995,19995,19995
27/10/2004,20127,3827,2975,255,20127,20127,20127,20127,20127
18/10/2004,20457,5826,4582,363,20457,20457,20457,20457,20457
15/12/2004,19942,2874,2353,260,19942,19942,19942,19942,19942
24/12/2004,18589,8419,8365,1496,18589,18589,18589,18589,18589
25/11/2004,15252,2690,2396,162,15252,15252,15252,15252,15252
16/11/2004,19963,2342,1740,264,19963,19963,19963,19963,19963
26/10/2004,20094,2484,1782,250,20094,20094,20094,20094,20094
17/10/2004,19481,3698,3321,129,19481,19481,19481,19481,19481
14/12/2004,19723,2365,1878,234,19723,19723,19723,19723,19723
23/12/2004,20466,12805,11846,2222,20466,20466,20466,20466,20466
15/11/2004,20285,2670,2057,208,20285,20285,20285,20285,20285
24/11/2004,20419,9277,7705,519,20419,20419,20419,20419,20419
25/10/2004,20456,3438,2813,298,20456,20456,20456,20456,20456
16/10/2004,17226,1978,1701,121,17226,17226,17226,17226,17226
13/12/2004,20080,3678,3050,337,20080,20080,20080,20080,20080
31/12/2004,18111,3008,2983,180,18111,18111,18111,18111,18111
22/12/2004,20395,10418,9154,1269,20395,20395,20395,20395,20395
14/11/2004,19335,3249,2859,144,19335,19335,19335,19335,19335
23/11/2004,20370,7398,6193,442,20370,20370,20370,20370,20370
24/10/2004,19484,3738,3249,122,19484,19484,19484,19484,19484
15/10/2004,20473,4750,3816,125,20473,20473,20473,20473,20473
12/12/2004,19151,3499,2925,340,19151,19151,19151,19151,19151
30/12/2004,20346,6408,5990,375,20346,20346,20346,20346,20346
21/12/2004,20401,4983,4395,184,20401,20401,20401,20401,20401
13/11/2004,17369,2341,2128,191,17369,17369,17369,17369,17369
22/11/2004,20041,6782,6003,513,20041,20041,20041,20041,20041
14/10/2004,20451,3758,2847,132,20451,20451,20451,20451,20451
23/10/2004,17223,2977,2242,199,17223,17223,17223,17223,17223
11/12/2004,17146,2843,2304,277,17146,17146,17146,17146,17146
20/12/2004,20401,7103,6337,618,20401,20401,20401,20401,20401
12/11/2004,20348,4920,4181,334,20348,20348,20348,20348,20348
30/11/2004,20209,5695,4717,203,20209,20209,20209,20209,20209
21/11/2004,19329,4517,3989,213,19329,19329,19329,19329,19329
13/10/2004,20128,2280,1648,141,20128,20128,20128,20128,20128
31/10/2004,19366,3234,2547,272,19366,19366,19366,19366,19366
22/10/2004,20475,5277,3910,169,20475,20475,20475,20475,20475
10/12/2004,20136,7164,5981,576,20136,20136,20136,20136,20136
11/11/2004,20328,4271,3678,342,20328,20328,20328,20328,20328
20/11/2004,17393,2834,2397,111,17393,17393,17393,17393,17393
12/10/2004,20102,1994,1636,131,20102,20102,20102,20102,20102
30/10/2004,17184,3056,2485,286,17184,17184,17184,17184,17184
21/10/2004,20470,5562,4253,208,20470,20470,20470,20470,20470
10/11/2004,20014,2022,1648,129,20014,20014,20014,20014,20014
11/10/2004,20450,1956,1719,80,20450,20450,20450,20450,20450
20/10/2004,20133,5302,4307,411,20133,20133,20133,20133,20133
10/10/2004,19490,1851,1673,76,19490,19490,19490,19490,19490
9/9/2005,19938,3047,2532,189,19938,19938,19938,19938,19938
8/9/2005,19968,2586,2009,256,19968,19968,19968,19968,19968
9/8/2005,20900,6931,6211,603,20900,20900,20900,20900,20900
7/9/2005,19629,1893,1545,279,19629,19629,19629,19629,19629
8/8/2005,21006,8416,7194,696,21006,21006,21006,21006,21006
9/7/2005,18646,4283,3963,377,18646,18646,18646,18646,18646
6/9/2005,20051,2764,2434,288,20051,20051,20051,20051,20051
7/8/2005,20111,5943,5282,343,20111,20111,20111,20111,20111
8/7/2005,20948,5537,5053,471,20948,20948,20948,20948,20948
9/6/2005,20763,5963,4847,405,20763,20763,20763,20763,20763
5/9/2005,19358,2001,1920,262,19358,19358,19358,19358,19358
6/8/2005,18744,3480,3236,199,18744,18744,18744,18744,18744
7/7/2005,20931,6247,5334,589,20931,20931,20931,20931,20931
8/6/2005,20417,4907,4014,345,20417,20417,20417,20417,20417
9/5/2005,20515,2647,2253,202,20515,20515,20515,20515,20515
4/9/2005,16280,1403,1380,317,16280,16280,16280,16280,16280
5/8/2005,21041,6951,6065,481,21041,21041,21041,21041,21041
6/7/2005,20887,4366,4046,484,20887,20887,20887,20887,20887
7/6/2005,20332,5061,4108,441,20332,20332,20332,20332,20332
8/5/2005,19615,3668,2960,244,19615,19615,19615,19615,19615
9/4/2005,17656,1274,1282,109,17656,17656,17656,17656,17656
3/9/2005,16967,1889,1718,313,16967,16967,16967,16967,16967
4/8/2005,21022,6359,5361,330,21022,21022,21022,21022,21022
5/7/2005,20884,6372,5423,433,20884,20884,20884,20884,20884
6/6/2005,20549,6733,5777,1071,20549,20549,20549,20549,20549
7/5/2005,17760,1390,1242,105,17760,17760,17760,17760,17760
8/4/2005,20519,3788,3124,235,20519,20519,20519,20519,20519
9/3/2005,20396,5208,4642,566,20396,20396,20396,20396,20396
2/9/2005,20436,3668,3403,443,20436,20436,20436,20436,20436
3/8/2005,20977,3910,3277,252,20977,20977,20977,20977,20977
4/7/2005,19487,2870,2517,183,19487,19487,19487,19487,19487
5/6/2005,19605,5491,4756,281,19605,19605,19605,19605,19605
6/5/2005,20620,3014,2687,146,20620,20620,20620,20620,20620
7/4/2005,20491,3971,3178,298,20491,20491,20491,20491,20491
8/3/2005,20142,5905,4896,1499,20142,20142,20142,20142,20142
9/2/2005,19691,3789,2772,357,19691,19691,19691,19691,19691
1/9/2005,20380,3279,2867,489,20380,20380,20380,20380,20380
2/8/2005,20896,3969,3231,262,20896,20896,20896,20896,20896
3/7/2005,17289,2275,2121,183,17289,17289,17289,17289,17289
4/6/2005,17768,2957,2658,160,17768,17768,17768,17768,17768
5/5/2005,20610,3889,3115,236,20610,20610,20610,20610,20610
6/4/2005,20342,2402,2042,277,20342,20342,20342,20342,20342
7/3/2005,20440,3807,3045,255,20440,20440,20440,20440,20440
8/2/2005,19663,2837,2369,345,19663,19663,19663,19663,19663
9/1/2005,18935,4480,3796,302,18935,18935,18935,18935,18935
1/8/2005,21013,4469,4088,242,21013,21013,21013,21013,21013
2/7/2005,18435,3891,3869,180,18435,18435,18435,18435,18435
3/6/2005,20562,5455,4638,318,20562,20562,20562,20562,20562
4/5/2005,20454,2376,1889,137,20454,20454,20454,20454,20454
5/4/2005,20140,2510,1895,217,20140,20140,20140,20140,20140
6/3/2005,19425,2616,2388,124,19425,19425,19425,19425,19425
7/2/2005,19972,3291,2657,316,19972,19972,19972,19972,19972
8/1/2005,16983,4789,3882,406,16983,16983,16983,16983,16983
1/7/2005,20931,8939,8095,473,20931,20931,20931,20931,20931
2/6/2005,20539,3827,3223,280,20539,20539,20539,20539,20539
3/5/2005,20219,1746,1453,157,20219,20219,20219,20219,20219
4/4/2005,20459,2631,2463,202,20459,20459,20459,20459,20459
5/3/2005,17643,1943,1760,118,17643,17643,17643,17643,17643
6/2/2005,18887,1668,1480,122,18887,18887,18887,18887,18887
7/1/2005,19996,5648,4693,484,19996,19996,19996,19996,19996
1/6/2005,20410,4004,3539,267,20410,20410,20410,20410,20410
2/5/2005,20561,2235,1915,144,20561,20561,20561,20561,20561
3/4/2005,19502,5429,5293,505,19502,19502,19502,19502,19502
4/3/2005,20468,3327,2907,153,20468,20468,20468,20468,20468
5/2/2005,17082,1673,1564,230,17082,17082,17082,17082,17082
6/1/2005,19945,8048,6966,886,19945,19945,19945,19945,19945
1/5/2005,19662,2676,2393,111,19662,19662,19662,19662,19662
2/4/2005,17669,5488,4906,586,17669,17669,17669,17669,17669
3/3/2005,20415,2670,2305,136,20415,20415,20415,20415,20415
4/2/2005,19927,3301,2794,161,19927,19927,19927,19927,19927
5/1/2005,19802,8676,7248,1473,19802,19802,19802,19802,19802
29/9/2005,19836,4078,3568,291,19836,19836,19836,19836,19836
1/4/2005,20553,4940,4403,429,20553,20553,20553,20553,20553
2/3/2005,20217,3952,3060,265,20217,20217,20217,20217,20217
3/2/2005,19855,3864,2978,287,19855,19855,19855,19855,19855
4/1/2005,19855,6588,5939,589,19855,19855,19855,19855,19855
19/9/2005,19816,4136,3560,321,19816,19816,19816,19816,19816
28/9/2005,19453,3147,2404,234,19453,19453,19453,19453,19453
29/8/2005,20535,4766,3892,1023,20535,20535,20535,20535,20535
1/3/2005,19993,5971,4957,865,19993,19993,19993,19993,19993
2/2/2005,19519,3914,3008,477,19519,19519,19519,19519,19519
3/1/2005,20396,8209,7224,330,20396,20396,20396,20396,20396
18/9/2005,18809,2286,2140,119,18809,18809,18809,18809,18809
27/9/2005,19429,2117,1731,296,19429,19429,19429,19429,19429
19/8/2005,20937,5842,5246,485,20937,20937,20937,20937,20937
28/8/2005,19605,2911,2861,350,19605,19605,19605,19605,19605
29/7/2005,20945,4998,4309,238,20945,20945,20945,20945,20945
1/2/2005,19533,2432,1908,364,19533,19533,19533,19533,19533
2/1/2005,19745,6652,5983,184,19745,19745,19745,19745,19745
17/9/2005,16419,1508,1357,64,16419,16419,16419,16419,16419
26/9/2005,19804,3821,3316,290,19804,19804,19804,19804,19804
18/8/2005,20941,6038,5199,523,20941,20941,20941,20941,20941
27/8/2005,18050,1952,1908,199,18050,18050,18050,18050,18050
19/7/2005,20810,6355,5568,573,20810,20810,20810,20810,20810
28/7/2005,20925,5211,4839,373,20925,20925,20925,20925,20925
29/6/2005,20852,6973,6002,855,20852,20852,20852,20852,20852
1/1/2005,17305,2910,2925,212,17305,17305,17305,17305,17305
16/9/2005,19858,5405,4564,242,19858,19858,19858,19858,19858
25/9/2005,18821,3935,3386,735,18821,18821,18821,18821,18821
17/8/2005,20890,4335,3748,342,20890,20890,20890,20890,20890
26/8/2005,20605,3867,3480,520,20605,20605,20605,20605,20605
18/7/2005,20937,7286,6462,665,20937,20937,20937,20937,20937
27/7/2005,20877,6507,5756,774,20877,20877,20877,20877,20877
19/6/2005,19950,2947,2760,134,19950,19950,19950,19950,19950
28/6/2005,20844,7016,5921,449,20844,20844,20844,20844,20844
29/5/2005,17399,1979,1676,120,17399,17399,17399,17399,17399
15/9/2005,19837,6138,4799,461,19837,19837,19837,19837,19837
24/9/2005,16425,2797,2564,1296,16425,16425,16425,16425,16425
16/8/2005,20643,6969,5909,599,20643,20643,20643,20643,20643
25/8/2005,20569,4093,3564,550,20569,20569,20569,20569,20569
17/7/2005,20037,7761,6903,500,20037,20037,20037,20037,20037
26/7/2005,20801,5708,4857,529,20801,20801,20801,20801,20801
18/6/2005,18625,2346,2350,156,18625,18625,18625,18625,18625
27/6/2005,20889,6460,5685,343,20889,20889,20889,20889,20889
19/5/2005,20488,5622,4519,375,20488,20488,20488,20488,20488
28/5/2005,17537,2522,2228,93,17537,17537,17537,17537,17537
29/4/2005,20486,2633,2109,111,20486,20486,20486,20486,20486
14/9/2005,19478,3816,2882,333,19478,19478,19478,19478,19478
23/9/2005,19877,5188,4604,1600,19877,19877,19877,19877,19877
15/8/2005,20952,6226,5729,591,20952,20952,20952,20952,20952
24/8/2005,20271,3202,2892,268,20271,20271,20271,20271,20271
16/7/2005,18655,6517,5952,409,18655,18655,18655,18655,18655
25/7/2005,20922,7925,6779,671,20922,20922,20922,20922,20922
17/6/2005,20883,4012,3846,192,20883,20883,20883,20883,20883
26/6/2005,19986,4593,4319,160,19986,19986,19986,19986,19986
18/5/2005,20334,3187,2525,212,20334,20334,20334,20334,20334
27/5/2005,20499,3158,2749,80,20499,20499,20499,20499,20499
28/4/2005,20456,3721,2697,112,20456,20456,20456,20456,20456
19/4/2005,20126,1365,1176,174,20126,20126,20126,20126,20126
29/3/2005,20388,3522,3316,301,20388,20388,20388,20388,20388
22/9/2005,19847,6398,5524,660,19847,19847,19847,19847,19847
13/9/2005,19448,2806,2080,250,19448,19448,19448,19448,19448
14/8/2005,20071,6896,5897,831,20071,20071,20071,20071,20071
23/8/2005,20262,3769,3159,348,20262,20262,20262,20262,20262
15/7/2005,20959,8829,7515,661,20959,20959,20959,20959,20959
24/7/2005,20030,3733,3583,228,20030,20030,20030,20030,20030
16/6/2005,20832,4956,4130,259,20832,20832,20832,20832,20832
25/6/2005,18639,2772,2707,186,18639,18639,18639,18639,18639
17/5/2005,20146,1614,1445,177,20146,20146,20146,20146,20146
26/5/2005,20491,4223,3795,109,20491,20491,20491,20491,20491
18/4/2005,20462,1533,1437,140,20462,20462,20462,20462,20462
27/4/2005,20310,3178,2438,191,20310,20310,20310,20310,20310
28/3/2005,20456,7218,6520,552,20456,20456,20456,20456,20456
19/3/2005,17687,3486,3304,111,17687,17687,17687,17687,17687
9/12/2005,19225,9370,8446,1340,19225,19225,19225,19225,19225
21/9/2005,19461,2957,2487,282,19461,19461,19461,19461,19461
12/9/2005,19838,2229,1837,206,19838,19838,19838,19838,19838
30/9/2005,19836,2493,2411,125,19836,19836,19836,19836,19836
13/8/2005,18733,4484,3910,221,18733,18733,18733,18733,18733
31/8/2005,20170,3706,3325,665,20170,20170,20170,20170,20170
22/8/2005,20647,3676,3280,225,20647,20647,20647,20647,20647
14/7/2005,20929,8614,7275,671,20929,20929,20929,20929,20929
23/7/2005,18645,3377,3174,187,18645,18645,18645,18645,18645
15/6/2005,20810,3235,2927,187,20810,20810,20810,20810,20810
24/6/2005,20899,3820,3608,192,20899,20899,20899,20899,20899
16/5/2005,20499,2060,1836,139,20499,20499,20499,20499,20499
25/5/2005,20366,5103,4474,334,20366,20366,20366,20366,20366
17/4/2005,19525,1727,1653,95,19525,19525,19525,19525,19525
26/4/2005,20108,2882,2226,202,20108,20108,20108,20108,20108
18/3/2005,20542,4977,4362,259,20542,20542,20542,20542,20542
27/3/2005,19356,4902,4317,535,19356,19356,19356,19356,19356
28/2/2005,20262,6602,5332,1163,20262,20262,20262,20262,20262
19/2/2005,17406,3595,3194,161,17406,17406,17406,17406,17406
29/1/2005,16931,5060,4679,2514,16931,16931,16931,16931,16931
8/12/2005,19187,7196,5871,1207,19187,19187,19187,19187,19187
9/11/2005,19505,4303,3298,144,19505,19505,19505,19505,19505
20/9/2005,19435,3247,2820,538,19435,19435,19435,19435,19435
11/9/2005,18777,2353,2100,160,18777,18777,18777,18777,18777
12/8/2005,21037,5366,4631,272,21037,21037,21037,21037,21037
30/8/2005,20227,3637,3111,832,20227,20227,20227,20227,20227
21/8/2005,19735,3970,3830,190,19735,19735,19735,19735,19735
13/7/2005,20876,7944,6633,830,20876,20876,20876,20876,20876
31/7/2005,20009,4398,4151,247,20009,20009,20009,20009,20009
22/7/2005,20962,5296,4757,337,20962,20962,20962,20962,20962
14/6/2005,20719,4611,4000,381,20719,20719,20719,20719,20719
23/6/2005,20872,4082,3837,221,20872,20872,20872,20872,20872
15/5/2005,19592,3240,3019,122,19592,19592,19592,19592,19592
24/5/2005,20088,3097,2506,195,20088,20088,20088,20088,20088
16/4/2005,17654,1186,1189,83,17654,17654,17654,17654,17654
25/4/2005,20453,3233,2623,201,20453,20453,20453,20453,20453
17/3/2005,20512,6266,5193,218,20512,20512,20512,20512,20512
26/3/2005,17543,4472,4039,180,17543,17543,17543,17543,17543
27/2/2005,19304,4694,4282,263,19304,19304,19304,19304,19304
18/2/2005,20375,6090,5392,166,20375,20375,20375,20375,20375
28/1/2005,19835,3723,3224,496,19835,19835,19835,19835,19835
19/1/2005,19483,5860,4524,647,19483,19483,19483,19483,19483
7/12/2005,18451,4519,3498,730,18451,18451,18451,18451,18451
8/11/2005,19145,1917,1522,166,19145,19145,19145,19145,19145
9/10/2005,18924,4002,3739,120,18924,18924,18924,18924,18924
10/9/2005,16742,1416,1307,193,16742,16742,16742,16742,16742
20/8/2005,18313,4115,3798,309,18313,18313,18313,18313,18313
11/8/2005,21022,5505,4646,309,21022,21022,21022,21022,21022
12/7/2005,20800,4870,4009,282,20800,20800,20800,20800,20800
30/7/2005,18634,3706,3573,211,18634,18634,18634,18634,18634
21/7/2005,20930,6740,5568,421,20930,20930,20930,20930,20930
13/6/2005,20810,4483,3615,249,20810,20810,20810,20810,20810
22/6/2005,20828,4626,3888,357,20828,20828,20828,20828,20828
14/5/2005,17754,2104,1916,163,17754,17754,17754,17754,17754
23/5/2005,20446,3039,2572,157,20446,20446,20446,20446,20446
15/4/2005,20521,2469,2120,119,20521,20521,20521,20521,20521
24/4/2005,19526,3650,3144,142,19526,19526,19526,19526,19526
16/3/2005,20401,5105,4222,294,20401,20401,20401,20401,20401
25/3/2005,20480,6073,5431,254,20480,20480,20480,20480,20480
26/2/2005,17542,2251,2195,102,17542,17542,17542,17542,17542
17/2/2005,20299,4507,3636,126,20299,20299,20299,20299,20299
27/1/2005,19764,3639,2983,235,19764,19764,19764,19764,19764
18/1/2005,19484,3184,2549,345,19484,19484,19484,19484,19484
6/12/2005,18401,4198,2977,396,18401,18401,18401,18401,18401
