fecha,vuelos_totales,atrasos_totales_arribo,tiempo_atrasado_porcentaje_arribo,atrasos_totales_salida,tiempo_atrasado_porcentaje_salida,vuelos_cancelados,vuelos_cancelados_porcentaje,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
13/3/2001,17586,4724,0.268623,4040,0.229728,618,0.0351416,0,0,0,0,0
31/3/2001,15278,2610,0.170834,2476,0.162063,335,0.021927,0,0,0,0,0
23/2/2001,17572,6400,0.364216,5260,0.29934,583,0.0331778,0,0,0,0,0
14/2/2001,17462,6499,0.37218,5360,0.306952,971,0.0556065,0,0,0,0,0
24/1/2001,17521,2859,0.163176,2371,0.135323,388,0.0221449,0,0,0,0,0
15/1/2001,17510,4127,0.235694,3469,0.198115,664,0.0379212,0,0,0,0,0
3/12/2001,14381,1424,0.0990195,1029,0.0715527,106,0.00737084,0,0,0,0,0
4/11/2001,13756,1565,0.113769,1566,0.113841,66,0.00479791,0,0,0,0,0
5/10/2001,14701,2891,0.196653,2335,0.158833,191,0.0129923,0,0,0,0,0
10/5/2001,17621,2893,0.164179,2205,0.125135,241,0.0136769,0,0,0,0,0
20/4/2001,17605,3494,0.198466,2965,0.168418,241,0.0136893,0,0,0,0,0
11/4/2001,17572,6557,0.37315,5494,0.312656,1550,0.0882085,0,0,0,0,0
21/3/2001,17592,4649,0.264268,4100,0.23306,756,0.0429741,0,0,0,0,0
12/3/2001,17599,4994,0.283766,4160,0.236377,606,0.0344338,0,0,0,0,0
30/3/2001,17610,4783,0.271607,4248,0.241227,667,0.0378762,0,0,0,0,0
22/2/2001,17551,6677,0.380434,5339,0.304199,872,0.0496838,0,0,0,0,0
13/2/2001,17453,5562,0.318684,4167,0.238756,787,0.0450925,0,0,0,0,0
14/1/2001,16828,3115,0.185108,2668,0.158545,509,0.0302472,0,0,0,0,0
23/1/2001,17516,2060,0.117607,1878,0.107216,472,0.0269468,0,0,0,0,0
2/12/2001,13698,2546,0.185867,2148,0.156811,239,0.0174478,0,0,0,0,0
3/11/2001,12792,1100,0.0859912,1107,0.0865385,115,0.00898999,0,0,0,0,0
4/10/2001,14748,1362,0.0923515,1459,0.0989287,159,0.0107811,0,0,0,0,0
10/4/2001,17573,4387,0.249644,3299,0.187731,599,0.0340864,0,0,0,0,0
20/3/2001,17587,3824,0.217433,3397,0.193154,664,0.0377552,0,0,0,0,0
11/3/2001,16772,4265,0.254293,3661,0.21828,254,0.0151443,0,0,0,0,0
12/2/2001,17472,4589,0.262649,3388,0.19391,548,0.0313645,0,0,0,0,0
21/2/2001,17540,3715,0.211802,2891,0.164823,409,0.0233181,0,0,0,0,0
13/1/2001,15332,2197,0.143295,1878,0.122489,312,0.0203496,0,0,0,0,0
31/1/2001,17483,2703,0.154607,2123,0.121432,490,0.0280272,0,0,0,0,0
22/1/2001,17534,2262,0.129007,1991,0.113551,428,0.0244097,0,0,0,0,0
1/12/2001,12632,1367,0.108217,1293,0.102359,217,0.0171786,0,0,0,0,0
2/11/2001,14312,1234,0.0862214,1205,0.0841951,80,0.00558971,0,0,0,0,0
3/10/2001,14703,1187,0.0807318,1240,0.0843365,306,0.0208121,0,0,0,0,0
10/3/2001,15431,2661,0.172445,2546,0.164993,286,0.0185341,0,0,0,0,0
11/2/2001,16641,2991,0.179737,2476,0.148789,374,0.0224746,0,0,0,0,0
20/2/2001,17530,3530,0.201369,2981,0.170051,490,0.0279521,0,0,0,0,0
12/1/2001,17526,5504,0.314048,4931,0.281353,633,0.0361178,0,0,0,0,0
30/1/2001,17483,4003,0.228965,3293,0.188354,830,0.0474747,0,0,0,0,0
21/1/2001,16690,4401,0.263691,4340,0.260036,1217,0.0729179,0,0,0,0,0
1/11/2001,14196,1676,0.118061,1539,0.108411,96,0.00676247,0,0,0,0,0
2/10/2001,14782,1039,0.0702882,1142,0.0772561,367,0.0248275,0,0,0,0,0
10/2/2001,15299,2853,0.186483,2497,0.163213,464,0.0303288,0,0,0,0,0
11/1/2001,17499,4649,0.265672,3923,0.224184,712,0.040688,0,0,0,0,0
20/1/2001,15289,3720,0.243312,3012,0.197004,862,0.0563804,0,0,0,0,0
1/10/2001,14823,1414,0.0953923,1574,0.106186,451,0.0304257,0,0,0,0,0
10/1/2001,17483,4723,0.270148,3968,0.226963,709,0.0405537,0,0,0,0,0
29/12/2001,12821,2699,0.210514,2613,0.203806,41,0.00319788,0,0,0,0,0
28/12/2001,14547,3638,0.250086,3378,0.232213,203,0.0139548,0,0,0,0,0
19/12/2001,14649,2961,0.20213,2800,0.191139,131,0.00894259,0,0,0,0,0
29/11/2001,14486,3925,0.270951,2792,0.192738,273,0.0188458,0,0,0,0,0
18/12/2001,14607,2460,0.168412,2216,0.151708,255,0.0174574,0,0,0,0,0
27/12/2001,14622,4081,0.2791,4098,0.280263,193,0.0131993,0,0,0,0,0
19/11/2001,14479,1985,0.137095,1656,0.114373,199,0.013744,0,0,0,0,0
28/11/2001,14462,3539,0.24471,2496,0.17259,624,0.0431476,0,0,0,0,0
29/10/2001,14676,1319,0.0898746,1392,0.0948487,243,0.0165576,0,0,0,0,0
17/12/2001,14602,2636,0.180523,2075,0.142104,228,0.0156143,0,0,0,0,0
26/12/2001,14596,4074,0.279118,4117,0.282064,177,0.0121266,0,0,0,0,0
27/11/2001,14476,3025,0.208967,2360,0.163028,110,0.00759878,0,0,0,0,0
18/11/2001,13801,1817,0.131657,1764,0.127817,142,0.0102891,0,0,0,0,0
19/10/2001,14573,1852,0.127084,2049,0.140602,58,0.00397996,0,0,0,0,0
28/10/2001,13790,1381,0.100145,1578,0.114431,40,0.00290065,0,0,0,0,0
16/12/2001,13804,3737,0.270719,2925,0.211895,211,0.0152854,0,0,0,0,0
25/12/2001,12310,1597,0.129732,1577,0.128107,269,0.0218522,0,0,0,0,0
26/11/2001,14496,3589,0.247586,3159,0.217922,101,0.00696744,0,0,0,0,0
17/11/2001,12815,2312,0.180414,2479,0.193445,268,0.020913,0,0,0,0,0
18/10/2001,14580,1760,0.120713,1825,0.125171,93,0.0063786,0,0,0,0,0
27/10/2001,12784,1044,0.0816646,1146,0.0896433,115,0.00899562,0,0,0,0,0
15/12/2001,12751,2075,0.162732,1789,0.140303,157,0.0123128,0,0,0,0,0
24/12/2001,11935,1111,0.0930876,1206,0.101047,71,0.00594889,0,0,0,0,0
25/11/2001,13928,3140,0.225445,2490,0.178777,64,0.00459506,0,0,0,0,0
16/11/2001,14478,3442,0.23774,3240,0.223788,507,0.0350186,0,0,0,0,0
17/10/2001,14550,1424,0.0978694,1494,0.10268,111,0.00762887,0,0,0,0,0
26/10/2001,14586,2306,0.158097,2224,0.152475,116,0.00795283,0,0,0,0,0
14/12/2001,14426,4183,0.289963,3285,0.227714,184,0.0127547,0,0,0,0,0
23/12/2001,13295,3221,0.242272,3075,0.23129,41,0.00308387,0,0,0,0,0
24/11/2001,12633,3262,0.258213,2749,0.217605,65,0.00514525,0,0,0,0,0
15/11/2001,14482,2456,0.16959,1944,0.134236,118,0.00814805,0,0,0,0,0
16/10/2001,14558,2105,0.144594,1794,0.123231,145,0.00996016,0,0,0,0,0
25/10/2001,14523,3354,0.230944,2835,0.195208,229,0.0157681,0,0,0,0,0
13/12/2001,14417,4248,0.294652,3107,0.215509,216,0.0149823,0,0,0,0,0
31/12/2001,13014,1595,0.12256,1616,0.124174,75,0.00576302,0,0,0,0,0
22/12/2001,12972,3857,0.297333,3886,0.299568,23,0.00177305,0,0,0,0,0
23/11/2001,11098,646,0.0582087,567,0.0510903,50,0.00450532,0,0,0,0,0
14/11/2001,14443,1588,0.109949,1117,0.0773385,65,0.00450045,0,0,0,0,0
15/10/2001,14560,2027,0.139217,2093,0.14375,127,0.00872253,0,0,0,0,0
24/10/2001,14478,3850,0.265921,3089,0.213358,424,0.0292858,0,0,0,0,0
12/12/2001,14360,3320,0.231198,2290,0.159471,219,0.0152507,0,0,0,0,0
30/12/2001,13319,2731,0.205045,2703,0.202943,76,0.00570613,0,0,0,0,0
21/12/2001,14689,3616,0.246171,3689,0.25114,22,0.00149772,0,0,0,0,0
22/11/2001,11001,750,0.0681756,726,0.065994,34,0.00309063,0,0,0,0,0
13/11/2001,14455,1422,0.0983743,1195,0.0826704,125,0.00864753,0,0,0,0,0
14/10/2001,14014,3502,0.249893,3817,0.27237,163,0.0116312,0,0,0,0,0
23/10/2001,14510,1840,0.126809,1460,0.10062,168,0.0115782,0,0,0,0,0
11/12/2001,14354,2012,0.14017,1399,0.0974641,139,0.00968371,0,0,0,0,0
20/12/2001,14669,4063,0.276979,4010,0.273366,87,0.00593087,0,0,0,0,0
21/11/2001,14489,1452,0.100214,1308,0.0902754,38,0.00262268,0,0,0,0,0
12/11/2001,14459,2700,0.186735,2551,0.17643,557,0.0385227,0,0,0,0,0
30/11/2001,14474,2272,0.156971,1724,0.11911,178,0.0122979,0,0,0,0,0
13/10/2001,12991,3646,0.280656,3267,0.251482,354,0.0272496,0,0,0,0,0
31/10/2001,14283,1073,0.0751243,983,0.0688231,321,0.0224743,0,0,0,0,0
22/10/2001,14521,2080,0.143241,1996,0.137456,86,0.00592246,0,0,0,0,0
10/12/2001,14397,1773,0.123151,1449,0.100646,145,0.0100715,0,0,0,0,0
20/11/2001,14487,1974,0.13626,1699,0.117278,83,0.00572927,0,0,0,0,0
11/11/2001,13773,1573,0.114209,1495,0.108546,62,0.00450156,0,0,0,0,0
12/10/2001,14597,4073,0.27903,3832,0.26252,314,0.0215113,0,0,0,0,0
30/10/2001,14563,1366,0.0937994,1260,0.0865206,290,0.0199135,0,0,0,0,0
21/10/2001,13950,2241,0.160645,2342,0.167885,61,0.00437276,0,0,0,0,0
10/11/2001,12796,879,0.0686933,897,0.0701,52,0.00406377,0,0,0,0,0
11/10/2001,14738,3995,0.271068,3560,0.241552,372,0.0252409,0,0,0,0,0
20/10/2001,12899,1276,0.0989224,1463,0.11342,93,0.00720986,0,0,0,0,0
10/10/2001,14702,2678,0.182152,2156,0.146647,363,0.0246905,0,0,0,0,0
9/9/2002,14867,1012,0.0680702,885,0.0595278,99,0.00665904,0,0,0,0,0
8/9/2002,14179,1544,0.108893,1227,0.0865364,60,0.00423161,0,0,0,0,0
9/8/2002,15460,1481,0.0957956,1493,0.0965718,60,0.00388098,0,0,0,0,0
7/9/2002,13058,934,0.071527,822,0.0629499,115,0.00880686,0,0,0,0,0
8/8/2002,15449,1572,0.101754,1464,0.0947634,109,0.00705547,0,0,0,0,0
9/7/2002,15456,3794,0.245471,2865,0.185365,232,0.0150104,0,0,0,0,0
6/9/2002,15051,1543,0.102518,1213,0.0805927,132,0.00877018,0,0,0,0,0
7/8/2002,15410,1543,0.10013,1357,0.0880597,117,0.00759247,0,0,0,0,0
8/7/2002,15494,3209,0.207112,2970,0.191687,125,0.00806764,0,0,0,0,0
9/6/2002,14698,2182,0.148456,1949,0.132603,95,0.00646346,0,0,0,0,0
5/9/2002,15024,1263,0.0840655,1056,0.0702875,147,0.00978435,0,0,0,0,0
6/8/2002,15402,1657,0.107583,1530,0.0993377,203,0.0131801,0,0,0,0,0
7/7/2002,14875,2382,0.160134,2368,0.159193,58,0.00389916,0,0,0,0,0
8/6/2002,13371,1051,0.0786029,1031,0.0771072,54,0.00403859,0,0,0,0,0
9/5/2002,15000,3806,0.253733,2867,0.191133,248,0.0165333,0,0,0,0,0
4/9/2002,15084,970,0.0643065,807,0.0535004,119,0.00788915,0,0,0,0,0
5/8/2002,15445,3197,0.206993,2695,0.17449,223,0.0144383,0,0,0,0,0
6/7/2002,13707,1428,0.10418,1380,0.100678,39,0.00284526,0,0,0,0,0
7/6/2002,15362,2453,0.15968,2111,0.137417,188,0.012238,0,0,0,0,0
8/5/2002,14961,2357,0.157543,1467,0.0980549,229,0.0153065,0,0,0,0,0
9/4/2002,14979,2023,0.135056,1506,0.100541,120,0.00801122,0,0,0,0,0
3/9/2002,15147,1506,0.0994256,1344,0.0887304,113,0.00746022,0,0,0,0,0
4/8/2002,14814,2440,0.164709,2285,0.154246,128,0.00864048,0,0,0,0,0
5/7/2002,13010,851,0.0654112,894,0.0687164,63,0.00484243,0,0,0,0,0
6/6/2002,15078,3560,0.236106,2862,0.189813,334,0.0221515,0,0,0,0,0
7/5/2002,14943,2464,0.164893,1675,0.112093,237,0.0158603,0,0,0,0,0
8/4/2002,15016,4272,0.284497,3652,0.243207,224,0.0149174,0,0,0,0,0
9/3/2002,12889,4406,0.341842,3790,0.294049,381,0.0295601,0,0,0,0,0
2/9/2002,14363,2460,0.171273,2142,0.149133,68,0.00473439,0,0,0,0,0
3/8/2002,13835,2623,0.189592,2452,0.177232,137,0.00990242,0,0,0,0,0
4/7/2002,12756,1035,0.0811383,1034,0.0810599,120,0.00940734,0,0,0,0,0
5/6/2002,15063,3791,0.251676,2828,0.187745,459,0.030472,0,0,0,0,0
6/5/2002,15002,2261,0.150713,1764,0.117584,204,0.0135982,0,0,0,0,0
7/4/2002,14111,3692,0.26164,3145,0.222876,376,0.0266459,0,0,0,0,0
8/3/2002,14943,3477,0.232684,2751,0.1841,177,0.011845,0,0,0,0,0
9/2/2002,12568,1006,0.0800446,909,0.0723265,40,0.00318269,0,0,0,0,0
1/9/2002,12275,922,0.075112,823,0.0670468,65,0.00529532,0,0,0,0,0
2/8/2002,15471,3436,0.222093,2750,0.177752,249,0.0160946,0,0,0,0,0
3/7/2002,15449,4120,0.266684,3523,0.228041,164,0.0106156,0,0,0,0,0
4/6/2002,15043,4242,0.281992,3297,0.219172,796,0.052915,0,0,0,0,0
5/5/2002,14135,1847,0.130669,1563,0.110577,84,0.0059427,0,0,0,0,0
6/4/2002,12855,1734,0.134889,1501,0.116764,50,0.00388954,0,0,0,0,0
7/3/2002,14932,2343,0.156911,1736,0.11626,90,0.00602732,0,0,0,0,0
8/2/2002,14535,1693,0.116477,1440,0.0990712,84,0.00577915,0,0,0,0,0
9/1/2002,14423,1376,0.0954032,975,0.0676004,87,0.00603203,0,0,0,0,0
1/8/2002,15422,2317,0.15024,1931,0.125211,105,0.00680846,0,0,0,0,0
2/7/2002,15383,3759,0.244361,3069,0.199506,269,0.0174868,0,0,0,0,0
3/6/2002,15105,2931,0.194042,2365,0.156571,258,0.0170804,0,0,0,0,0
4/5/2002,12926,1458,0.112796,1177,0.0910568,114,0.00881943,0,0,0,0,0
5/4/2002,14920,1709,0.114544,1590,0.106568,71,0.00475871,0,0,0,0,0
6/3/2002,14898,1614,0.108337,1262,0.0847094,127,0.00852463,0,0,0,0,0
7/2/2002,14581,2615,0.179343,2134,0.146355,135,0.00925862,0,0,0,0,0
8/1/2002,14400,1440,0.1,1126,0.0781944,95,0.00659722,0,0,0,0,0
1/7/2002,15438,2587,0.167574,2123,0.137518,190,0.0123073,0,0,0,0,0
2/6/2002,14232,1861,0.130762,1800,0.126476,45,0.00316189,0,0,0,0,0
3/5/2002,15011,4263,0.283992,3609,0.240424,294,0.0195856,0,0,0,0,0
4/4/2002,14904,1440,0.0966184,1298,0.0870907,146,0.00979603,0,0,0,0,0
5/3/2002,14875,1765,0.118655,1273,0.0855798,172,0.011563,0,0,0,0,0
6/2/2002,14527,2305,0.15867,1979,0.136229,573,0.0394438,0,0,0,0,0
7/1/2002,14447,3178,0.219976,2452,0.169724,254,0.0175815,0,0,0,0,0
1/6/2002,13016,1627,0.125,1591,0.122234,131,0.0100645,0,0,0,0,0
2/5/2002,14996,4643,0.309616,3343,0.222926,353,0.0235396,0,0,0,0,0
3/4/2002,14872,2101,0.141272,1616,0.108661,116,0.00779989,0,0,0,0,0
4/3/2002,14917,2628,0.176175,2060,0.138097,235,0.0157538,0,0,0,0,0
5/2/2002,14492,2432,0.167817,2020,0.139387,674,0.0465084,0,0,0,0,0
6/1/2002,13766,4497,0.326674,3674,0.266889,175,0.0127125,0,0,0,0,0
1/5/2002,14958,2315,0.154767,1539,0.102888,104,0.0069528,0,0,0,0,0
2/4/2002,14854,3673,0.247273,3216,0.216507,246,0.0165612,0,0,0,0,0
3/3/2002,14091,4547,0.322688,3747,0.265914,210,0.0149031,0,0,0,0,0
4/2/2002,14565,2479,0.170203,1847,0.126811,158,0.0108479,0,0,0,0,0
5/1/2002,12642,2173,0.171887,2084,0.164847,48,0.00379687,0,0,0,0,0
29/9/2002,14118,1507,0.106743,1242,0.0879728,45,0.00318742,0,0,0,0,0
1/4/2002,14887,3247,0.21811,2811,0.188822,156,0.0104789,0,0,0,0,0
2/3/2002,12889,5120,0.397238,4290,0.332842,840,0.0651719,0,0,0,0,0
3/2/2002,13711,1435,0.10466,1224,0.0892714,97,0.00707461,0,0,0,0,0
4/1/2002,14533,3009,0.207046,3017,0.207597,336,0.0231198,0,0,0,0,0
19/9/2002,14929,5091,0.341014,3762,0.251993,302,0.0202291,0,0,0,0,0
28/9/2002,12888,801,0.0621508,719,0.0557883,74,0.00574178,0,0,0,0,0
29/8/2002,15432,2808,0.18196,2330,0.150985,167,0.0108217,0,0,0,0,0
1/3/2002,14832,3159,0.212985,2558,0.172465,148,0.00997843,0,0,0,0,0
2/2/2002,12587,1242,0.0986732,1049,0.08334,80,0.00635576,0,0,0,0,0
3/1/2002,14511,5169,0.356213,4937,0.340225,955,0.0658121,0,0,0,0,0
18/9/2002,14895,1619,0.108694,1046,0.0702249,100,0.00671366,0,0,0,0,0
27/9/2002,14876,2962,0.199113,2368,0.159183,80,0.00537779,0,0,0,0,0
28/8/2002,15396,1715,0.111393,1248,0.08106,164,0.0106521,0,0,0,0,0
19/8/2002,15446,4365,0.282597,3699,0.239479,238,0.0154085,0,0,0,0,0
29/7/2002,15501,3802,0.245274,3169,0.204438,334,0.021547,0,0,0,0,0
1/2/2002,14562,3999,0.274619,3221,0.221192,341,0.0234171,0,0,0,0,0
2/1/2002,14591,4770,0.326914,4222,0.289356,657,0.0450278,0,0,0,0,0
17/9/2002,14889,1546,0.103835,1178,0.0791188,172,0.0115522,0,0,0,0,0
26/9/2002,14874,2304,0.154901,1858,0.124916,192,0.0129084,0,0,0,0,0
27/8/2002,15399,1994,0.129489,1515,0.098383,276,0.0179232,0,0,0,0,0
18/8/2002,14808,2766,0.186791,2395,0.161737,89,0.00601026,0,0,0,0,0
28/7/2002,14878,3969,0.26677,3427,0.23034,90,0.0060492,0,0,0,0,0
19/7/2002,15524,4037,0.260049,3402,0.219145,396,0.0255089,0,0,0,0,0
29/6/2002,13823,2191,0.158504,2204,0.159444,61,0.00441293,0,0,0,0,0
1/1/2002,13345,1994,0.149419,1854,0.138928,110,0.00824279,0,0,0,0,0
16/9/2002,14924,1196,0.0801394,1058,0.0708925,120,0.00804074,0,0,0,0,0
25/9/2002,14835,1934,0.130367,1568,0.105696,247,0.0166498,0,0,0,0,0
26/8/2002,15450,2028,0.131262,1631,0.105566,143,0.00925566,0,0,0,0,0
17/8/2002,13829,1836,0.132764,1816,0.131318,128,0.00925591,0,0,0,0,0
27/7/2002,13854,2296,0.165728,2108,0.152158,142,0.0102497,0,0,0,0,0
18/7/2002,15500,3761,0.242645,3074,0.198323,193,0.0124516,0,0,0,0,0
28/6/2002,15491,3937,0.254148,3607,0.232845,182,0.0117488,0,0,0,0,0
19/6/2002,15431,3166,0.205171,2327,0.1508,240,0.0155531,0,0,0,0,0
29/5/2002,14985,1930,0.128795,1505,0.100434,128,0.00854188,0,0,0,0,0
15/9/2002,14181,2205,0.15549,1714,0.120866,111,0.00782737,0,0,0,0,0
24/9/2002,14828,1532,0.103318,1316,0.088751,159,0.010723,0,0,0,0,0
16/8/2002,15462,4910,0.317553,3894,0.251843,320,0.0206959,0,0,0,0,0
25/8/2002,14807,1599,0.107989,1464,0.0988722,113,0.00763153,0,0,0,0,0
26/7/2002,15526,4538,0.292284,3839,0.247263,156,0.0100477,0,0,0,0,0
17/7/2002,15467,2313,0.149544,1888,0.122066,162,0.0104739,0,0,0,0,0
27/6/2002,15465,5658,0.365858,4752,0.307274,744,0.0481086,0,0,0,0,0
18/6/2002,15418,1871,0.121352,1508,0.0978078,165,0.0107018,0,0,0,0,0
28/5/2002,14966,2666,0.178137,1991,0.133035,103,0.00688227,0,0,0,0,0
19/5/2002,14153,2459,0.173744,2275,0.160743,41,0.00289691,0,0,0,0,0
29/4/2002,15037,1900,0.126355,1374,0.0913746,119,0.00791381,0,0,0,0,0
23/9/2002,14853,1261,0.0848987,1052,0.0708274,123,0.00828116,0,0,0,0,0
14/9/2002,12949,1317,0.101707,1147,0.0885783,133,0.0102711,0,0,0,0,0
15/8/2002,15449,3712,0.240274,2894,0.187326,160,0.0103567,0,0,0,0,0
24/8/2002,13822,1844,0.133411,1521,0.110042,96,0.00694545,0,0,0,0,0
25/7/2002,15502,2655,0.171268,2200,0.141917,128,0.008257,0,0,0,0,0
16/7/2002,15454,1872,0.121134,1564,0.101204,167,0.0108063,0,0,0,0,0
26/6/2002,15430,5905,0.382696,4871,0.315684,529,0.0342839,0,0,0,0,0
17/6/2002,15466,2653,0.171538,2414,0.156084,200,0.0129316,0,0,0,0,0
18/5/2002,12940,1597,0.123416,1432,0.110665,54,0.00417311,0,0,0,0,0
27/5/2002,14094,2534,0.179793,1958,0.138924,60,0.00425713,0,0,0,0,0
28/4/2002,14183,4129,0.291123,3175,0.22386,260,0.0183318,0,0,0,0,0
19/4/2002,15040,3603,0.239561,2958,0.196676,430,0.0285904,0,0,0,0,0
29/3/2002,14831,1993,0.134381,1574,0.106129,70,0.00471984,0,0,0,0,0
22/9/2002,14115,1400,0.0991853,1194,0.0845909,56,0.00396741,0,0,0,0,0
13/9/2002,14912,1816,0.121781,1615,0.108302,135,0.00905311,0,0,0,0,0
14/8/2002,15409,3083,0.200078,2491,0.161659,250,0.0162243,0,0,0,0,0
23/8/2002,15463,3474,0.224665,2879,0.186186,206,0.0133221,0,0,0,0,0
15/7/2002,15500,2986,0.192645,2720,0.175484,253,0.0163226,0,0,0,0,0
24/7/2002,15458,2955,0.191163,2325,0.150408,284,0.0183724,0,0,0,0,0
25/6/2002,15419,4563,0.295934,3832,0.248525,394,0.0255529,0,0,0,0,0
16/6/2002,14812,2052,0.138536,1865,0.125911,90,0.00607615,0,0,0,0,0
17/5/2002,15023,4887,0.325301,4131,0.274978,230,0.0153099,0,0,0,0,0
26/5/2002,12404,788,0.0635279,684,0.0551435,49,0.00395034,0,0,0,0,0
18/4/2002,15033,3224,0.214462,2368,0.15752,190,0.0126389,0,0,0,0,0
27/4/2002,12985,1929,0.148556,1181,0.0909511,90,0.00693107,0,0,0,0,0
28/3/2002,14938,1872,0.125318,1643,0.109988,48,0.00321328,0,0,0,0,0
19/3/2002,14875,3276,0.220235,2377,0.159798,570,0.0383193,0,0,0,0,0
9/12/2002,14400,1505,0.104514,1099,0.0763194,129,0.00895833,0,0,0,0,0
12/9/2002,14607,1193,0.0816732,1110,0.075991,116,0.0079414,0,0,0,0,0
30/9/2002,14847,1001,0.067421,884,0.0595406,94,0.00633125,0,0,0,0,0
21/9/2002,12943,923,0.0713127,850,0.0656726,69,0.00533107,0,0,0,0,0
13/8/2002,15399,3983,0.258653,3190,0.207156,501,0.0325346,0,0,0,0,0
31/8/2002,12674,759,0.0598864,820,0.0646994,80,0.00631214,0,0,0,0,0
22/8/2002,15445,3321,0.215021,2611,0.169051,365,0.0236322,0,0,0,0,0
14/7/2002,14877,3006,0.202057,2805,0.188546,304,0.0204342,0,0,0,0,0
23/7/2002,15460,3674,0.237646,3163,0.204592,788,0.0509702,0,0,0,0,0
15/6/2002,13723,2067,0.150623,1899,0.138381,106,0.00772426,0,0,0,0,0
24/6/2002,15465,3552,0.22968,2845,0.183964,199,0.0128678,0,0,0,0,0
25/5/2002,12482,1028,0.0823586,944,0.0756289,39,0.0031245,0,0,0,0,0
16/5/2002,15007,2163,0.144133,1809,0.120544,92,0.00613047,0,0,0,0,0
26/4/2002,15037,2245,0.149298,1697,0.112855,113,0.0075148,0,0,0,0,0
17/4/2002,14989,1672,0.111548,1299,0.0866636,135,0.0090066,0,0,0,0,0
27/3/2002,14886,1866,0.125353,1654,0.111111,140,0.00940481,0,0,0,0,0
18/3/2002,14925,4452,0.298291,3460,0.231826,188,0.0125963,0,0,0,0,0
28/2/2002,14813,2317,0.156417,1927,0.130088,114,0.00769594,0,0,0,0,0
19/2/2002,14724,3814,0.259033,2956,0.200761,180,0.0122249,0,0,0,0,0
29/1/2002,14387,2130,0.14805,1282,0.0891082,142,0.00987002,0,0,0,0,0
8/12/2002,13558,1459,0.107612,1282,0.0945567,114,0.00840832,0,0,0,0,0
9/11/2002,12530,1385,0.110535,1001,0.0798883,65,0.00518755,0,0,0,0,0
20/9/2002,14935,3025,0.202544,2437,0.163174,199,0.0133244,0,0,0,0,0
11/9/2002,12804,1004,0.078413,826,0.0645111,113,0.00882537,0,0,0,0,0
12/8/2002,15449,2810,0.181889,2116,0.136967,160,0.0103567,0,0,0,0,0
30/8/2002,15468,2198,0.1421,1954,0.126325,90,0.00581846,0,0,0,0,0
21/8/2002,15409,1769,0.114803,1331,0.0863781,124,0.00804725,0,0,0,0,0
22/7/2002,15504,3849,0.248259,3206,0.206785,305,0.0196723,0,0,0,0,0
13/7/2002,13853,2208,0.159388,1941,0.140114,186,0.0134267,0,0,0,0,0
31/7/2002,15464,1720,0.111226,1468,0.0949302,107,0.0069193,0,0,0,0,0
14/6/2002,15424,4401,0.285335,3602,0.233532,190,0.0123185,0,0,0,0,0
23/6/2002,14817,2717,0.18337,2492,0.168185,57,0.00384693,0,0,0,0,0
24/5/2002,15032,1833,0.12194,1616,0.107504,37,0.00246142,0,0,0,0,0
15/5/2002,14974,1633,0.109056,1301,0.0868839,142,0.0094831,0,0,0,0,0
25/4/2002,15036,3033,0.201716,2244,0.149242,99,0.0065842,0,0,0,0,0
16/4/2002,14981,2005,0.133836,1502,0.10026,234,0.0156198,0,0,0,0,0
26/3/2002,14877,3814,0.256369,2939,0.197553,302,0.0202998,0,0,0,0,0
17/3/2002,14118,4214,0.298484,3366,0.238419,106,0.00750815,0,0,0,0,0
27/2/2002,14766,2114,0.143167,1561,0.105716,162,0.0109711,0,0,0,0,0
18/2/2002,14757,1516,0.102731,1416,0.0959545,75,0.00508233,0,0,0,0,0
28/1/2002,14451,2127,0.147187,1404,0.0971559,167,0.0115563,0,0,0,0,0
19/1/2002,12572,3334,0.265192,2290,0.182151,324,0.0257716,0,0,0,0,0
7/12/2002,12116,968,0.0798944,914,0.0754374,105,0.00866623,0,0,0,0,0
8/11/2002,14601,3227,0.221012,2600,0.17807,130,0.0089035,0,0,0,0,0
9/10/2002,14742,1723,0.116877,1316,0.0892688,146,0.00990368,0,0,0,0,0
10/9/2002,13746,1434,0.104321,1128,0.0820602,128,0.0093118,0,0,0,0,0
11/8/2002,14814,1875,0.126569,1766,0.119212,47,0.00317267,0,0,0,0,0
20/8/2002,15399,1682,0.109228,1346,0.0874083,118,0.00766284,0,0,0,0,0
12/7/2002,15527,3341,0.215174,2888,0.185999,189,0.0121723,0,0,0,0,0
30/7/2002,15460,2016,0.130401,1567,0.101358,155,0.0100259,0,0,0,0,0
21/7/2002,14879,2873,0.193091,2459,0.165266,90,0.00604879,0,0,0,0,0
13/6/2002,15422,3624,0.234989,2819,0.182791,312,0.0202308,0,0,0,0,0
22/6/2002,13812,1947,0.140964,1993,0.144295,152,0.0110049,0,0,0,0,0
23/5/2002,15018,1738,0.115728,1641,0.109269,41,0.00273006,0,0,0,0,0
14/5/2002,14949,1414,0.0945883,1157,0.0773965,135,0.0090307,0,0,0,0,0
24/4/2002,14997,2643,0.176235,1879,0.125292,164,0.0109355,0,0,0,0,0
15/4/2002,15019,2001,0.133231,1681,0.111925,196,0.0130501,0,0,0,0,0
25/3/2002,14925,3109,0.208308,2409,0.161407,154,0.0103183,0,0,0,0,0
