fecha, vuelos_totales, atrasos_totales_arribo, tiempo_atrasado_porcentaje_arribo, atrasos_totales_salida, tiempo_atrasado_porcentaje_salida, vuelos_cancelados,vuelos_cancelados_porcentaje,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
31/3/1998,15163,3053,0.201345,2334,0.153927,368,0.0242696,0,0,0,0,0
22/3/1998,14375,3580,0.249043,3215,0.223652,262,0.0182261,0,0,0,0,0
13/3/1998,15216,3218,0.211488,2695,0.177116,228,0.0149842,0,0,0,0,0
14/2/1998,13325,2346,0.17606,2031,0.15242,232,0.0174109,0,0,0,0,0
23/2/1998,15156,3832,0.252837,2636,0.173925,312,0.0205859,0,0,0,0,0
15/1/1998,15076,6061,0.40203,4775,0.316729,715,0.0474264,0,0,0,0,0
24/1/1998,13150,1661,0.126312,1334,0.101445,250,0.0190114,0,0,0,0,0
3/12/1998,15170,2243,0.147858,1716,0.113118,203,0.0133817,0,0,0,0,0
4/11/1998,15133,2002,0.132294,1506,0.0995176,216,0.0142734,0,0,0,0,0
5/10/1998,15175,5210,0.343328,4212,0.277562,1072,0.0706425,0,0,0,0,0
10/5/1998,14188,2748,0.193685,2405,0.169509,329,0.0231886,0,0,0,0,0
20/4/1998,15115,2616,0.173073,2164,0.143169,230,0.0152167,0,0,0,0,0
11/4/1998,13075,1575,0.120459,1262,0.0965201,96,0.00734226,0,0,0,0,0
30/3/1998,15179,3013,0.198498,2306,0.15192,254,0.0167336,0,0,0,0,0
21/3/1998,13447,3603,0.267941,2992,0.222503,203,0.0150963,0,0,0,0,0
12/3/1998,15196,2600,0.171098,2286,0.150434,258,0.0169782,0,0,0,0,0
13/2/1998,15185,2660,0.175173,2229,0.14679,139,0.00915377,0,0,0,0,0
22/2/1998,14322,3434,0.239771,2712,0.189359,141,0.00984499,0,0,0,0,0
14/1/1998,15067,4570,0.303312,3390,0.224995,524,0.034778,0,0,0,0,0
23/1/1998,15098,4778,0.316466,3781,0.250431,617,0.0408663,0,0,0,0,0
2/12/1998,15122,2376,0.157122,2038,0.134771,366,0.0242031,0,0,0,0,0
3/11/1998,15139,1701,0.112359,1319,0.087126,296,0.0195522,0,0,0,0,0
4/10/1998,14375,4274,0.297322,3155,0.219478,166,0.0115478,0,0,0,0,0
10/4/1998,14914,2147,0.143959,1813,0.121564,169,0.0113316,0,0,0,0,0
20/3/1998,15222,5701,0.374524,4697,0.308567,335,0.0220076,0,0,0,0,0
11/3/1998,15173,2928,0.192974,2538,0.167271,322,0.0212219,0,0,0,0,0
12/2/1998,15161,3196,0.210804,2481,0.163644,220,0.0145109,0,0,0,0,0
21/2/1998,13387,2377,0.17756,1969,0.147083,230,0.0171808,0,0,0,0,0
13/1/1998,15062,2759,0.183176,1931,0.128203,426,0.0282831,0,0,0,0,0
31/1/1998,13175,1558,0.118254,1329,0.100873,173,0.0131309,0,0,0,0,0
22/1/1998,15081,4730,0.31364,3609,0.239308,524,0.0347457,0,0,0,0,0
1/12/1998,15184,2152,0.141728,1724,0.113541,160,0.0105374,0,0,0,0,0
2/11/1998,15152,2160,0.142555,1930,0.127376,374,0.0246832,0,0,0,0,0
3/10/1998,13255,2212,0.16688,1768,0.133384,314,0.0236892,0,0,0,0,0
10/3/1998,15171,2395,0.157867,1918,0.126425,317,0.0208951,0,0,0,0,0
11/2/1998,15112,4367,0.288976,3129,0.207054,432,0.0285866,0,0,0,0,0
20/2/1998,15185,3171,0.208824,2709,0.1784,209,0.0137636,0,0,0,0,0
21/1/1998,15068,3315,0.220003,2407,0.159743,389,0.0258163,0,0,0,0,0
12/1/1998,15060,4650,0.308765,3941,0.261687,886,0.0588313,0,0,0,0,0
30/1/1998,15095,2325,0.154025,1858,0.123087,276,0.0182842,0,0,0,0,0
1/11/1998,14343,2848,0.198564,2499,0.174231,207,0.0144321,0,0,0,0,0
2/10/1998,15191,4087,0.269041,3360,0.221184,448,0.0294911,0,0,0,0,0
10/2/1998,15079,3911,0.259367,2951,0.195703,520,0.034485,0,0,0,0,0
20/1/1998,15057,1742,0.115694,1257,0.0834828,299,0.0198579,0,0,0,0,0
11/1/1998,14240,4424,0.310674,3701,0.259902,460,0.0323034,0,0,0,0,0
1/10/1998,15158,2788,0.183929,2130,0.14052,300,0.0197915,0,0,0,0,0
10/1/1998,13205,1959,0.148353,1772,0.134192,218,0.0165089,0,0,0,0,0
29/12/1998,15165,7152,0.471612,6612,0.436004,541,0.0356742,0,0,0,0,0
28/12/1998,15186,5753,0.378836,5432,0.357698,519,0.0341762,0,0,0,0,0
19/12/1998,13333,3896,0.292207,3412,0.255906,176,0.0132003,0,0,0,0,0
29/11/1998,14623,2293,0.156808,2059,0.140806,66,0.00451344,0,0,0,0,0
27/12/1998,14452,4609,0.318918,4261,0.294838,453,0.0313451,0,0,0,0,0
18/12/1998,15305,4776,0.312055,3826,0.249984,175,0.0114342,0,0,0,0,0
28/11/1998,13328,1175,0.0881603,1195,0.0896609,56,0.00420168,0,0,0,0,0
19/11/1998,15220,2921,0.191919,2248,0.1477,226,0.0148489,0,0,0,0,0
29/10/1998,15180,2499,0.164625,1887,0.124308,255,0.0167984,0,0,0,0,0
26/12/1998,13211,3278,0.248127,2890,0.218757,116,0.00878056,0,0,0,0,0
17/12/1998,15294,3581,0.234144,2847,0.186151,187,0.012227,0,0,0,0,0
18/11/1998,15181,1647,0.108491,1321,0.0870167,268,0.0176536,0,0,0,0,0
27/11/1998,11856,691,0.0582827,672,0.0566802,90,0.00759109,0,0,0,0,0
28/10/1998,15164,1743,0.114943,1393,0.0918623,244,0.0160907,0,0,0,0,0
19/10/1998,15199,2432,0.160011,1907,0.125469,185,0.0121719,0,0,0,0,0
25/12/1998,12573,2641,0.210053,2504,0.199157,261,0.0207588,0,0,0,0,0
16/12/1998,15265,2315,0.151654,1836,0.120275,267,0.017491,0,0,0,0,0
17/11/1998,15175,2519,0.165997,1868,0.123097,348,0.0229325,0,0,0,0,0
26/11/1998,11232,853,0.0759437,756,0.0673077,56,0.00498575,0,0,0,0,0
27/10/1998,15160,1772,0.116887,1291,0.0851583,255,0.0168206,0,0,0,0,0
18/10/1998,14412,3210,0.222731,2895,0.200874,134,0.00929781,0,0,0,0,0
