AnioInicial,rangoEntrenamiento,rangoTest,errPol,errSenCos,errSenoides
1998,3,1,2.2399708235907476,2.2850200125288658,1.2747687882382335
1998,3,4,3.409176877302559,2.3718286470180567,1.3423916730077483
1998,5,1,1.3913273566074225,0.7165385099894598,1.3399387450672249
1998,5,4,7.501680987498826,1.272041622798415,1.2150823037225091
2000,3,1,0.5826138618840576,4.6448792671363455,18.33293835776769
2000,3,4,1.8926475061720092,20.414574899625613,32.155945903161005
2000,5,1,1.2419259917613155,0.45316570777685583,0.64544668648638
2000,5,4,7.611447642235102,0.3937684605012399,1.1470834541561041
