AnioInicial,rangoEntrenamiento,rangoTest,errPol,errSenCos,errSenoides
1998,3,1,2.2399708235907476,2.2850200125288658,1.9469872855678412
1998,3,4,3.409176877302559,2.3718286470180567,1.8597007119885354
1998,5,1,1.3913273566074225,0.7165385099894598,20.283695047529147
1998,5,4,7.501680987498826,1.272041622798415,27.066734846855464
2000,3,1,0.5826138618840576,4.6448792671363455,12.780410891117421
2000,3,4,1.8926475061720092,20.414574899625613,21.963130569572126
2000,5,1,1.2419259917613155,0.45316570777685583,1.151161955364023
2000,5,4,7.611447642235102,0.3937684605012399,1.3209007903434162
