año, destino, vuelos_totales,tiempo_atrasado_promedio_arribo, atrasos_totales_arribo, CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
1999, ORD, 298280, 84514, 47.70075, 16632, 0, 0, 0, 0, 0
1999, ORF, 15971, 4067, 41.19203, 564, 0, 0, 0, 0, 0
1999, OTZ, 890, 284, 37.05633, 52, 0, 0, 0, 0, 0
1999, PBI, 22009, 5887, 48.99898, 417, 0, 0, 0, 0, 0
1999, PDX, 56950, 11856, 44.16894, 771, 0, 0, 0, 0, 0
1999, PHL, 115241, 35021, 42.58430, 5500, 0, 0, 0, 0, 0
1999, PHX, 177690, 39444, 44.63269, 3008, 0, 0, 0, 0, 0
1999, PIA, 538, 82, 47.85365, 16, 0, 0, 0, 0, 0
1999, PIT, 101343, 23052, 40.09578, 4399, 0, 0, 0, 0, 0
1999, PNS, 6097, 1219, 45.72682, 89, 0, 0, 0, 0, 0
1999, PSC, 1443, 161, 41.21118, 21, 0, 0, 0, 0, 0
1999, PSG, 726, 330, 40.55454, 41, 0, 0, 0, 0, 0
1999, PSP, 3945, 1001, 44.75324, 38, 0, 0, 0, 0, 0
1999, PVD, 22937, 5302, 45.51376, 442, 0, 0, 0, 0, 0
1999, PWM, 5924, 1419, 42.47568, 194, 0, 0, 0, 0, 0
1999, RAP, 1195, 205, 55.01463, 8, 0, 0, 0, 0, 0
1999, RDU, 34030, 8303, 45.31916, 920, 0, 0, 0, 0, 0
1999, RIC, 16559, 4101, 42.95293, 603, 0, 0, 0, 0, 0
1999, RNO, 29495, 6678, 44.68119, 290, 0, 0, 0, 0, 0
1999, ROA, 2409, 576, 34.28993, 140, 0, 0, 0, 0, 0
1999, ROC, 14910, 4236, 44.03847, 712, 0, 0, 0, 0, 0
1999, RST, 2195, 557, 44.38061, 94, 0, 0, 0, 0, 0
1999, RSW, 13755, 3430, 46.41574, 126, 0, 0, 0, 0, 0
1999, SAN, 68237, 15370, 43.90962, 1030, 0, 0, 0, 0, 0
1999, SAT, 38058, 7564, 45.54190, 407, 0, 0, 0, 0, 0
1999, SAV, 5082, 1221, 39.58804, 127, 0, 0, 0, 0, 0
1999, SBA, 1679, 392, 62.50000, 24, 0, 0, 0, 0, 0
1999, SBN, 2927, 548, 40.74635, 102, 0, 0, 0, 0, 0
1999, SCC, 588, 200, 36.60500, 62, 0, 0, 0, 0, 0
1999, SDF, 22893, 4740, 47.30738, 390, 0, 0, 0, 0, 0
1999, SEA, 103189, 28897, 42.83603, 2359, 0, 0, 0, 0, 0
1999, SFO, 136995, 40385, 54.45757, 5275, 0, 0, 0, 0, 0
1999, SGF, 2055, 304, 45.62828, 49, 0, 0, 0, 0, 0
1999, SHV, 3883, 666, 46.88738, 62, 0, 0, 0, 0, 0
1999, SIT, 1329, 383, 45.42036, 30, 0, 0, 0, 0, 0
1999, SJC, 56218, 11995, 40.10004, 1037, 0, 0, 0, 0, 0
1999, SJU, 21411, 5156, 51.01493, 484, 0, 0, 0, 0, 0
1999, SLC, 81920, 13670, 42.93701, 1188, 0, 0, 0, 0, 0
1999, SMF, 36628, 7471, 43.21924, 233, 0, 0, 0, 0, 0
1999, SNA, 38109, 7947, 36.77777, 1102, 0, 0, 0, 0, 0
1999, SRQ, 5223, 1197, 44.25229, 54, 0, 0, 0, 0, 0
1999, STL, 175682, 32623, 48.50663, 3596, 0, 0, 0, 0, 0
1999, STT, 2647, 661, 44.81089, 64, 0, 0, 0, 0, 0
1999, STX, 1062, 244, 41.57786, 38, 0, 0, 0, 0, 0
1999, SUX, 691, 118, 46.33050, 9, 0, 0, 0, 0, 0
1999, SWF, 1366, 413, 49.82082, 71, 0, 0, 0, 0, 0
1999, SYR, 11254, 2943, 43.04689, 397, 0, 0, 0, 0, 0
1999, TLH, 2344, 627, 40.27272, 88, 0, 0, 0, 0, 0
1999, TOL, 1035, 357, 37.72829, 82, 0, 0, 0, 0, 0
1999, TPA, 60201, 14990, 49.62221, 827, 0, 0, 0, 0, 0
1999, TRI, 1359, 271, 34.87822, 83, 0, 0, 0, 0, 0
1999, TUL, 18928, 4124, 46.42749, 274, 0, 0, 0, 0, 0
1999, TUS, 19360, 4790, 42.78559, 250, 0, 0, 0, 0, 0
1999, TVC, 963, 212, 46.84433, 15, 0, 0, 0, 0, 0
1999, TYS, 6746, 1361, 43.16531, 129, 0, 0, 0, 0, 0
1999, VPS, 1093, 160, 47.93125, 3, 0, 0, 0, 0, 0
1999, WRG, 726, 317, 42.16403, 53, 0, 0, 0, 0, 0
1999, YAK, 726, 248, 45.45967, 31, 0, 0, 0, 0, 0
2000, ABE, 6302, 1741, 44.25560, 284, 0, 0, 0, 0, 0
2000, ABQ, 36459, 9603, 45.92710, 457, 0, 0, 0, 0, 0
2000, ADQ, 728, 213, 34.20187, 58, 0, 0, 0, 0, 0
2000, AGS, 993, 189, 39.37037, 21, 0, 0, 0, 0, 0
2000, AKN, 324, 99, 37.57575, 31, 0, 0, 0, 0, 0
2000, ALB, 13712, 3730, 48.25978, 413, 0, 0, 0, 0, 0
2000, AMA, 4789, 1372, 46.39577, 126, 0, 0, 0, 0, 0
2000, ANC, 20789, 7062, 41.31096, 1222, 0, 0, 0, 0, 0
2000, ATL, 265117, 63847, 44.15656, 10088, 0, 0, 0, 0, 0
2000, AUS, 42600, 10584, 47.54374, 728, 0, 0, 0, 0, 0
2000, AVL, 1584, 300, 33.92666, 54, 0, 0, 0, 0, 0
2000, AVP, 1524, 497, 50.83702, 60, 0, 0, 0, 0, 0
2000, AZO, 1039, 235, 43.23404, 28, 0, 0, 0, 0, 0
2000, BDL, 36495, 9301, 47.80163, 1022, 0, 0, 0, 0, 0
2000, BET, 1036, 344, 42.06686, 91, 0, 0, 0, 0, 0
2000, BGM, 796, 202, 44.45049, 14, 0, 0, 0, 0, 0
2000, BHM, 19902, 3826, 47.12650, 283, 0, 0, 0, 0, 0
2000, BIL, 3027, 859, 47.95809, 62, 0, 0, 0, 0, 0
2000, BIS, 1422, 304, 41.10855, 19, 0, 0, 0, 0, 0
2000, BNA, 57688, 11994, 46.88177, 812, 0, 0, 0, 0, 0
2000, BOI, 12569, 3753, 52.48254, 135, 0, 0, 0, 0, 0
2000, BOS, 113094, 37956, 46.30917, 7502, 0, 0, 0, 0, 0
2000, BQN, 18, 7, 35.57142, 1, 0, 0, 0, 0, 0
2000, BRO, 55, 16, 47.00000, , 0, 0, 0, 0, 0
2000, BRW, 959, 289, 33.46366, 96, 0, 0, 0, 0, 0
2000, BTR, 4455, 848, 47.70165, 95, 0, 0, 0, 0, 0
2000, BTV, 2634, 963, 47.19937, 103, 0, 0, 0, 0, 0
2000, BUF, 19073, 5754, 45.09854, 925, 0, 0, 0, 0, 0
2000, BUR, 27714, 8239, 42.15499, 880, 0, 0, 0, 0, 0
2000, BWI, 91217, 22063, 48.97149, 1868, 0, 0, 0, 0, 0
2000, BZN, 1862, 448, 41.64508, 14, 0, 0, 0, 0, 0
2000, CAE, 4885, 1049, 36.48617, 271, 0, 0, 0, 0, 0
2000, CAK, 1052, 200, 39.58500, 20, 0, 0, 0, 0, 0
2000, CDV, 728, 212, 55.43867, 20, 0, 0, 0, 0, 0
2000, CHA, 1074, 196, 33.63775, 38, 0, 0, 0, 0, 0
2000, CHS, 6948, 1609, 38.72218, 256, 0, 0, 0, 0, 0
2000, CID, 5147, 1516, 44.86411, 320, 0, 0, 0, 0, 0
2000, CLE, 55596, 13004, 46.76138, 1336, 0, 0, 0, 0, 0
2000, CLT, 130619, 27344, 41.06937, 4248, 0, 0, 0, 0, 0
2000, CMH, 35703, 9046, 45.73502, 1057, 0, 0, 0, 0, 0
2000, COS, 12413, 3539, 48.58462, 397, 0, 0, 0, 0, 0
2000, CRP, 3094, 741, 45.71524, 70, 0, 0, 0, 0, 0
2000, CRW, 1146, 270, 37.57407, 43, 0, 0, 0, 0, 0
2000, CVG, 73772, 14272, 43.85012, 2332, 0, 0, 0, 0, 0
2000, DAB, 2037, 467, 47.89293, 31, 0, 0, 0, 0, 0
2000, DAL, 48526, 10838, 42.12317, 1431, 0, 0, 0, 0, 0
2000, DAY, 11165, 2983, 43.93094, 494, 0, 0, 0, 0, 0
2000, DCA, 85806, 19682, 36.82440, 4145, 0, 0, 0, 0, 0
2000, DEN, 137296, 42071, 48.66050, 4388, 0, 0, 0, 0, 0
2000, DFW, 247029, 52254, 45.44069, 9120, 0, 0, 0, 0, 0
2000, DLG, 302, 114, 51.28947, 30, 0, 0, 0, 0, 0
2000, DLH, 1032, 235, 42.19574, 40, 0, 0, 0, 0, 0
2000, DRO, 118, 25, 37.96000, 1, 0, 0, 0, 0, 0
2000, DSM, 6676, 2001, 49.46276, 201, 0, 0, 0, 0, 0
2000, DTW, 153502, 31094, 48.37788, 5156, 0, 0, 0, 0, 0
2000, DUT, 662, 296, 22.04054, 164, 0, 0, 0, 0, 0
2000, EGE, 1188, 410, 54.32439, 23, 0, 0, 0, 0, 0
2000, ELM, 1406, 272, 36.69852, 39, 0, 0, 0, 0, 0
2000, ELP, 23683, 6034, 43.62893, 286, 0, 0, 0, 0, 0
2000, ERI, 1440, 309, 36.55339, 64, 0, 0, 0, 0, 0
2000, EUG, 2147, 828, 57.46497, 80, 0, 0, 0, 0, 0
2000, EWR, 124496, 37322, 53.34813, 6336, 0, 0, 0, 0, 0
2000, FAI, 5383, 1536, 40.19791, 255, 0, 0, 0, 0, 0
2000, FAR, 2347, 510, 39.58627, 49, 0, 0, 0, 0, 0
2000, FAT, 366, 91, 55.52747, 4, 0, 0, 0, 0, 0
2000, FAY, 1414, 255, 34.74117, 55, 0, 0, 0, 0, 0
2000, FCA, 1569, 286, 44.09440, 17, 0, 0, 0, 0, 0
2000, FLL, 50590, 13246, 52.50226, 731, 0, 0, 0, 0, 0
2000, FNT, 1280, 349, 41.12893, 37, 0, 0, 0, 0, 0
2000, FSD, 3487, 738, 44.82520, 52, 0, 0, 0, 0, 0
2000, FWA, 445, 98, 36.22448, 19, 0, 0, 0, 0, 0
2000, GEG, 13255, 3772, 46.06627, 305, 0, 0, 0, 0, 0
2000, GFK, 1024, 205, 44.46829, 19, 0, 0, 0, 0, 0
2000, GPT, 1079, 127, 43.74803, 17, 0, 0, 0, 0, 0
2000, GRB, 2903, 701, 43.99572, 66, 0, 0, 0, 0, 0
2000, GRR, 8002, 2116, 47.52221, 227, 0, 0, 0, 0, 0
2000, GSO, 15190, 4067, 46.09515, 627, 0, 0, 0, 0, 0
2000, GSP, 6890, 1592, 40.55150, 380, 0, 0, 0, 0, 0
2000, GST, 91, 26, 38.38461, 3, 0, 0, 0, 0, 0
2000, GTF, 2339, 406, 38.00000, 30, 0, 0, 0, 0, 0
2000, GUC, 221, 77, 45.53246, 2, 0, 0, 0, 0, 0
2000, HDN, 690, 198, 40.99494, 11, 0, 0, 0, 0, 0
2000, HLN, 718, 131, 42.08396, 10, 0, 0, 0, 0, 0
2000, HNL, 16877, 3617, 60.33342, 212, 0, 0, 0, 0, 0
2000, HOU, 56320, 12688, 42.47816, 1213, 0, 0, 0, 0, 0
2000, HPN, 5000, 1802, 38.44617, 579, 0, 0, 0, 0, 0
2000, HRL, 4167, 999, 44.62662, 87, 0, 0, 0, 0, 0
2000, HSV, 5771, 1378, 40.67343, 270, 0, 0, 0, 0, 0
2000, IAD, 65479, 19228, 45.10167, 3612, 0, 0, 0, 0, 0
2000, IAH, 131084, 26055, 49.03197, 1881, 0, 0, 0, 0, 0
2000, ICT, 6541, 1817, 48.70115, 269, 0, 0, 0, 0, 0
2000, ILM, 2195, 492, 38.31707, 61, 0, 0, 0, 0, 0
2000, IND, 35268, 9388, 46.18118, 916, 0, 0, 0, 0, 0
2000, ISP, 8443, 1551, 46.78014, 107, 0, 0, 0, 0, 0
2000, ITH, 1407, 276, 37.22463, 29, 0, 0, 0, 0, 0
2000, ITO, 914, 79, 27.82278, 1, 0, 0, 0, 0, 0
2000, JAC, 863, 344, 56.48255, 17, 0, 0, 0, 0, 0
2000, JAN, 8989, 1728, 44.86863, 134, 0, 0, 0, 0, 0
2000, JAX, 24641, 5689, 49.15732, 352, 0, 0, 0, 0, 0
2000, JFK, 45493, 12320, 49.38685, 1382, 0, 0, 0, 0, 0
2000, JNU, 4494, 1185, 46.91983, 82, 0, 0, 0, 0, 0
2000, KOA, 2499, 456, 47.19736, 21, 0, 0, 0, 0, 0
2000, KTN, 2507, 686, 48.37172, 50, 0, 0, 0, 0, 0
2000, LAN, 2461, 549, 41.97996, 69, 0, 0, 0, 0, 0
2000, LAS, 137789, 39124, 46.58861, 2247, 0, 0, 0, 0, 0
2000, LAX, 212151, 68423, 45.19893, 8149, 0, 0, 0, 0, 0
2000, LBB, 5682, 1401, 40.17344, 140, 0, 0, 0, 0, 0
2000, LEX, 3549, 853, 43.10433, 113, 0, 0, 0, 0, 0
2000, LGA, 104112, 43586, 47.50903, 7287, 0, 0, 0, 0, 0
2000, LGB, 3672, 923, 37.19934, 160, 0, 0, 0, 0, 0
2000, LIH, 2102, 292, 34.95547, 44, 0, 0, 0, 0, 0
2000, LIT, 13556, 3170, 46.35709, 316, 0, 0, 0, 0, 0
2000, LNK, 2743, 828, 47.78502, 57, 0, 0, 0, 0, 0
2000, LSE, 440, 76, 41.75000, 10, 0, 0, 0, 0, 0
2000, LWB, 82, 12, 32.41666, , 0, 0, 0, 0, 0
2000, MAF, 5347, 1342, 41.98062, 99, 0, 0, 0, 0, 0
2000, MBS, 3911, 1097, 43.51504, 185, 0, 0, 0, 0, 0
2000, MCI, 62103, 15114, 47.33684, 1085, 0, 0, 0, 0, 0
2000, MCO, 99975, 25057, 50.40531, 1881, 0, 0, 0, 0, 0
2000, MDT, 7338, 2097, 47.56938, 323, 0, 0, 0, 0, 0
2000, MDW, 53329, 12236, 45.62577, 1032, 0, 0, 0, 0, 0
2000, MEM, 54526, 8970, 45.29710, 1254, 0, 0, 0, 0, 0
2000, MFE, 3518, 759, 53.04084, 29, 0, 0, 0, 0, 0
2000, MFR, 1538, 551, 56.73321, 53, 0, 0, 0, 0, 0
2000, MGM, 991, 197, 42.82741, 15, 0, 0, 0, 0, 0
2000, MHT, 13734, 3694, 49.93611, 285, 0, 0, 0, 0, 0
2000, MIA, 66962, 16833, 52.93186, 1371, 0, 0, 0, 0, 0
2000, MIB, 89, 10, 29.10000, 1, 0, 0, 0, 0, 0
2000, MKE, 15412, 3960, 42.90833, 539, 0, 0, 0, 0, 0
2000, MLB, 1452, 271, 52.29520, 18, 0, 0, 0, 0, 0
2000, MLI, 1961, 443, 43.91647, 82, 0, 0, 0, 0, 0
2000, MLU, 2176, 525, 50.55428, 61, 0, 0, 0, 0, 0
2000, MOB, 4332, 977, 41.51484, 175, 0, 0, 0, 0, 0
2000, MOT, 1006, 192, 48.84375, 9, 0, 0, 0, 0, 0
2000, MRY, 341, 128, 29.50781, 49, 0, 0, 0, 0, 0
2000, MSN, 3974, 975, 45.29333, 122, 0, 0, 0, 0, 0
2000, MSO, 1865, 369, 40.62872, 19, 0, 0, 0, 0, 0
2000, MSP, 147279, 29194, 46.53452, 4606, 0, 0, 0, 0, 0
2000, MSY, 51174, 11690, 47.55654, 601, 0, 0, 0, 0, 0
2000, MTJ, 198, 39, 28.79487, 1, 0, 0, 0, 0, 0
2000, MYR, 2746, 696, 39.57183, 51, 0, 0, 0, 0, 0
2000, OAK, 57161, 14928, 44.46697, 898, 0, 0, 0, 0, 0
2000, OGG, 5593, 994, 50.14989, 46, 0, 0, 0, 0, 0
2000, OKC, 19878, 5321, 48.53279, 330, 0, 0, 0, 0, 0
2000, OMA, 17294, 4828, 49.24710, 286, 0, 0, 0, 0, 0
2000, OME, 940, 319, 41.71473, 56, 0, 0, 0, 0, 0
2000, ONT, 35911, 9855, 45.63490, 740, 0, 0, 0, 0, 0
2000, ORD, 296868, 106207, 49.32674, 20409, 0, 0, 0, 0, 0
2000, ORF, 15999, 4102, 44.78620, 542, 0, 0, 0, 0, 0
2000, OTZ, 882, 284, 44.03169, 28, 0, 0, 0, 0, 0
2000, PBI, 22994, 6526, 51.28194, 402, 0, 0, 0, 0, 0
2000, PDX, 57248, 15525, 46.29069, 1353, 0, 0, 0, 0, 0
2000, PHL, 121136, 38944, 45.06116, 5931, 0, 0, 0, 0, 0
2000, PHX, 188907, 52073, 45.61678, 5608, 0, 0, 0, 0, 0
2000, PIA, 16, 4, 23.75000, 1, 0, 0, 0, 0, 0
2000, PIT, 106275, 24098, 43.25246, 3595, 0, 0, 0, 0, 0
2000, PNS, 5749, 1302, 42.59293, 178, 0, 0, 0, 0, 0
2000, PSC, 1454, 230, 40.92173, 28, 0, 0, 0, 0, 0
2000, PSG, 728, 238, 47.28571, 27, 0, 0, 0, 0, 0
2000, PSP, 4661, 1333, 45.33833, 114, 0, 0, 0, 0, 0
2000, PVD, 25984, 6173, 48.18840, 545, 0, 0, 0, 0, 0
2000, PWM, 6108, 1764, 43.96541, 227, 0, 0, 0, 0, 0
2000, RAP, 1275, 245, 42.30612, 20, 0, 0, 0, 0, 0
2000, RDU, 35992, 9284, 46.00775, 1137, 0, 0, 0, 0, 0
2000, RIC, 17365, 4435, 40.95129, 895, 0, 0, 0, 0, 0
2000, RNO, 30670, 7930, 48.54274, 367, 0, 0, 0, 0, 0
2000, ROA, 2217, 511, 35.27592, 96, 0, 0, 0, 0, 0
2000, ROC, 13968, 4293, 43.96901, 727, 0, 0, 0, 0, 0
2000, RST, 2228, 654, 44.64067, 117, 0, 0, 0, 0, 0
2000, RSW, 14962, 3814, 49.32905, 207, 0, 0, 0, 0, 0
2000, SAN, 72513, 20344, 43.72591, 1355, 0, 0, 0, 0, 0
2000, SAT, 38726, 9535, 47.31609, 570, 0, 0, 0, 0, 0
2000, SAV, 5378, 1215, 41.92181, 109, 0, 0, 0, 0, 0
2000, SBA, 2598, 910, 48.71758, 129, 0, 0, 0, 0, 0
2000, SBN, 2016, 456, 40.49342, 74, 0, 0, 0, 0, 0
2000, SCC, 382, 126, 36.34126, 41, 0, 0, 0, 0, 0
2000, SDF, 22532, 5028, 49.41567, 437, 0, 0, 0, 0, 0
2000, SEA, 104916, 32643, 45.52550, 3281, 0, 0, 0, 0, 0
2000, SFO, 135052, 51674, 54.58518, 7270, 0, 0, 0, 0, 0
2000, SGF, 2065, 409, 44.83374, 74, 0, 0, 0, 0, 0
2000, SHV, 3525, 780, 45.95000, 115, 0, 0, 0, 0, 0
2000, SIT, 1311, 356, 48.65730, 21, 0, 0, 0, 0, 0
2000, SJC, 67720, 18650, 43.83179, 1487, 0, 0, 0, 0, 0
2000, SJU, 25170, 5847, 52.60766, 374, 0, 0, 0, 0, 0
2000, SLC, 80576, 17882, 45.33407, 1663, 0, 0, 0, 0, 0
2000, SMF, 38814, 10900, 46.42788, 417, 0, 0, 0, 0, 0
2000, SNA, 43545, 11397, 37.16442, 1659, 0, 0, 0, 0, 0
2000, SRQ, 4955, 1125, 43.04177, 64, 0, 0, 0, 0, 0
2000, STL, 169596, 36824, 50.63548, 3830, 0, 0, 0, 0, 0
2000, STT, 2769, 629, 48.65023, 27, 0, 0, 0, 0, 0
2000, STX, 732, 156, 47.59615, 10, 0, 0, 0, 0, 0
2000, SUX, 690, 126, 41.24603, 10, 0, 0, 0, 0, 0
2000, SWF, 1279, 441, 49.07256, 73, 0, 0, 0, 0, 0
2000, SYR, 11397, 3149, 44.28675, 428, 0, 0, 0, 0, 0
2000, TLH, 2122, 509, 45.45972, 73, 0, 0, 0, 0, 0
2000, TOL, 902, 228, 39.24122, 55, 0, 0, 0, 0, 0
2000, TPA, 64669, 16562, 51.03592, 1065, 0, 0, 0, 0, 0
2000, TRI, 1152, 244, 31.81967, 83, 0, 0, 0, 0, 0
2000, TUL, 19989, 4786, 49.35039, 379, 0, 0, 0, 0, 0
2000, TUS, 20111, 5814, 44.33574, 468, 0, 0, 0, 0, 0
2000, TVC, 1111, 263, 49.38403, 20, 0, 0, 0, 0, 0
2000, TYS, 6984, 1638, 45.23748, 188, 0, 0, 0, 0, 0
2000, VPS, 1310, 200, 47.21500, 11, 0, 0, 0, 0, 0
2000, WRG, 728, 224, 45.42857, 31, 0, 0, 0, 0, 0
2000, YAK, 727, 246, 50.28861, 31, 0, 0, 0, 0, 0
