año, destino, vuelos_totales,tiempo_atrasado_promedio_salida, atrasos_totales_salida, CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
1999, ORF, 15954, 2556, 45.80829, 600, 0, 0, 0, 0, 0
1999, OTZ, 890, 269, 38.69888, 63, 0, 0, 0, 0, 0
1999, PBI, 22016, 3733, 54.66889, 445, 0, 0, 0, 0, 0
1999, PDX, 56978, 8138, 48.04288, 833, 0, 0, 0, 0, 0
1999, PHL, 115235, 31774, 44.76833, 5683, 0, 0, 0, 0, 0
1999, PHX, 177701, 39893, 46.98167, 2651, 0, 0, 0, 0, 0
1999, PIA, 537, 59, 48.40677, 17, 0, 0, 0, 0, 0
1999, PIT, 101312, 22688, 44.14805, 3862, 0, 0, 0, 0, 0
1999, PNS, 6071, 879, 50.13538, 96, 0, 0, 0, 0, 0
1999, PSC, 1443, 121, 47.34710, 26, 0, 0, 0, 0, 0
1999, PSG, 726, 271, 44.69003, 65, 0, 0, 0, 0, 0
1999, PSP, 3944, 591, 55.17597, 39, 0, 0, 0, 0, 0
1999, PVD, 22934, 3737, 49.50762, 457, 0, 0, 0, 0, 0
1999, PWM, 5924, 796, 43.33417, 214, 0, 0, 0, 0, 0
1999, RAP, 1195, 102, 77.22549, 9, 0, 0, 0, 0, 0
1999, RDU, 34033, 5556, 48.59935, 991, 0, 0, 0, 0, 0
1999, RIC, 16545, 2628, 45.56582, 619, 0, 0, 0, 0, 0
1999, RNO, 29498, 5252, 50.17402, 336, 0, 0, 0, 0, 0
1999, ROA, 2409, 380, 31.39473, 161, 0, 0, 0, 0, 0
1999, ROC, 14894, 2847, 47.08394, 718, 0, 0, 0, 0, 0
1999, RST, 2195, 284, 41.27464, 104, 0, 0, 0, 0, 0
1999, RSW, 13749, 2122, 56.90433, 146, 0, 0, 0, 0, 0
1999, SAN, 68244, 11918, 45.23863, 1202, 0, 0, 0, 0, 0
1999, SAT, 38066, 4946, 46.29882, 446, 0, 0, 0, 0, 0
1999, SAV, 5082, 845, 42.21656, 124, 0, 0, 0, 0, 0
1999, SBA, 1677, 419, 71.45107, 28, 0, 0, 0, 0, 0
1999, SBN, 2929, 342, 40.12865, 108, 0, 0, 0, 0, 0
1999, SCC, 588, 164, 38.56097, 65, 0, 0, 0, 0, 0
1999, SDF, 22869, 3232, 49.98360, 419, 0, 0, 0, 0, 0
1999, SEA, 103160, 21806, 43.48913, 2259, 0, 0, 0, 0, 0
1999, SFO, 136952, 28789, 51.22783, 5210, 0, 0, 0, 0, 0
1999, SGF, 2056, 163, 42.29447, 52, 0, 0, 0, 0, 0
1999, SHV, 3873, 500, 54.06000, 77, 0, 0, 0, 0, 0
1999, SIT, 1330, 226, 55.86725, 18, 0, 0, 0, 0, 0
1999, SJC, 56219, 9298, 40.82555, 1049, 0, 0, 0, 0, 0
1999, SJU, 21406, 3449, 59.38996, 533, 0, 0, 0, 0, 0
1999, SLC, 81818, 10948, 48.47250, 1221, 0, 0, 0, 0, 0
1999, SMF, 36625, 6223, 45.35336, 262, 0, 0, 0, 0, 0
1999, SNA, 38154, 5904, 39.16006, 1144, 0, 0, 0, 0, 0
1999, SRQ, 5214, 697, 51.70014, 67, 0, 0, 0, 0, 0
1999, STL, 175708, 33167, 49.84403, 3603, 0, 0, 0, 0, 0
1999, STT, 2644, 393, 67.54198, 77, 0, 0, 0, 0, 0
1999, STX, 1064, 167, 43.11377, 35, 0, 0, 0, 0, 0
1999, SUX, 691, 39, 52.64102, 10, 0, 0, 0, 0, 0
1999, SWF, 1366, 211, 54.18483, 75, 0, 0, 0, 0, 0
1999, SYR, 11252, 1820, 46.71868, 400, 0, 0, 0, 0, 0
1999, TLH, 2344, 463, 45.70626, 91, 0, 0, 0, 0, 0
1999, TOL, 1035, 198, 26.42424, 83, 0, 0, 0, 0, 0
1999, TPA, 60186, 10622, 54.75287, 973, 0, 0, 0, 0, 0
1999, TRI, 1360, 164, 25.93902, 87, 0, 0, 0, 0, 0
1999, TUL, 18906, 2878, 48.47498, 287, 0, 0, 0, 0, 0
1999, TUS, 19360, 2899, 43.39910, 274, 0, 0, 0, 0, 0
1999, TVC, 962, 132, 65.22727, 18, 0, 0, 0, 0, 0
1999, TYS, 6748, 934, 48.56209, 142, 0, 0, 0, 0, 0
1999, VPS, 1093, 32, 97.84375, 7, 0, 0, 0, 0, 0
1999, WRG, 726, 254, 49.14960, 53, 0, 0, 0, 0, 0
1999, YAK, 725, 205, 50.15121, 21, 0, 0, 0, 0, 0
2000, ABE, 6302, 1150, 50.63391, 309, 0, 0, 0, 0, 0
2000, ABQ, 36447, 7293, 46.74880, 471, 0, 0, 0, 0, 0
2000, ADQ, 728, 188, 35.30851, 58, 0, 0, 0, 0, 0
2000, AGS, 993, 108, 39.52777, 21, 0, 0, 0, 0, 0
2000, AKN, 324, 97, 35.79381, 32, 0, 0, 0, 0, 0
2000, ALB, 13683, 2325, 50.13290, 422, 0, 0, 0, 0, 0
2000, AMA, 4790, 811, 45.44636, 119, 0, 0, 0, 0, 0
2000, ANC, 20782, 4966, 43.65263, 1155, 0, 0, 0, 0, 0
2000, ATL, 265708, 59555, 45.24011, 9278, 0, 0, 0, 0, 0
2000, AUS, 42686, 7278, 52.59892, 740, 0, 0, 0, 0, 0
2000, AVL, 1584, 154, 26.51948, 57, 0, 0, 0, 0, 0
2000, AVP, 1524, 200, 43.79500, 53, 0, 0, 0, 0, 0
2000, AZO, 1039, 122, 45.57377, 29, 0, 0, 0, 0, 0
2000, BDL, 36520, 6557, 48.46698, 1116, 0, 0, 0, 0, 0
2000, BET, 1036, 334, 43.56886, 92, 0, 0, 0, 0, 0
2000, BGM, 796, 124, 51.33870, 19, 0, 0, 0, 0, 0
2000, BHM, 19875, 3052, 48.43610, 303, 0, 0, 0, 0, 0
2000, BIL, 3026, 454, 54.83480, 69, 0, 0, 0, 0, 0
2000, BIS, 1422, 118, 43.27966, 21, 0, 0, 0, 0, 0
2000, BNA, 57676, 10637, 47.40471, 882, 0, 0, 0, 0, 0
2000, BOI, 12567, 2552, 52.46434, 161, 0, 0, 0, 0, 0
2000, BOS, 113056, 27799, 46.22529, 7689, 0, 0, 0, 0, 0
2000, BQN, 17, 1, 0, 1, 0, 0, 0, 0, 0
2000, BRO, 55, 5, 23.60000, 1, 0, 0, 0, 0, 0
2000, BRW, 959, 294, 39.27891, 105, 0, 0, 0, 0, 0
2000, BTR, 4449, 630, 50.18571, 114, 0, 0, 0, 0, 0
2000, BTV, 2634, 625, 51.72800, 102, 0, 0, 0, 0, 0
2000, BUF, 19102, 4301, 46.24482, 941, 0, 0, 0, 0, 0
2000, BUR, 27717, 7031, 43.80415, 890, 0, 0, 0, 0, 0
2000, BWI, 91220, 20124, 49.21183, 1889, 0, 0, 0, 0, 0
2000, BZN, 1856, 165, 53.30909, 18, 0, 0, 0, 0, 0
2000, CAE, 4885, 793, 34.44136, 274, 0, 0, 0, 0, 0
2000, CAK, 1052, 105, 37.02857, 26, 0, 0, 0, 0, 0
2000, CDV, 728, 188, 62.60106, 26, 0, 0, 0, 0, 0
2000, CHA, 1075, 107, 24.08411, 42, 0, 0, 0, 0, 0
2000, CHS, 6969, 1067, 40.15276, 272, 0, 0, 0, 0, 0
2000, CID, 5146, 1006, 41.67395, 342, 0, 0, 0, 0, 0
2000, CLE, 55591, 9306, 51.00977, 1337, 0, 0, 0, 0, 0
2000, CLT, 130623, 27476, 44.10066, 3957, 0, 0, 0, 0, 0
2000, CMH, 35654, 6457, 49.31578, 1136, 0, 0, 0, 0, 0
2000, COS, 12404, 2114, 50.78666, 464, 0, 0, 0, 0, 0
2000, CRP, 3096, 458, 47.60917, 61, 0, 0, 0, 0, 0
2000, CRW, 1146, 179, 34.29608, 47, 0, 0, 0, 0, 0
2000, CVG, 73816, 12765, 52.92291, 2388, 0, 0, 0, 0, 0
2000, DAB, 2037, 312, 53.09294, 32, 0, 0, 0, 0, 0
2000, DAL, 48534, 11555, 40.89588, 1342, 0, 0, 0, 0, 0
2000, DAY, 11168, 1955, 44.69104, 513, 0, 0, 0, 0, 0
2000, DCA, 85932, 14258, 37.36169, 4571, 0, 0, 0, 0, 0
2000, DEN, 137302, 38416, 53.28548, 4251, 0, 0, 0, 0, 0
2000, DFW, 246913, 52527, 48.59188, 8810, 0, 0, 0, 0, 0
2000, DLG, 302, 109, 54.27522, 32, 0, 0, 0, 0, 0
2000, DLH, 1031, 140, 49.00000, 42, 0, 0, 0, 0, 0
2000, DRO, 118, 9, 50.77777, 1, 0, 0, 0, 0, 0
2000, DSM, 6682, 1223, 53.41946, 236, 0, 0, 0, 0, 0
2000, DTW, 153510, 34552, 49.18328, 4976, 0, 0, 0, 0, 0
2000, DUT, 662, 307, 21.81758, 166, 0, 0, 0, 0, 0
2000, EGE, 1192, 241, 66.43568, 29, 0, 0, 0, 0, 0
2000, ELM, 1406, 141, 41.34042, 37, 0, 0, 0, 0, 0
2000, ELP, 23686, 4478, 44.53974, 304, 0, 0, 0, 0, 0
2000, ERI, 1440, 171, 31.56140, 61, 0, 0, 0, 0, 0
2000, EUG, 2148, 638, 59.44670, 89, 0, 0, 0, 0, 0
2000, EWR, 124496, 28519, 50.88933, 6330, 0, 0, 0, 0, 0
2000, FAI, 5379, 992, 42.78427, 281, 0, 0, 0, 0, 0
2000, FAR, 2346, 252, 41.69047, 55, 0, 0, 0, 0, 0
2000, FAT, 366, 36, 72.36111, 9, 0, 0, 0, 0, 0
2000, FAY, 1414, 155, 33.91612, 51, 0, 0, 0, 0, 0
2000, FCA, 1580, 165, 126.25454, 18, 0, 0, 0, 0, 0
2000, FLL, 50585, 10543, 62.15081, 812, 0, 0, 0, 0, 0
2000, FNT, 1279, 179, 39.54189, 39, 0, 0, 0, 0, 0
2000, FSD, 3488, 339, 61.94100, 60, 0, 0, 0, 0, 0
2000, FWA, 445, 66, 53.28787, 20, 0, 0, 0, 0, 0
2000, GEG, 13250, 2440, 47.27663, 311, 0, 0, 0, 0, 0
2000, GFK, 1023, 95, 52.29473, 23, 0, 0, 0, 0, 0
2000, GPT, 1079, 53, 48.18867, 18, 0, 0, 0, 0, 0
2000, GRB, 2904, 358, 49.81284, 70, 0, 0, 0, 0, 0
2000, GRR, 8006, 1204, 49.54568, 244, 0, 0, 0, 0, 0
2000, GSO, 15149, 2789, 46.88705, 577, 0, 0, 0, 0, 0
2000, GSP, 6896, 1246, 40.39807, 399, 0, 0, 0, 0, 0
2000, GST, 91, 15, 39.73333, 3, 0, 0, 0, 0, 0
2000, GTF, 2338, 268, 112.15671, 45, 0, 0, 0, 0, 0
2000, GUC, 221, 34, 54.20588, 3, 0, 0, 0, 0, 0
2000, HDN, 691, 139, 71.34532, 20, 0, 0, 0, 0, 0
2000, HLN, 718, 91, 46.94505, 16, 0, 0, 0, 0, 0
2000, HNL, 16897, 1712, 67.27336, 210, 0, 0, 0, 0, 0
2000, HOU, 56314, 13928, 43.08522, 1225, 0, 0, 0, 0, 0
2000, HPN, 5006, 1442, 38.38973, 604, 0, 0, 0, 0, 0
2000, HRL, 4167, 746, 43.18632, 82, 0, 0, 0, 0, 0
2000, HSV, 5770, 814, 37.35135, 274, 0, 0, 0, 0, 0
2000, IAD, 65462, 16368, 51.21926, 3678, 0, 0, 0, 0, 0
2000, IAH, 131047, 21428, 52.14546, 1817, 0, 0, 0, 0, 0
2000, ICT, 6541, 1085, 49.16866, 296, 0, 0, 0, 0, 0
2000, ILM, 2195, 252, 37.77380, 61, 0, 0, 0, 0, 0
2000, IND, 35261, 6611, 51.26032, 1016, 0, 0, 0, 0, 0
2000, ISP, 8440, 1125, 52.15200, 122, 0, 0, 0, 0, 0
2000, ITH, 1407, 142, 37.40140, 43, 0, 0, 0, 0, 0
2000, ITO, 914, 66, 25.06060, 5, 0, 0, 0, 0, 0
2000, JAC, 863, 209, 65.23923, 23, 0, 0, 0, 0, 0
2000, JAN, 9038, 1402, 50.41298, 170, 0, 0, 0, 0, 0
2000, JAX, 24639, 4132, 52.32623, 373, 0, 0, 0, 0, 0
2000, JFK, 45578, 9097, 54.03495, 1399, 0, 0, 0, 0, 0
2000, JNU, 4491, 1059, 55.15391, 113, 0, 0, 0, 0, 0
2000, KOA, 2500, 238, 76.06722, 25, 0, 0, 0, 0, 0
2000, KTN, 2507, 467, 58.26552, 57, 0, 0, 0, 0, 0
2000, LAN, 2460, 276, 51.30797, 78, 0, 0, 0, 0, 0
2000, LAS, 137763, 37868, 47.14978, 2373, 0, 0, 0, 0, 0
2000, LAX, 212118, 56239, 45.57396, 8120, 0, 0, 0, 0, 0
2000, LBB, 5681, 1085, 40.54009, 134, 0, 0, 0, 0, 0
2000, LEX, 3519, 511, 80.28571, 123, 0, 0, 0, 0, 0
2000, LGA, 104177, 29407, 45.41194, 7591, 0, 0, 0, 0, 0
2000, LGB, 3675, 581, 50.69191, 174, 0, 0, 0, 0, 0
2000, LIH, 2101, 142, 40.64084, 46, 0, 0, 0, 0, 0
2000, LIT, 13543, 2291, 45.35443, 334, 0, 0, 0, 0, 0
2000, LNK, 2743, 528, 55.37121, 75, 0, 0, 0, 0, 0
2000, LSE, 439, 42, 51.38095, 9, 0, 0, 0, 0, 0
2000, LWB, 82, 11, 44.27272, 1, 0, 0, 0, 0, 0
2000, MAF, 5345, 929, 44.26264, 106, 0, 0, 0, 0, 0
2000, MBS, 3912, 633, 48.65876, 201, 0, 0, 0, 0, 0
2000, MCI, 62080, 11741, 49.51120, 1091, 0, 0, 0, 0, 0
2000, MCO, 99951, 19000, 54.27510, 1958, 0, 0, 0, 0, 0
2000, MDT, 7344, 1261, 48.21015, 346, 0, 0, 0, 0, 0
2000, MDW, 53329, 13272, 48.14873, 1139, 0, 0, 0, 0, 0
2000, MEM, 54495, 8935, 49.16843, 1253, 0, 0, 0, 0, 0
2000, MFE, 3519, 389, 63.05398, 36, 0, 0, 0, 0, 0
2000, MFR, 1539, 493, 61.42799, 55, 0, 0, 0, 0, 0
2000, MGM, 991, 154, 49.79870, 21, 0, 0, 0, 0, 0
2000, MHT, 13731, 2810, 53.08718, 303, 0, 0, 0, 0, 0
2000, MIA, 66914, 13777, 60.72925, 1458, 0, 0, 0, 0, 0
2000, MIB, 89, 9, 49.11111, 1, 0, 0, 0, 0, 0
2000, MKE, 15411, 2360, 45.11610, 592, 0, 0, 0, 0, 0
2000, MLB, 1452, 158, 56.29113, 21, 0, 0, 0, 0, 0
2000, MLI, 1962, 271, 45.35424, 88, 0, 0, 0, 0, 0
2000, MLU, 2154, 298, 51.14093, 73, 0, 0, 0, 0, 0
2000, MOB, 4304, 780, 45.26282, 188, 0, 0, 0, 0, 0
2000, MOT, 1006, 116, 59.21551, 14, 0, 0, 0, 0, 0
2000, MRY, 341, 110, 37.73636, 51, 0, 0, 0, 0, 0
2000, MSN, 3976, 577, 49.22530, 132, 0, 0, 0, 0, 0
2000, MSO, 1865, 176, 51.17045, 21, 0, 0, 0, 0, 0
2000, MSP, 147284, 29268, 46.94967, 4320, 0, 0, 0, 0, 0
2000, MSY, 51199, 8529, 49.84804, 679, 0, 0, 0, 0, 0
2000, MTJ, 198, 13, 26.53846, 1, 0, 0, 0, 0, 0
2000, MYR, 2745, 342, 40.88596, 48, 0, 0, 0, 0, 0
2000, OAK, 57103, 14053, 42.77414, 885, 0, 0, 0, 0, 0
2000, OGG, 5621, 684, 72.90058, 66, 0, 0, 0, 0, 0
2000, OKC, 19878, 3634, 49.48651, 372, 0, 0, 0, 0, 0
2000, OMA, 17262, 3207, 55.27128, 312, 0, 0, 0, 0, 0
2000, OME, 940, 320, 47.51875, 56, 0, 0, 0, 0, 0
2000, ONT, 35722, 7696, 44.62668, 787, 0, 0, 0, 0, 0
2000, ORD, 296771, 95992, 48.65053, 19318, 0, 0, 0, 0, 0
2000, ORF, 15983, 2679, 49.50093, 548, 0, 0, 0, 0, 0
2000, OTZ, 882, 286, 52.19230, 39, 0, 0, 0, 0, 0
2000, PBI, 22995, 4636, 57.25431, 417, 0, 0, 0, 0, 0
2000, PDX, 57253, 11573, 47.33958, 1450, 0, 0, 0, 0, 0
2000, PHL, 121151, 33701, 45.62475, 6442, 0, 0, 0, 0, 0
2000, PHX, 188928, 52629, 46.66280, 5050, 0, 0, 0, 0, 0
2000, PIA, 18, 5, 9.00000, 3, 0, 0, 0, 0, 0
2000, PIT, 106238, 22070, 46.86488, 2973, 0, 0, 0, 0, 0
2000, PNS, 5734, 874, 42.58695, 182, 0, 0, 0, 0, 0
2000, PSC, 1454, 147, 44.79591, 36, 0, 0, 0, 0, 0
2000, PSG, 728, 216, 49.25925, 38, 0, 0, 0, 0, 0
2000, PSP, 4663, 976, 47.70286, 103, 0, 0, 0, 0, 0
2000, PVD, 25985, 4246, 51.14766, 564, 0, 0, 0, 0, 0
2000, PWM, 6107, 1163, 51.87446, 246, 0, 0, 0, 0, 0
2000, RAP, 1275, 114, 44.44736, 21, 0, 0, 0, 0, 0
2000, RDU, 35998, 6610, 47.18865, 1245, 0, 0, 0, 0, 0
2000, RIC, 17362, 3290, 43.62036, 893, 0, 0, 0, 0, 0
2000, RNO, 30672, 6481, 49.20259, 389, 0, 0, 0, 0, 0
2000, ROA, 2217, 329, 30.36778, 101, 0, 0, 0, 0, 0
2000, ROC, 13950, 3102, 51.16827, 735, 0, 0, 0, 0, 0
2000, RST, 2235, 378, 47.88095, 131, 0, 0, 0, 0, 0
2000, RSW, 14954, 2483, 57.30326, 243, 0, 0, 0, 0, 0
2000, SAN, 72706, 16831, 46.82258, 1578, 0, 0, 0, 0, 0
2000, SAT, 38704, 6442, 49.47376, 625, 0, 0, 0, 0, 0
2000, SAV, 5377, 852, 41.56103, 109, 0, 0, 0, 0, 0
2000, SBA, 2601, 762, 55.87664, 134, 0, 0, 0, 0, 0
2000, SBN, 2016, 260, 37.54230, 74, 0, 0, 0, 0, 0
2000, SCC, 382, 110, 38.20000, 42, 0, 0, 0, 0, 0
2000, SDF, 22476, 3514, 52.12037, 450, 0, 0, 0, 0, 0
2000, SEA, 104910, 25658, 46.21755, 3264, 0, 0, 0, 0, 0
2000, SFO, 135032, 39400, 51.44116, 7177, 0, 0, 0, 0, 0
2000, SGF, 2065, 242, 40.50826, 75, 0, 0, 0, 0, 0
2000, SHV, 3520, 566, 49.81272, 126, 0, 0, 0, 0, 0
2000, SIT, 1310, 218, 61.22935, 17, 0, 0, 0, 0, 0
2000, SJC, 67715, 15474, 45.02662, 1561, 0, 0, 0, 0, 0
2000, SJU, 25153, 4140, 56.85724, 424, 0, 0, 0, 0, 0
2000, SLC, 80496, 14526, 48.80682, 1678, 0, 0, 0, 0, 0
2000, SMF, 38814, 9060, 46.25584, 462, 0, 0, 0, 0, 0
2000, SNA, 43556, 8906, 41.18830, 1758, 0, 0, 0, 0, 0
2000, SRQ, 4942, 639, 54.81064, 70, 0, 0, 0, 0, 0
2000, STL, 169606, 37212, 50.25204, 3789, 0, 0, 0, 0, 0
2000, STT, 2770, 353, 61.17563, 39, 0, 0, 0, 0, 0
2000, STX, 732, 90, 56.20000, 11, 0, 0, 0, 0, 0
2000, SUX, 691, 67, 49.92537, 12, 0, 0, 0, 0, 0
2000, SWF, 1278, 223, 50.77130, 74, 0, 0, 0, 0, 0
2000, SYR, 11376, 1827, 43.78160, 442, 0, 0, 0, 0, 0
2000, TLH, 2118, 417, 44.17985, 68, 0, 0, 0, 0, 0
2000, TOL, 901, 122, 28.90983, 54, 0, 0, 0, 0, 0
2000, TPA, 64645, 12064, 54.62301, 1186, 0, 0, 0, 0, 0
2000, TRI, 1152, 154, 24.27272, 70, 0, 0, 0, 0, 0
2000, TUL, 19942, 3391, 50.16101, 391, 0, 0, 0, 0, 0
2000, TUS, 20109, 3930, 44.83562, 512, 0, 0, 0, 0, 0
2000, TVC, 1111, 164, 67.43902, 21, 0, 0, 0, 0, 0
2000, TYS, 6950, 1138, 48.51581, 199, 0, 0, 0, 0, 0
2000, VPS, 1310, 98, 67.83673, 17, 0, 0, 0, 0, 0
2000, WRG, 728, 185, 50.76756, 40, 0, 0, 0, 0, 0
2000, YAK, 728, 201, 56.50746, 24, 0, 0, 0, 0, 0
2001, ABE, 5262, 765, 46.98823, 258, 0, 0, 0, 0, 0
2001, ABI, 2567, 324, 34.44444, 128, 0, 0, 0, 0, 0
2001, ABQ, 36248, 5645, 42.46200, 715, 0, 0, 0, 0, 0
2001, ACT, 2686, 320, 34.96562, 121, 0, 0, 0, 0, 0
2001, ACY, 1, 1, 106.00000, , 0, 0, 0, 0, 0
2001, ADQ, 726, 160, 38.98125, 44, 0, 0, 0, 0, 0
2001, AKN, 284, 78, 44.71794, 15, 0, 0, 0, 0, 0
2001, ALB, 16349, 2620, 42.94389, 611, 0, 0, 0, 0, 0
2001, AMA, 6138, 866, 42.38914, 196, 0, 0, 0, 0, 0
2001, ANC, 21186, 4031, 44.65269, 715, 0, 0, 0, 0, 0
2001, APF, 364, 66, 26.84848, 22, 0, 0, 0, 0, 0
2001, ATL, 251671, 52877, 40.18643, 9687, 0, 0, 0, 0, 0
2001, AUS, 42912, 5706, 42.14633, 1149, 0, 0, 0, 0, 0
2001, AVL, 1586, 148, 20.11486, 75, 0, 0, 0, 0, 0
2001, AVP, 1446, 147, 40.86394, 53, 0, 0, 0, 0, 0
2001, AZO, 2647, 491, 36.84725, 175, 0, 0, 0, 0, 0
2001, BDL, 36003, 5680, 42.59876, 1300, 0, 0, 0, 0, 0
2001, BET, 1153, 222, 47.06756, 42, 0, 0, 0, 0, 0
2001, BFL, 1669, 391, 31.63682, 118, 0, 0, 0, 0, 0
2001, BGM, 376, 38, 41.00000, 9, 0, 0, 0, 0, 0
2001, BGR, 3708, 1213, 44.72217, 361, 0, 0, 0, 0, 0
2001, BHM, 18777, 2590, 43.90965, 389, 0, 0, 0, 0, 0
2001, BIL, 3124, 301, 52.72425, 79, 0, 0, 0, 0, 0
2001, BIS, 1389, 99, 50.12121, 29, 0, 0, 0, 0, 0
2001, BMI, 1434, 337, 39.72106, 121, 0, 0, 0, 0, 0
2001, BNA, 56294, 7991, 42.13965, 1222, 0, 0, 0, 0, 0
2001, BOI, 12076, 1689, 47.26110, 247, 0, 0, 0, 0, 0
2001, BOS, 133013, 34397, 38.68404, 10650, 0, 0, 0, 0, 0
2001, BPT, 1728, 214, 43.54672, 65, 0, 0, 0, 0, 0
2001, BQN, 259, 16, 19.00000, 8, 0, 0, 0, 0, 0
2001, BRO, 254, 26, 37.69230, 6, 0, 0, 0, 0, 0
2001, BRW, 868, 190, 39.93684, 57, 0, 0, 0, 0, 0
2001, BTR, 5028, 802, 47.79925, 175, 0, 0, 0, 0, 0
2001, BTV, 4442, 999, 44.03003, 288, 0, 0, 0, 0, 0
2001, BUF, 20388, 3445, 44.64034, 945, 0, 0, 0, 0, 0
2001, BUR, 26761, 4885, 39.43602, 819, 0, 0, 0, 0, 0
2001, BWI, 99834, 18989, 44.47975, 2435, 0, 0, 0, 0, 0
2001, BZN, 1658, 157, 55.52229, 22, 0, 0, 0, 0, 0
2001, CAE, 3477, 521, 36.71785, 194, 0, 0, 0, 0, 0
2001, CAK, 950, 146, 26.06849, 72, 0, 0, 0, 0, 0
2001, CDV, 725, 152, 55.90131, 18, 0, 0, 0, 0, 0
2001, CHA, 1862, 279, 32.87096, 105, 0, 0, 0, 0, 0
2001, CHS, 6111, 786, 35.40076, 271, 0, 0, 0, 0, 0
2001, CID, 7159, 1159, 40.08024, 444, 0, 0, 0, 0, 0
2001, CLE, 53463, 7626, 45.30815, 1781, 0, 0, 0, 0, 0
2001, CLL, 2553, 274, 37.96350, 110, 0, 0, 0, 0, 0
2001, CLT, 128349, 22999, 37.93717, 4715, 0, 0, 0, 0, 0
2001, CMH, 39195, 6363, 44.93980, 1577, 0, 0, 0, 0, 0
2001, CMI, 1829, 432, 39.98148, 146, 0, 0, 0, 0, 0
2001, COS, 11176, 1579, 41.97973, 498, 0, 0, 0, 0, 0
2001, CRP, 5359, 951, 44.01892, 193, 0, 0, 0, 0, 0
2001, CRW, 827, 116, 32.23275, 56, 0, 0, 0, 0, 0
2001, CVG, 66264, 9654, 43.11394, 2321, 0, 0, 0, 0, 0
2001, DAB, 1807, 262, 53.74427, 39, 0, 0, 0, 0, 0
2001, DAL, 47923, 9317, 35.08833, 1621, 0, 0, 0, 0, 0
2001, DAY, 11082, 1698, 43.37220, 483, 0, 0, 0, 0, 0
2001, DBQ, 1321, 303, 34.56105, 122, 0, 0, 0, 0, 0
2001, DCA, 82472, 15230, 27.43401, 7484, 0, 0, 0, 0, 0
2001, DEN, 132591, 29318, 48.40906, 5268, 0, 0, 0, 0, 0
2001, DFW, 312036, 64192, 41.81951, 13095, 0, 0, 0, 0, 0
2001, DLG, 264, 65, 54.69230, 19, 0, 0, 0, 0, 0
2001, DLH, 1922, 353, 46.16997, 108, 0, 0, 0, 0, 0
2001, DRO, 138, 26, 76.57692, 5, 0, 0, 0, 0, 0
2001, DSM, 8806, 1484, 47.01145, 388, 0, 0, 0, 0, 0
2001, DTW, 148767, 28773, 43.63639, 5147, 0, 0, 0, 0, 0
2001, DUT, 608, 294, 32.38775, 111, 0, 0, 0, 0, 0
2001, EGE, 1101, 186, 71.44623, 6, 0, 0, 0, 0, 0
2001, ELM, 966, 94, 37.24468, 26, 0, 0, 0, 0, 0
2001, ELP, 21569, 3165, 42.22432, 418, 0, 0, 0, 0, 0
2001, ERI, 1454, 181, 27.27071, 88, 0, 0, 0, 0, 0
2001, EUG, 1945, 372, 53.17204, 92, 0, 0, 0, 0, 0
2001, EVV, 1738, 425, 47.01647, 112, 0, 0, 0, 0, 0
2001, EWR, 120522, 23222, 44.03755, 6440, 0, 0, 0, 0, 0
2001, EYW, 2744, 521, 39.25911, 138, 0, 0, 0, 0, 0
2001, FAI, 5413, 911, 43.81778, 171, 0, 0, 0, 0, 0
2001, FAR, 1745, 181, 51.94475, 52, 0, 0, 0, 0, 0
2001, FAT, 3752, 801, 35.68539, 185, 0, 0, 0, 0, 0
2001, FAY, 532, 65, 18.56923, 46, 0, 0, 0, 0, 0
2001, FCA, 1579, 185, 64.85945, 43, 0, 0, 0, 0, 0
2001, FLL, 53145, 9679, 49.58745, 1308, 0, 0, 0, 0, 0
2001, FNT, 1140, 114, 32.00877, 40, 0, 0, 0, 0, 0
2001, FSD, 3019, 288, 48.37847, 80, 0, 0, 0, 0, 0
2001, FSM, 2890, 348, 30.48275, 154, 0, 0, 0, 0, 0
2001, FWA, 2614, 557, 42.07001, 157, 0, 0, 0, 0, 0
2001, GEG, 12479, 2058, 43.71914, 304, 0, 0, 0, 0, 0
2001, GFK, 568, 52, 85.65384, 11, 0, 0, 0, 0, 0
2001, GGG, 1733, 191, 30.75916, 79, 0, 0, 0, 0, 0
2001, GPT, 867, 83, 35.66265, 28, 0, 0, 0, 0, 0
2001, GRB, 3905, 573, 44.43455, 153, 0, 0, 0, 0, 0
2001, GRR, 11009, 1911, 45.39560, 490, 0, 0, 0, 0, 0
2001, GSO, 14992, 2430, 41.68888, 744, 0, 0, 0, 0, 0
2001, GSP, 7255, 1303, 37.89178, 428, 0, 0, 0, 0, 0
2001, GST, 91, 12, 39.16666, 1, 0, 0, 0, 0, 0
2001, GTF, 2220, 196, 39.46938, 47, 0, 0, 0, 0, 0
2001, GUC, 225, 33, 75.60606, 1, 0, 0, 0, 0, 0
2001, HDN, 595, 126, 81.73809, 16, 0, 0, 0, 0, 0
2001, HLN, 848, 89, 41.79775, 20, 0, 0, 0, 0, 0
2001, HNL, 34340, 4294, 40.45365, 800, 0, 0, 0, 0, 0
2001, HOU, 59416, 12922, 38.62977, 2114, 0, 0, 0, 0, 0
2001, HPN, 7553, 2058, 30.47716, 961, 0, 0, 0, 0, 0
