año, destino, vuelos_totales,tiempo_atrasado_promedio_salida, atrasos_totales_salida, CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay  
2001, HRL, 5054, 964, 40.75103, 182, 0, 0, 0, 0, 0
2001, HSV, 5638, 785, 33.96305, 293, 0, 0, 0, 0, 0
2001, IAD, 54869, 10818, 46.96524, 2649, 0, 0, 0, 0, 0
2001, IAH, 128581, 18927, 45.36535, 3278, 0, 0, 0, 0, 0
2001, ICT, 7873, 1034, 46.78143, 306, 0, 0, 0, 0, 0
2001, ILE, 3189, 536, 36.63246, 228, 0, 0, 0, 0, 0
2001, ILM, 2135, 204, 27.90686, 77, 0, 0, 0, 0, 0
2001, IND, 37871, 5970, 45.67671, 1268, 0, 0, 0, 0, 0
2001, ISP, 11929, 2041, 40.50367, 510, 0, 0, 0, 0, 0
2001, ITH, 966, 82, 34.79268, 31, 0, 0, 0, 0, 0
2001, ITO, 4073, 398, 28.51256, 58, 0, 0, 0, 0, 0
2001, JAC, 819, 186, 63.90322, 29, 0, 0, 0, 0, 0
2001, JAN, 9132, 1290, 44.58682, 219, 0, 0, 0, 0, 0
2001, JAX, 26398, 3813, 45.43115, 661, 0, 0, 0, 0, 0
2001, JFK, 61457, 17198, 45.69694, 3692, 0, 0, 0, 0, 0
2001, JNU, 4582, 1033, 52.90706, 136, 0, 0, 0, 0, 0
2001, KOA, 7508, 919, 47.85201, 150, 0, 0, 0, 0, 0
2001, KTN, 2520, 449, 55.77282, 68, 0, 0, 0, 0, 0
2001, LAN, 2614, 268, 35.77985, 101, 0, 0, 0, 0, 0
2001, LAS, 136107, 27836, 43.70947, 3015, 0, 0, 0, 0, 0
2001, LAW, 2327, 305, 38.20983, 126, 0, 0, 0, 0, 0
2001, LAX, 224984, 46586, 38.55776, 9540, 0, 0, 0, 0, 0
2001, LBB, 8328, 1341, 37.86055, 336, 0, 0, 0, 0, 0
2001, LEX, 2949, 302, 43.13576, 96, 0, 0, 0, 0, 0
2001, LFT, 2133, 336, 44.28273, 78, 0, 0, 0, 0, 0
2001, LGA, 116470, 26638, 38.01351, 9474, 0, 0, 0, 0, 0
2001, LGB, 2827, 335, 45.62686, 101, 0, 0, 0, 0, 0
2001, LIH, 7878, 869, 29.38319, 235, 0, 0, 0, 0, 0
2001, LIT, 15765, 2198, 41.15423, 455, 0, 0, 0, 0, 0
2001, LNK, 1402, 208, 58.48076, 22, 0, 0, 0, 0, 0
2001, LRD, 1501, 257, 45.94552, 48, 0, 0, 0, 0, 0
2001, LSE, 1756, 358, 41.18715, 118, 0, 0, 0, 0, 0
2001, LWB, 77, 6, 35.83333, 2, 0, 0, 0, 0, 0
2001, MAF, 7477, 1164, 37.74226, 253, 0, 0, 0, 0, 0
2001, MAZ, 119, 27, 32.00000, 9, 0, 0, 0, 0, 0
2001, MBS, 2946, 322, 49.58074, 104, 0, 0, 0, 0, 0
2001, MCI, 61301, 9076, 42.87836, 1623, 0, 0, 0, 0, 0
2001, MCO, 99006, 15694, 47.85191, 2609, 0, 0, 0, 0, 0
2001, MDT, 6827, 1051, 44.52235, 339, 0, 0, 0, 0, 0
2001, MDW, 50427, 9349, 43.65386, 1053, 0, 0, 0, 0, 0
2001, MEM, 55240, 9067, 44.59325, 1752, 0, 0, 0, 0, 0
2001, MFE, 3368, 355, 56.93521, 78, 0, 0, 0, 0, 0
2001, MFR, 1371, 281, 53.49466, 50, 0, 0, 0, 0, 0
2001, MHT, 16106, 2588, 44.42349, 563, 0, 0, 0, 0, 0
2001, MIA, 75838, 15744, 50.59521, 2408, 0, 0, 0, 0, 0
2001, MKE, 17926, 2566, 38.13445, 784, 0, 0, 0, 0, 0
2001, MLB, 1663, 196, 63.10204, 33, 0, 0, 0, 0, 0
2001, MLI, 2030, 247, 44.19433, 49, 0, 0, 0, 0, 0
2001, MLU, 1574, 195, 49.00512, 36, 0, 0, 0, 0, 0
2001, MOB, 3323, 603, 43.47429, 176, 0, 0, 0, 0, 0
2001, MOT, 1093, 112, 52.76785, 22, 0, 0, 0, 0, 0
2001, MQT, 299, 52, 48.36538, 25, 0, 0, 0, 0, 0
2001, MRY, 2319, 521, 36.94049, 101, 0, 0, 0, 0, 0
2001, MSN, 6374, 1042, 39.73992, 321, 0, 0, 0, 0, 0
2001, MSO, 1912, 167, 72.19760, 33, 0, 0, 0, 0, 0
2001, MSP, 142507, 25679, 43.25242, 4792, 0, 0, 0, 0, 0
2001, MSY, 51055, 7493, 45.18190, 1079, 0, 0, 0, 0, 0
2001, MTJ, 263, 18, 56.66666, , 0, 0, 0, 0, 0
2001, MYR, 2869, 275, 34.48727, 68, 0, 0, 0, 0, 0
2001, OAK, 62763, 13083, 37.53229, 1491, 0, 0, 0, 0, 0
2001, OGG, 14665, 2186, 36.54711, 413, 0, 0, 0, 0, 0
2001, OKC, 21780, 3541, 41.06495, 666, 0, 0, 0, 0, 0
2001, OMA, 18744, 2939, 47.39945, 488, 0, 0, 0, 0, 0
2001, OME, 1010, 260, 47.17307, 45, 0, 0, 0, 0, 0
2001, ONT, 35682, 5561, 40.72702, 868, 0, 0, 0, 0, 0
2001, ORD, 341284, 85680, 43.99438, 18832, 0, 0, 0, 0, 0
2001, ORF, 18512, 2901, 46.64908, 705, 0, 0, 0, 0, 0
2001, ORH, 997, 287, 33.27874, 157, 0, 0, 0, 0, 0
2001, OTZ, 977, 256, 48.06250, 46, 0, 0, 0, 0, 0
2001, PBI, 25969, 4255, 47.89659, 701, 0, 0, 0, 0, 0
2001, PDX, 55092, 9199, 41.88748, 1505, 0, 0, 0, 0, 0
2001, PHL, 119686, 27629, 42.15317, 6165, 0, 0, 0, 0, 0
2001, PHX, 184323, 37855, 43.37886, 4763, 0, 0, 0, 0, 0
2001, PIA, 1770, 413, 34.85956, 140, 0, 0, 0, 0, 0
2001, PIT, 106361, 17923, 39.85326, 4010, 0, 0, 0, 0, 0
2001, PNS, 5231, 712, 37.07303, 211, 0, 0, 0, 0, 0
2001, PSC, 1081, 118, 52.54237, 26, 0, 0, 0, 0, 0
2001, PSG, 726, 226, 54.69026, 46, 0, 0, 0, 0, 0
2001, PSP, 7716, 1672, 41.92105, 265, 0, 0, 0, 0, 0
2001, PVD, 29785, 4787, 43.15395, 1135, 0, 0, 0, 0, 0
2001, PWM, 9844, 2247, 42.15264, 702, 0, 0, 0, 0, 0
2001, RAP, 1335, 159, 46.37735, 40, 0, 0, 0, 0, 0
2001, RDR, 46, 2, 109.00000, , 0, 0, 0, 0, 0
2001, RDU, 39074, 6172, 44.29018, 1371, 0, 0, 0, 0, 0
2001, RIC, 18366, 3256, 41.45393, 985, 0, 0, 0, 0, 0
2001, RNO, 25869, 4387, 46.32596, 453, 0, 0, 0, 0, 0
2001, ROA, 1640, 264, 30.74242, 109, 0, 0, 0, 0, 0
2001, ROC, 15270, 3078, 43.59519, 954, 0, 0, 0, 0, 0
2001, RST, 2185, 315, 43.67936, 109, 0, 0, 0, 0, 0
2001, RSW, 17857, 2683, 51.12076, 485, 0, 0, 0, 0, 0
2001, SAN, 81937, 15222, 40.00742, 2701, 0, 0, 0, 0, 0
2001, SAT, 37085, 4920, 43.92825, 853, 0, 0, 0, 0, 0
2001, SAV, 6735, 995, 37.23115, 287, 0, 0, 0, 0, 0
2001, SBA, 5821, 1370, 36.06861, 387, 0, 0, 0, 0, 0
2001, SBN, 1332, 158, 34.30379, 72, 0, 0, 0, 0, 0
2001, SBP, 2474, 594, 39.51346, 120, 0, 0, 0, 0, 0
2001, SCC, 466, 87, 60.34482, 19, 0, 0, 0, 0, 0
2001, SDF, 21131, 2700, 43.91555, 480, 0, 0, 0, 0, 0
2001, SEA, 102752, 22807, 42.63651, 3202, 0, 0, 0, 0, 0
2001, SFO, 121735, 25857, 42.33600, 6262, 0, 0, 0, 0, 0
2001, SGF, 5050, 735, 36.99183, 228, 0, 0, 0, 0, 0
2001, SHV, 6014, 945, 40.12063, 274, 0, 0, 0, 0, 0
2001, SIT, 1379, 237, 46.54430, 20, 0, 0, 0, 0, 0
2001, SJC, 72328, 13879, 37.47539, 2451, 0, 0, 0, 0, 0
2001, SJT, 2256, 218, 29.61467, 122, 0, 0, 0, 0, 0
2001, SJU, 26452, 4924, 54.64906, 753, 0, 0, 0, 0, 0
2001, SLC, 76404, 12107, 45.53035, 1931, 0, 0, 0, 0, 0
2001, SMF, 40199, 7008, 41.37885, 779, 0, 0, 0, 0, 0
2001, SNA, 43433, 7650, 36.38718, 1840, 0, 0, 0, 0, 0
2001, SPS, 1997, 309, 37.49838, 111, 0, 0, 0, 0, 0
2001, SRQ, 4523, 545, 48.01651, 99, 0, 0, 0, 0, 0
2001, STL, 162187, 27985, 41.86871, 4009, 0, 0, 0, 0, 0
2001, STT, 3360, 444, 49.70495, 70, 0, 0, 0, 0, 0
2001, STX, 908, 143, 41.56643, 23, 0, 0, 0, 0, 0
2001, SUX, 273, 28, 42.75000, 10, 0, 0, 0, 0, 0
2001, SWF, 1192, 206, 45.64077, 69, 0, 0, 0, 0, 0
2001, SYR, 11137, 1716, 40.86771, 502, 0, 0, 0, 0, 0
2001, TLH, 1480, 216, 43.63425, 45, 0, 0, 0, 0, 0
2001, TOL, 2241, 463, 39.42548, 148, 0, 0, 0, 0, 0
2001, TPA, 68644, 11107, 45.94670, 1678, 0, 0, 0, 0, 0
2001, TRI, 548, 44, 21.40909, 20, 0, 0, 0, 0, 0
2001, TUL, 22776, 3485, 41.93314, 759, 0, 0, 0, 0, 0
2001, TUS, 19549, 2900, 42.92137, 488, 0, 0, 0, 0, 0
2001, TVC, 2536, 465, 46.04301, 100, 0, 0, 0, 0, 0
2001, TXK, 1737, 202, 26.93069, 111, 0, 0, 0, 0, 0
2001, TYR, 3187, 399, 31.65664, 167, 0, 0, 0, 0, 0
2001, TYS, 5567, 686, 45.11516, 185, 0, 0, 0, 0, 0
2001, VPS, 1727, 180, 51.38888, 42, 0, 0, 0, 0, 0
2001, WRG, 726, 198, 56.21212, 43, 0, 0, 0, 0, 0
2001, XNA, 5882, 1350, 43.07333, 398, 0, 0, 0, 0, 0
2001, YAK, 726, 150, 66.14000, 17, 0, 0, 0, 0, 0
2002, ABE, 2090, 158, 52.59493, 43, 0, 0, 0, 0, 0
2002, ABI, 2437, 183, 52.26775, 26, 0, 0, 0, 0, 0
2002, ABQ, 36240, 4842, 42.86968, 290, 0, 0, 0, 0, 0
2002, ACT, 2390, 140, 43.50000, 31, 0, 0, 0, 0, 0
2002, ADQ, 726, 133, 33.14285, 42, 0, 0, 0, 0, 0
2002, AGS, 3, 3, 0, 3, 0, 0, 0, 0, 0
2002, AKN, 322, 53, 52.92452, 4, 0, 0, 0, 0, 0
2002, ALB, 13961, 1671, 53.57749, 157, 0, 0, 0, 0, 0
2002, AMA, 6320, 947, 43.37275, 130, 0, 0, 0, 0, 0
2002, ANC, 21094, 3800, 40.92657, 581, 0, 0, 0, 0, 0
2002, ATL, 231928, 36604, 44.51641, 2541, 0, 0, 0, 0, 0
2002, AUS, 39202, 4042, 44.69520, 450, 0, 0, 0, 0, 0
2002, AVL, 980, 47, 18.04255, 25, 0, 0, 0, 0, 0
2002, AVP, 1375, 80, 46.37500, 24, 0, 0, 0, 0, 0
2002, AZO, 1981, 279, 33.20071, 108, 0, 0, 0, 0, 0
2002, BDL, 33219, 3572, 51.68812, 396, 0, 0, 0, 0, 0
2002, BET, 1399, 262, 33.00000, 77, 0, 0, 0, 0, 0
2002, BGR, 3127, 577, 45.20623, 113, 0, 0, 0, 0, 0
2002, BHM, 17398, 2071, 48.07436, 139, 0, 0, 0, 0, 0
2002, BIL, 2881, 214, 76.50467, 16, 0, 0, 0, 0, 0
2002, BIS, 1427, 100, 66.26000, 11, 0, 0, 0, 0, 0
2002, BMI, 901, 193, 34.16580, 63, 0, 0, 0, 0, 0
2002, BNA, 49883, 6311, 46.02551, 322, 0, 0, 0, 0, 0
2002, BOI, 10982, 1068, 46.91011, 57, 0, 0, 0, 0, 0
2002, BOS, 109820, 15241, 45.32445, 2127, 0, 0, 0, 0, 0
2002, BPT, 384, 32, 46.90625, 11, 0, 0, 0, 0, 0
2002, BQN, 246, 17, 36.17647, 1, 0, 0, 0, 0, 0
2002, BRO, 249, 12, 68.08333, , 0, 0, 0, 0, 0
2002, BRW, 751, 137, 50.23357, 23, 0, 0, 0, 0, 0
2002, BTR, 3459, 481, 48.38669, 67, 0, 0, 0, 0, 0
2002, BTV, 3024, 357, 51.81232, 31, 0, 0, 0, 0, 0
2002, BUF, 15709, 1734, 53.10899, 157, 0, 0, 0, 0, 0
2002, BUR, 25602, 4048, 40.04570, 160, 0, 0, 0, 0, 0
2002, BWI, 86856, 15284, 48.77420, 775, 0, 0, 0, 0, 0
2002, BZN, 1634, 141, 77.10638, 8, 0, 0, 0, 0, 0
2002, CAE, 1783, 220, 46.25454, 31, 0, 0, 0, 0, 0
2002, CAK, 327, 70, 44.44285, 2, 0, 0, 0, 0, 0
2002, CDV, 726, 154, 69.46103, 18, 0, 0, 0, 0, 0
2002, CHA, 842, 133, 51.61654, 27, 0, 0, 0, 0, 0
2002, CHS, 4487, 425, 44.79764, 43, 0, 0, 0, 0, 0
2002, CID, 4764, 540, 44.21851, 134, 0, 0, 0, 0, 0
2002, CLE, 44584, 5156, 51.05488, 588, 0, 0, 0, 0, 0
2002, CLL, 2178, 115, 56.72173, 36, 0, 0, 0, 0, 0
2002, CLT, 110747, 15676, 43.03323, 1027, 0, 0, 0, 0, 0
2002, CMH, 35485, 4174, 51.02827, 487, 0, 0, 0, 0, 0
2002, CMI, 1752, 313, 42.25239, 81, 0, 0, 0, 0, 0
2002, COS, 8324, 703, 63.46514, 71, 0, 0, 0, 0, 0
2002, CRP, 4632, 828, 46.69202, 66, 0, 0, 0, 0, 0
2002, CVG, 61586, 7454, 49.04051, 853, 0, 0, 0, 0, 0
2002, DAB, 1444, 155, 54.81935, 11, 0, 0, 0, 0, 0
2002, DAL, 43191, 9228, 35.71889, 1544, 0, 0, 0, 0, 0
2002, DAY, 8217, 1094, 55.57769, 133, 0, 0, 0, 0, 0
2002, DBQ, 1064, 162, 53.75925, 35, 0, 0, 0, 0, 0
2002, DCA, 69264, 6561, 43.93354, 1273, 0, 0, 0, 0, 0
2002, DEN, 120274, 13607, 52.60292, 706, 0, 0, 0, 0, 0
2002, DFW, 281299, 38951, 48.35996, 3451, 0, 0, 0, 0, 0
2002, DLG, 308, 40, 49.05000, 7, 0, 0, 0, 0, 0
2002, DLH, 2069, 256, 51.20312, 50, 0, 0, 0, 0, 0
2002, DRO, 354, 24, 54.95833, 4, 0, 0, 0, 0, 0
2002, DSM, 8458, 924, 51.71645, 153, 0, 0, 0, 0, 0
2002, DTW, 140681, 26666, 47.34714, 2217, 0, 0, 0, 0, 0
2002, DUT, 738, 325, 23.93230, 149, 0, 0, 0, 0, 0
2002, EGE, 1072, 180, 96.22222, 5, 0, 0, 0, 0, 0
2002, ELP, 20928, 2565, 44.99298, 234, 0, 0, 0, 0, 0
2002, ERI, 20, 2, 22.00000, , 0, 0, 0, 0, 0
2002, EUG, 1235, 123, 63.36585, 2, 0, 0, 0, 0, 0
2002, EVV, 1573, 283, 49.21201, 74, 0, 0, 0, 0, 0
2002, EWR, 102416, 11627, 50.96877, 1373, 0, 0, 0, 0, 0
2002, EYW, 1636, 140, 38.90714, 8, 0, 0, 0, 0, 0
2002, FAI, 5373, 859, 43.81024, 116, 0, 0, 0, 0, 0
2002, FAR, 2405, 188, 41.70744, 39, 0, 0, 0, 0, 0
2002, FAT, 3320, 287, 50.18118, 57, 0, 0, 0, 0, 0
2002, FCA, 1549, 90, 71.00000, 4, 0, 0, 0, 0, 0
2002, FLL, 49237, 6642, 50.74781, 206, 0, 0, 0, 0, 0
2002, FNT, 990, 91, 50.20879, 15, 0, 0, 0, 0, 0
2002, FSD, 2099, 179, 54.86592, 31, 0, 0, 0, 0, 0
2002, FSM, 2787, 170, 47.30000, 39, 0, 0, 0, 0, 0
2002, FWA, 2356, 401, 44.18703, 97, 0, 0, 0, 0, 0
2002, GEG, 12172, 1277, 43.21299, 125, 0, 0, 0, 0, 0
2002, GFK, 938, 70, 51.74285, 9, 0, 0, 0, 0, 0
2002, GGG, 1404, 81, 45.86419, 20, 0, 0, 0, 0, 0
2002, GPT, 1015, 87, 79.91954, 18, 0, 0, 0, 0, 0
2002, GRB, 4506, 519, 46.41233, 119, 0, 0, 0, 0, 0
2002, GRR, 10231, 1334, 49.63043, 225, 0, 0, 0, 0, 0
2002, GSO, 9930, 1211, 51.76383, 149, 0, 0, 0, 0, 0
2002, GSP, 4697, 674, 42.82047, 117, 0, 0, 0, 0, 0
2002, GST, 91, 24, 26.37500, 10, 0, 0, 0, 0, 0
2002, GTF, 2071, 167, 74.81437, 25, 0, 0, 0, 0, 0
2002, GUC, 212, 19, 82.05263, 2, 0, 0, 0, 0, 0
2002, HDN, 635, 85, 104.48235, 2, 0, 0, 0, 0, 0
2002, HLN, 795, 55, 39.23636, 14, 0, 0, 0, 0, 0
2002, HNL, 11036, 854, 73.37119, 33, 0, 0, 0, 0, 0
2002, HOU, 55236, 12778, 39.81452, 1490, 0, 0, 0, 0, 0
2002, HPN, 5650, 955, 45.22722, 260, 0, 0, 0, 0, 0
2002, HRL, 4123, 766, 42.52349, 92, 0, 0, 0, 0, 0
2002, HSV, 3478, 437, 51.58581, 64, 0, 0, 0, 0, 0
2002, IAD, 44435, 4902, 54.39453, 591, 0, 0, 0, 0, 0
2002, IAH, 119677, 12057, 48.34527, 666, 0, 0, 0, 0, 0
2002, ICT, 5373, 541, 55.44916, 88, 0, 0, 0, 0, 0
2002, ILE, 3161, 275, 50.08000, 71, 0, 0, 0, 0, 0
2002, ILM, 1988, 99, 38.61616, 14, 0, 0, 0, 0, 0
2002, IND, 32599, 3839, 51.20552, 423, 0, 0, 0, 0, 0
2002, ISP, 10697, 1282, 48.60062, 92, 0, 0, 0, 0, 0
2002, JAC, 1082, 178, 97.32584, 13, 0, 0, 0, 0, 0
2002, JAN, 6896, 948, 47.74156, 79, 0, 0, 0, 0, 0
2002, JAX, 23747, 2678, 50.14339, 96, 0, 0, 0, 0, 0
2002, JFK, 50421, 7874, 52.26631, 741, 0, 0, 0, 0, 0
2002, JNU, 4593, 1091, 48.29697, 210, 0, 0, 0, 0, 0
2002, KOA, 1671, 121, 85.26446, 4, 0, 0, 0, 0, 0
2002, KTN, 2499, 383, 56.40731, 55, 0, 0, 0, 0, 0
2002, LAN, 2727, 198, 54.12626, 47, 0, 0, 0, 0, 0
2002, LAS, 130594, 21121, 43.80966, 871, 0, 0, 0, 0, 0
2002, LAW, 2318, 115, 47.04347, 28, 0, 0, 0, 0, 0
2002, LAX, 182401, 23322, 43.02632, 1916, 0, 0, 0, 0, 0
2002, LBB, 7678, 1029, 43.41885, 78, 0, 0, 0, 0, 0
2002, LEX, 1697, 173, 54.43930, 22, 0, 0, 0, 0, 0
2002, LFT, 671, 61, 51.18032, 11, 0, 0, 0, 0, 0
2002, LGA, 93561, 11914, 47.67139, 2113, 0, 0, 0, 0, 0
2002, LGB, 3237, 334, 51.86826, 39, 0, 0, 0, 0, 0
2002, LIH, 1008, 80, 93.03750, 2, 0, 0, 0, 0, 0
2002, LIT, 13741, 1755, 46.70769, 150, 0, 0, 0, 0, 0
2002, LRD, 1574, 185, 64.19459, 15, 0, 0, 0, 0, 0
2002, LSE, 1879, 257, 43.70038, 60, 0, 0, 0, 0, 0
2002, MAF, 7184, 854, 36.54918, 157, 0, 0, 0, 0, 0
2002, MAZ, 30, 3, 19.00000, , 0, 0, 0, 0, 0
2002, MBS, 1956, 155, 50.76129, 34, 0, 0, 0, 0, 0
2002, MCI, 56571, 6192, 46.39082, 587, 0, 0, 0, 0, 0
2002, MCO, 81485, 9520, 52.74621, 371, 0, 0, 0, 0, 0
2002, MDT, 5676, 608, 53.22861, 92, 0, 0, 0, 0, 0
2002, MDW, 52445, 11257, 42.26650, 534, 0, 0, 0, 0, 0
2002, MEM, 47983, 7114, 48.26005, 606, 0, 0, 0, 0, 0
2002, MFE, 2910, 229, 69.92576, 15, 0, 0, 0, 0, 0
2002, MFR, 1083, 136, 55.70588, 8, 0, 0, 0, 0, 0
2002, MHT, 15211, 1883, 52.41582, 174, 0, 0, 0, 0, 0
2002, MIA, 62837, 8627, 54.81998, 310, 0, 0, 0, 0, 0
2002, MKE, 15190, 1683, 46.34462, 344, 0, 0, 0, 0, 0
2002, MLB, 1338, 131, 52.76335, 13, 0, 0, 0, 0, 0
2002, MLI, 1603, 152, 58.84868, 24, 0, 0, 0, 0, 0
2002, MLU, 283, 23, 70.65217, 6, 0, 0, 0, 0, 0
2002, MOB, 2018, 265, 45.79622, 38, 0, 0, 0, 0, 0
2002, MOT, 1094, 107, 68.19626, 16, 0, 0, 0, 0, 0
2002, MQT, 267, 36, 77.05555, 5, 0, 0, 0, 0, 0
2002, MRY, 1803, 117, 46.45299, 30, 0, 0, 0, 0, 0
2002, MSN, 6244, 894, 46.33892, 198, 0, 0, 0, 0, 0
2002, MSO, 1896, 130, 79.40769, 10, 0, 0, 0, 0, 0
2002, MSP, 141540, 20217, 47.17955, 1795, 0, 0, 0, 0, 0
2002, MSY, 49371, 6557, 45.28534, 525, 0, 0, 0, 0, 0
2002, MTJ, 334, 27, 109.77777, 2, 0, 0, 0, 0, 0
2002, MYR, 2563, 171, 41.87134, 11, 0, 0, 0, 0, 0
2002, OAK, 61533, 11772, 37.99711, 528, 0, 0, 0, 0, 0
2002, OGG, 3929, 437, 63.92219, 6, 0, 0, 0, 0, 0
2002, OKC, 19889, 2464, 45.73741, 242, 0, 0, 0, 0, 0
2002, OMA, 17586, 1829, 54.31055, 146, 0, 0, 0, 0, 0
2002, OME, 1082, 282, 44.58510, 44, 0, 0, 0, 0, 0
2002, ONT, 32899, 4230, 40.59621, 269, 0, 0, 0, 0, 0
2002, ORD, 327388, 54452, 47.09766, 6499, 0, 0, 0, 0, 0
2002, ORF, 18604, 2257, 49.33362, 246, 0, 0, 0, 0, 0
2002, ORH, 284, 59, 31.00000, 21, 0, 0, 0, 0, 0
2002, OTZ, 1080, 335, 38.85074, 58, 0, 0, 0, 0, 0
2002, PBI, 21206, 2374, 52.16133, 135, 0, 0, 0, 0, 0
2002, PDX, 50635, 6483, 43.55699, 417, 0, 0, 0, 0, 0
2002, PHL, 107756, 18251, 46.92214, 1930, 0, 0, 0, 0, 0
2002, PHX, 173942, 28163, 42.13443, 1902, 0, 0, 0, 0, 0
2002, PIA, 1438, 260, 38.85000, 61, 0, 0, 0, 0, 0
2002, PIT, 81403, 9735, 46.23739, 901, 0, 0, 0, 0, 0
2002, PNS, 3963, 424, 49.24056, 40, 0, 0, 0, 0, 0
2002, PSC, 721, 40, 73.72500, 7, 0, 0, 0, 0, 0
2002, PSG, 726, 222, 53.12612, 36, 0, 0, 0, 0, 0
2002, PSP, 5997, 716, 57.77374, 32, 0, 0, 0, 0, 0
2002, PVD, 27144, 3239, 51.67613, 240, 0, 0, 0, 0, 0
2002, PWM, 7267, 1118, 43.87030, 203, 0, 0, 0, 0, 0
2002, RAP, 1258, 121, 65.26446, 7, 0, 0, 0, 0, 0
2002, RDU, 45938, 6870, 49.81630, 796, 0, 0, 0, 0, 0
2002, RIC, 14121, 1706, 48.59261, 299, 0, 0, 0, 0, 0
2002, RNO, 23951, 3301, 44.37503, 130, 0, 0, 0, 0, 0
2002, ROC, 9250, 991, 56.83854, 128, 0, 0, 0, 0, 0
2002, RST, 2358, 246, 53.86585, 58, 0, 0, 0, 0, 0
2002, RSW, 13825, 1363, 53.81804, 38, 0, 0, 0, 0, 0
2002, SAN, 74950, 9912, 41.51049, 561, 0, 0, 0, 0, 0
2002, SAT, 36521, 4315, 44.93325, 490, 0, 0, 0, 0, 0
2002, SAV, 5655, 569, 45.55184, 70, 0, 0, 0, 0, 0
2002, SBA, 3302, 168, 43.36904, 32, 0, 0, 0, 0, 0
2002, SBN, 343, 46, 34.54347, 17, 0, 0, 0, 0, 0
2002, SBP, 2436, 144, 42.20833, 14, 0, 0, 0, 0, 0
2002, SCC, 477, 74, 42.55405, 17, 0, 0, 0, 0, 0
2002, SDF, 17887, 2313, 53.30134, 161, 0, 0, 0, 0, 0
2002, SEA, 100584, 15417, 44.01770, 974, 0, 0, 0, 0, 0
2002, SFO, 99288, 11783, 49.07451, 818, 0, 0, 0, 0, 0
2002, SGF, 4403, 475, 44.91157, 103, 0, 0, 0, 0, 0
2002, SHV, 4667, 373, 45.18230, 98, 0, 0, 0, 0, 0
2002, SIT, 1386, 179, 60.56424, 14, 0, 0, 0, 0, 0
2002, SJC, 61017, 8510, 40.28683, 640, 0, 0, 0, 0, 0
2002, SJT, 2103, 108, 45.01851, 23, 0, 0, 0, 0, 0
2002, SJU, 23728, 2538, 57.50827, 130, 0, 0, 0, 0, 0
2002, SLC, 70024, 7896, 47.86170, 420, 0, 0, 0, 0, 0
2002, SMF, 39604, 6019, 41.66024, 190, 0, 0, 0, 0, 0
2002, SNA, 42324, 5651, 40.61953, 512, 0, 0, 0, 0, 0
2002, SPS, 2065, 148, 42.37162, 31, 0, 0, 0, 0, 0
2002, SRQ, 3455, 410, 49.51707, 26, 0, 0, 0, 0, 0
2002, STL, 132565, 16304, 45.56795, 1266, 0, 0, 0, 0, 0
2002, STT, 3168, 326, 56.49079, 13, 0, 0, 0, 0, 0
2002, STX, 731, 51, 76.76470, 4, 0, 0, 0, 0, 0
2002, SWF, 1289, 171, 59.45029, 18, 0, 0, 0, 0, 0
2002, SYR, 9211, 965, 50.29326, 134, 0, 0, 0, 0, 0
2002, TLH, 1478, 172, 52.16279, 12, 0, 0, 0, 0, 0
2002, TOL, 1793, 320, 43.86875, 74, 0, 0, 0, 0, 0
2002, TPA, 62319, 8061, 51.53516, 298, 0, 0, 0, 0, 0
2002, TUL, 20090, 2420, 47.68305, 314, 0, 0, 0, 0, 0
2002, TUS, 16222, 1667, 43.19316, 109, 0, 0, 0, 0, 0
2002, TVC, 2299, 371, 47.12398, 52, 0, 0, 0, 0, 0
2002, TXK, 1264, 56, 36.82142, 25, 0, 0, 0, 0, 0
2002, TYR, 2845, 154, 51.92207, 49, 0, 0, 0, 0, 0
2002, TYS, 4075, 504, 50.23214, 87, 0, 0, 0, 0, 0
2002, VPS, 2353, 282, 59.08865, 25, 0, 0, 0, 0, 0
2002, WRG, 726, 189, 53.57671, 42, 0, 0, 0, 0, 0
2002, XNA, 5178, 1001, 53.44255, 165, 0, 0, 0, 0, 0
2002, YAK, 726, 135, 78.08888, 16, 0, 0, 0, 0, 0
2003, ABE, 4071, 509, 54.30844, 111, 3958, 1654, 8474, 141, 2925
2003, ABI, 2529, 223, 46.91031, 34, 3070, 1256, 1930, 0, 1427
2003, ABQ, 36708, 3655, 44.77592, 266, 29950, 6854, 20662, 32, 54704
2003, ABY, 1449, 204, 47.87254, 21, 1528, 909, 3295, 116, 1096
2003, ACK, 193, 39, 39.53846, 5, 291, 0, 1061, 0, 683
2003, ACT, 2736, 221, 41.74660, 62, 1782, 2435, 1207, 0, 1803
2003, ACV, 4027, 689, 43.53991, 112, 4974, 786, 12621, 182, 2372
2003, ACY, 132, 20, 33.55000, 5, 176, 0, 103, 0, 114
2003, ADK, 74, 36, 44.69444, 6, 243, 0, 15, 110, 678
2003, ADQ, 726, 210, 34.27142, 51, 810, 144, 254, 409, 3391
2003, AEX, 3261, 407, 52.01719, 77, 3317, 2183, 6034, 12, 1638
2003, AGS, 4321, 780, 54.94743, 135, 7183, 4907, 17788, 0, 4455
2003, AKN, 347, 74, 55.41891, 8, 1075, 113, 136, 17, 1630
2003, ALB, 17098, 2483, 52.22472, 270, 16320, 5696, 45900, 47, 31986
