Anio,Mes,Dia,otp
1999,9,22,14.291582406471184
1999,9,23,15.95858847294994
1999,9,24,17.681388012618296
1999,9,25,13.148511969730045
1999,9,26,20.955146175410494
1999,9,27,17.632941770872804
1999,9,28,22.71405084102694
1999,9,29,23.77323890223852
1999,9,30,16.586659929257202
1999,10,1,22.012777309744454
1999,10,2,18.91653605015674
1999,10,3,15.15505384715194
1999,10,4,20.946046928710206
1999,10,5,27.224302685950413
1999,10,6,36.60430189639812
1999,10,7,22.464232329703183
1999,10,8,17.44679503420319
1999,10,9,20.59508816120907
1999,10,10,21.802152809879153
1999,10,11,18.780055682105797
1999,10,12,22.442443077313374
1999,10,13,31.057891759381484
1999,10,14,25.990192380233875
1999,10,15,21.10783143879922
1999,10,16,16.21660754361833
1999,10,17,24.51615034018099
1999,10,18,16.104198089492208
1999,10,19,14.841833846927866
1999,10,20,19.580947586987982
1999,10,21,14.453517587939698
1999,10,22,25.08949318595742
1999,10,23,12.695708901130763
1999,10,24,15.304640570334676
1999,10,25,12.638399597382989
1999,10,26,10.582243460764587
1999,10,27,11.045780404980505
1999,10,28,13.118718592964823
1999,10,29,13.684607172015324
1999,10,30,14.081662627597856
1999,10,31,13.46938775510204
1999,11,1,26.90864815058576
1999,11,2,36.2135101748911
1999,11,3,20.201037613488975
1999,11,4,33.01121122498108
1999,11,5,13.847793785128239
1999,11,6,41.67780110708151
1999,11,7,21.888297872340427
1999,11,8,18.838607594936708
1999,11,9,9.434098978334903
1999,11,10,14.730290456431534
1999,11,11,13.524616065221513
1999,11,12,13.033419023136247
1999,11,13,14.937531964637978
1999,11,14,22.161135545781686
1999,11,15,19.999368008595084
1999,11,16,16.788967611336034
1999,11,17,10.314298362107127
1999,11,18,10.851587652294679
1999,11,19,22.432500630835225
1999,11,20,14.29093567251462
1999,11,21,16.503333333333334
1999,11,22,21.65234967155129
1999,11,23,29.744756128380086
1999,11,24,18.29037746549877
1999,11,25,8.507876060238878
1999,11,26,7.825977723808726
1999,11,27,11.190854010386612
1999,11,28,14.311116965226555
1999,11,29,19.859901552442256
1999,11,30,17.652080435057545
1999,12,1,19.844409282700422
1999,12,2,38.74691918536775
1999,12,3,28.664896029021182
1999,12,4,15.581094205244415
1999,12,5,29.33130699088146
1999,12,6,35.50834052343975
1999,12,7,18.26910928616551
1999,12,8,24.620349278663628
1999,12,9,14.634715371283828
1999,12,10,15.143414265945403
1999,12,11,17.561761546723954
1999,12,12,14.378472454648906
1999,12,13,20.218301814951136
1999,12,14,19.982209797318763
1999,12,15,25.69859011812524
1999,12,16,21.49810366624526
1999,12,17,28.80826070481243
1999,12,18,23.395430068403435
1999,12,19,21.28706289057306
1999,12,20,27.2117202268431
1999,12,21,23.68072630981653
1999,12,22,31.519410133602218
1999,12,23,30.342958012860926
1999,12,24,13.77484874675886
1999,12,25,8.012028340748063
1999,12,26,16.078457535526052
1999,12,27,23.58044164037855
1999,12,28,28.078771020356555
1999,12,29,14.263114598493956
1999,12,30,12.871948118006104
1999,12,31,9.296875
2000,1,1,17.5695588107827
2000,1,2,14.51932290003194
2000,1,3,11.993200705112063
2000,1,4,17.873941674506113
2000,1,5,13.453409879502871
2000,1,6,18.13567870878255
2000,1,7,26.578489383919248
2000,1,8,35.40414989160731
2000,1,9,31.550353905376877
2000,1,10,17.043963254593177
2000,1,11,22.77316650148662
2000,1,12,21.229863692688973
2000,1,13,28.87431554819814
2000,1,14,20.75993640699523
2000,1,15,8.399027481028513
2000,1,16,14.051058112193484
2000,1,17,26.930422051053537
2000,1,18,20.239158163265305
2000,1,19,23.496396453855475
2000,1,20,36.56944532891804
2000,1,21,26.728740307614085
2000,1,22,23.13592447820636
2000,1,23,28.762845053395125
2000,1,24,19.477707006369428
2000,1,25,40.71925014346745
2000,1,26,28.460803059273424
2000,1,27,30.053496369889185
2000,1,28,26.089996186602264
2000,1,29,26.277372262773724
2000,1,30,33.42519155800511
2000,1,31,27.430423179565384
2000,2,1,23.95520895820836
2000,2,2,12.31550699635806
2000,2,3,23.30567081604426
2000,2,4,26.720433661664572
2000,2,5,13.087947471431278
2000,2,6,26.63715702894456
2000,2,7,20.672735030578863
2000,2,8,36.05298997152408
2000,2,9,14.039951389943795
2000,2,10,12.856429774755101
2000,2,11,20.23567154050219
2000,2,12,14.561648620328327
2000,2,13,36.467351184484265
2000,2,14,27.36196708812504
2000,2,15,14.316184897491405
2000,2,16,19.549372544048676
2000,2,17,29.37472311878995
2000,2,18,60.601746393318145
2000,2,19,35.635054727099096
2000,2,20,21.473925965955146
2000,2,21,18.873750557076463
2000,2,22,23.85385005065856
2000,2,23,19.144757681343048
2000,2,24,26.139240506329113
2000,2,25,35.29523447883045
2000,2,26,19.181316286502977
2000,2,27,22.931528768584574
2000,2,28,10.129623774897249
2000,2,29,10.55263657656517
2000,3,1,27.398687034465347
2000,3,2,27.40311065782764
2000,3,3,23.60256249214923
2000,3,4,21.537783930032088
2000,3,5,15.189233588172112
2000,3,6,14.097276541278532
2000,3,7,15.402079976563645
2000,3,8,34.15403649860811
2000,3,9,15.9683247482125
2000,3,10,13.059375
2000,3,11,22.25206866740768
2000,3,12,18.613162118780096
2000,3,13,10.8013282375791
2000,3,14,14.124701745573276
2000,3,15,19.014923501379485
2000,3,16,27.986711796414692
2000,3,17,26.53412648716343
2000,3,18,18.044195723920218
2000,3,19,33.641465830307034
2000,3,20,30.074575421445132
2000,3,21,27.920978363123236
2000,3,22,16.11243568829213
2000,3,23,12.97757735187273
2000,3,24,16.134385371657586
2000,3,25,12.228591902543892
2000,3,26,15.410755526228968
2000,3,27,18.724937343358395
2000,3,28,20.30426599749059
2000,3,29,13.06040437021223
2000,3,30,16.734578736208626
2000,3,31,19.91920836725747
2000,4,1,26.51826990057628
2000,4,2,25.696170266998024
2000,4,3,11.276135544340303
2000,4,4,17.9234010439595
2000,4,5,22.8329343580698
2000,4,6,23.7334295839349
2000,4,7,10.508498483673037
2000,4,8,37.69126357354393
2000,4,9,19.068547064611348
2000,4,10,25.341909698370074
2000,4,11,11.179602129448025
2000,4,12,12.366889549281822
2000,4,13,18.515025776436566
2000,4,14,25.801685110663986
2000,4,15,19.2050118816159
2000,4,16,26.7195941494268
2000,4,17,31.90580847723705
2000,4,18,20.66243080020131
2000,4,19,25.493959224767178
2000,4,20,44.23644701300333
2000,4,21,42.18622464996547
2000,4,22,19.212779736633806
2000,4,23,14.84662980516061
2000,4,24,21.69746103569633
2000,4,25,13.863222075554717
2000,4,26,12.197498271418693
2000,4,27,20.050314465408807
2000,4,28,17.26108250659299
2000,4,29,11.78656468720687
2000,4,30,17.142385199867856
2000,5,1,13.836477987421384
2000,5,2,11.325149744879095
2000,5,3,20.15004296384427
2000,5,4,13.926121704109244
2000,5,5,26.396305836526984
2000,5,6,17.94574614709936
2000,5,7,20.872293693128334
2000,5,8,30.748607960404208
2000,5,9,18.09021712003993
2000,5,10,30.471233559808017
2000,5,11,29.432146294513956
2000,5,12,14.653035935563816
2000,5,13,21.808128680166593
2000,5,14,16.71392772355579
2000,5,15,17.745283018867923
2000,5,16,13.539438923134986
2000,5,17,21.987800276694756
2000,5,18,39.407952686548384
2000,5,19,51.68539325842696
2000,5,20,19.938098322896423
2000,5,21,22.77627141062099
2000,5,22,24.205024872489137
2000,5,23,16.926804707659386
2000,5,24,25.864562374245473
2000,5,25,34.90441453905169
2000,5,26,33.28717109404507
2000,5,27,22.142265089292444
2000,5,28,11.414509660955158
2000,5,29,10.460086511993708
2000,5,30,13.605206892214817
2000,5,31,20.659744206660758
2000,6,1,13.782804854800787
2000,6,2,12.212353653613242
2000,6,3,18.091588667629875
2000,6,4,18.84194643530743
2000,6,5,10.533323736864833
2000,6,6,18.96962104603821
2000,6,7,15.627705627705629
2000,6,8,39.170967741935485
2000,6,9,15.366356424511212
2000,6,10,39.62052877138414
2000,6,11,31.596342744177427
2000,6,12,17.398177422354472
2000,6,13,36.86411584794956
2000,6,14,45.686531734132934
2000,6,15,45.03548306772908
2000,6,16,45.56231380337636
2000,6,17,38.89811738648948
2000,6,18,32.25021099785756
2000,6,19,29.040686823441582
2000,6,20,31.9748631159781
2000,6,21,32.41074760542356
2000,6,22,34.54771526266708
2000,6,23,30.915864638311085
2000,6,24,24.737060614447827
2000,6,25,32.81767955801105
2000,6,26,33.178762604257436
2000,6,27,31.109314761845543
2000,6,28,32.60247558624121
2000,6,29,41.48009950248756
2000,6,30,37.853634272212894
2000,7,1,10.37723866378763
2000,7,2,13.270187523918867
2000,7,3,18.96378585326053
2000,7,4,27.647872273555848
2000,7,5,18.687368143459917
2000,7,6,15.64321072748919
2000,7,7,17.847890451517394
2000,7,8,35.992217898832685
2000,7,9,16.199338037844253
2000,7,10,14.805600966664297
2000,7,11,17.953154934800075
2000,7,12,26.855922233917404
2000,7,13,21.149446608545105
2000,7,14,39.50274538836449
2000,7,15,35.57157569515963
2000,7,16,35.07462686567164
